inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Danny Duffy,1,1,2,Delino DeShields,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Danny Duffy,2,0,0,Jurickson Profar,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Danny Duffy,3,0,1,Ian Desmond,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Yu Darvish,0,0,2,Alcides Escobar,['Alcides Escobar'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Yu Darvish,1,3,3,Cheslor Cuthbert,['N/A'],['N/A'],['Alcides Escobar'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,1,['Alcides Escobar'],Yu Darvish,2,0,0,Eric Hosmer,['N/A'],['N/A'],['N/A'],Groundout,N/A,1,0,1,N/A,N/A
1,bottom,0,[],Yu Darvish,3,1,2,Kendrys Morales,['N/A'],['N/A'],['N/A'],Groundout,N/A,1,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,1,2,1,Adrian Beltre,['N/A'],['N/A'],['N/A'],Flyout,N/A,1,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,2,1,3,Rougned Odor,['N/A'],['N/A'],['N/A'],Strikeout,N/A,1,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,3,3,2,Ryan Rua,['N/A'],['N/A'],['N/A'],Groundout,N/A,1,0,N/A,N/A,N/A
2,bottom,0,[],Yu Darvish,1,3,3,Salvador Perez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,1,0,N/A,N/A,N/A
2,bottom,0,[],Yu Darvish,1,4,0,Alex Gordon,['Alex Gordon'],['N/A'],['N/A'],Walk,N/A,1,0,N/A,N/A,N/A
2,bottom,0,[],N/A,1,1,2,Paulo Orlando,['N/A'],['Alex Gordon'],['N/A'],Stolen Base 2B,N/A,1,0,N/A,N/A,N/A
2,bottom,0,[],Yu Darvish,1,1,2,Paulo Orlando,['Paulo Orlando'],['Alex Gordon'],['Alex Gordon'],Single,N/A,1,0,N/A,N/A,N/A
2,bottom,1,['Alex Gordon'],Yu Darvish,1,0,0,Whit Merrifield,['Whit Merrifield'],['Paulo Orlando'],['N/A'],Single,N/A,2,0,1,N/A,N/A
2,bottom,0,[],Yu Darvish,2,1,3,Jarrod Dyson,['N/A'],['N/A'],['N/A'],Strikeout,N/A,2,0,N/A,N/A,N/A
2,bottom,0,[],Yu Darvish,3,0,1,Alcides Escobar,['N/A'],['N/A'],['N/A'],Forceout,N/A,2,0,N/A,N/A,N/A
3,top,0,[],Danny Duffy,0,4,1,Elvis Andrus,['Elvis Andrus'],['N/A'],['N/A'],Walk,N/A,2,0,N/A,N/A,N/A
3,top,0,[],Danny Duffy,1,1,2,Nomar Mazara,['N/A'],['N/A'],['N/A'],Flyout,N/A,2,0,N/A,N/A,N/A
