AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
0,0,3,2,0,0,8,2,25,Joe,2,2,100,23,0,0,Joe Harris,6,3,Harris,F,0,Brooklyn,0
1,1,3,3,2,67,4,3,75,Rodions,0,0,0,17,0,4,Rodions Kurucs,8,3,Kurucs,F,0,Brooklyn,0
1,4,5,1,0,0,1,0,0,Jarrett,4,4,100,21,0,5,Jarrett Allen,4,5,Allen,C,2,Brooklyn,0
4,0,1,3,0,0,12,3,25,Caris,0,0,0,27,0,2,Caris LeVert,6,1,LeVert,G,2,Brooklyn,0
4,0,3,7,3,43,25,8,32,D'Angelo,1,1,100,25,2,0,D'Angelo Russell,20,5,Russell,G,1,Brooklyn,2
2,0,1,6,3,50,16,7,44,Spencer,5,5,100,24,0,2,Spencer Dinwiddie,22,1,Dinwiddie,N/A,1,Brooklyn,2
1,0,8,0,0,0,1,0,0,Ed,2,2,100,18,3,4,Ed Davis,2,11,Davis,N/A,0,Brooklyn,2
3,0,4,5,1,20,9,2,22,DeMarre,0,0,0,20,1,1,DeMarre Carroll,5,5,Carroll,N/A,0,Brooklyn,0
1,0,3,4,1,25,5,1,20,Treveon,0,0,0,24,0,2,Treveon Graham,3,3,Graham,N/A,1,Brooklyn,0
1,0,0,0,0,0,0,0,0,Jared,0,0,0,15,1,1,Jared Dudley,0,1,Dudley,N/A,1,Brooklyn,0
1,0,1,5,2,40,6,3,50,Theo,6,4,67,13,0,2,Theo Pinson,12,1,Pinson,N/A,0,Brooklyn,1
0,0,2,0,0,0,6,2,33,Rondae,2,2,100,9,0,1,Rondae Hollis-Jefferson,6,2,Hollis-Jefferson,N/A,0,Brooklyn,0
1,0,2,0,0,0,2,2,100,Alan,0,0,0,5,1,0,Alan Williams,4,3,Williams,N/A,1,Brooklyn,0
4,0,6,3,0,0,5,1,20,Joe,1,0,0,30,0,1,Joe Ingles,2,6,Ingles,F,1,Utah,3
1,3,8,1,0,0,10,4,40,Derrick,7,5,71,22,4,0,Derrick Favors,13,12,Favors,F,0,Utah,1
1,3,11,0,0,0,12,9,75,Rudy,10,5,50,34,6,3,Rudy Gobert,23,17,Gobert,C,0,Utah,2
4,0,4,7,4,57,21,9,43,Donovan,2,2,100,35,2,2,Donovan Mitchell,24,6,Mitchell,G,1,Utah,4
6,0,3,3,0,0,13,2,15,Ricky,8,8,100,23,3,2,Ricky Rubio,12,6,Rubio,G,1,Utah,2
5,0,4,2,0,0,2,0,0,Royce,0,0,0,21,0,2,Royce O'Neale,0,4,O'Neale,N/A,0,Utah,0
0,0,4,6,3,50,7,4,57,Jae,1,1,100,29,0,4,Jae Crowder,12,4,Crowder,N/A,0,Utah,0
1,1,3,7,3,43,8,3,38,Kyle,0,0,0,19,0,3,Kyle Korver,9,3,Korver,N/A,0,Utah,1
2,0,4,4,1,25,8,3,38,Raul,2,2,100,15,0,4,Raul Neto,9,4,Neto,N/A,0,Utah,1
0,0,3,3,2,67,5,4,80,Georges,0,0,0,11,0,0,Georges Niang,10,3,Niang,N/A,0,Utah,1
0,0,0,0,0,0,0,0,0,Ekpe,0,0,0,2,0,0,Ekpe Udoh,0,0,Udoh,N/A,0,Utah,0
