rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,8,00:06:32,0,1,Ratchanok INTANON,smash,hits the net,opponent hits the net
2,9,00:06:56,0,2,Ratchanok INTANON,push,opponent wins by landing,wins by landing
3,10,00:07:25,0,3,Ratchanok INTANON,lob,goes out of bounds,opponent goes out of bounds
4,7,00:07:52,0,4,Ratchanok INTANON,smash,opponent wins by landing,wins by landing
5,4,00:08:21,0,5,Ratchanok INTANON,net shot,goes out of bounds,opponent goes out of bounds
6,5,00:08:42,0,6,Ratchanok INTANON,smash,opponent wins by landing,wins by landing
7,14,00:09:14,1,6,CHEN Yufei,smash,opponent wins by landing,wins by landing
8,16,00:09:57,2,6,CHEN Yufei,net shot,hits the net,opponent hits the net
9,4,00:10:23,3,6,CHEN Yufei,net shot,hits the net,opponent hits the net
10,5,00:10:44,4,6,CHEN Yufei,smash,opponent wins by landing,wins by landing
11,3,00:11:04,5,6,CHEN Yufei,smash,opponent wins by landing,wins by landing
12,5,00:11:25,5,7,Ratchanok INTANON,return net,hits the net,opponent hits the net
13,35,00:12:16,6,7,CHEN Yufei,push,goes out of bounds,opponent goes out of bounds
14,10,00:12:51,6,8,Ratchanok INTANON,smash,opponent wins by landing,wins by landing
15,6,00:13:33,6,9,Ratchanok INTANON,lob,goes out of bounds,opponent goes out of bounds
17,2,00:14:22,8,9,CHEN Yufei,net shot,hits the net,opponent hits the net
18,17,00:14:53,8,10,Ratchanok INTANON,return net,hits the net,opponent hits the net
19,2,00:15:36,8,11,Ratchanok INTANON,push,goes out of bounds,opponent goes out of bounds
20,4,00:16:46,9,11,CHEN Yufei,rush,opponent wins by landing,wins by landing
21,7,00:17:05,10,11,CHEN Yufei,rush,opponent wins by landing,wins by landing
22,3,00:17:23,10,12,Ratchanok INTANON,clear,goes out of bounds,opponent goes out of bounds
23,5,00:17:45,11,12,CHEN Yufei,return net,fails to clear the net,opponent fails to clear the net
24,18,00:18:16,12,12,CHEN Yufei,net shot,hits the net,opponent hits the net
25,6,00:18:45,13,12,CHEN Yufei,return net,fails to clear the net,opponent fails to clear the net
26,5,00:19:08,13,13,Ratchanok INTANON,smash,hits the net,opponent hits the net
27,5,00:19:33,13,14,Ratchanok INTANON,rush,opponent wins by landing,wins by landing
28,28,00:20:19,13,15,Ratchanok INTANON,return net,hits the net,opponent hits the net
29,3,00:21:09,13,16,Ratchanok INTANON,back-court drive,opponent wins by landing,wins by landing
30,5,00:21:43,13,17,Ratchanok INTANON,drop,opponent wins by landing,wins by landing
31,5,00:22:07,14,17,CHEN Yufei,return net,fails to clear the net,opponent fails to clear the net
32,6,00:22:30,14,18,Ratchanok INTANON,push,opponent wins by landing,wins by landing
33,2,00:22:54,14,19,Ratchanok INTANON,net shot,fails to clear the net,opponent fails to clear the net
34,8,00:23:19,15,19,CHEN Yufei,smash,opponent wins by landing,wins by landing
35,6,00:24:11,15,20,Ratchanok INTANON,return net,opponent wins by landing,wins by landing
36,4,00:24:34,15,21,Ratchanok INTANON,net shot,unknown,unknown
