rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,9,00:06:32,0,1,LOH Kean Yew,return net,fails to clear the net,opponent fails to clear the net
2,6,00:06:59,0,2,LOH Kean Yew,drive,hits the net,opponent hits the net
4,9,00:07:53,1,3,LOH Kean Yew,back-court drive,hits the net,opponent hits the net
5,22,00:08:25,1,4,LOH Kean Yew,drive,goes out of bounds,opponent goes out of bounds
6,1,00:08:44,2,4,LEE Zii Jia,short service,hits the net,opponent hits the net
7,7,00:09:10,2,5,LOH Kean Yew,net shot,hits the net,opponent hits the net
8,8,00:09:29,2,6,LOH Kean Yew,defensive return drive,fails to clear the net,opponent fails to clear the net
9,4,00:09:47,2,7,LOH Kean Yew,clear,goes out of bounds,opponent goes out of bounds
10,13,00:10:09,3,7,LEE Zii Jia,defensive return drive,fails to clear the net,opponent fails to clear the net
11,6,00:10:39,4,7,LEE Zii Jia,return net,fails to clear the net,opponent fails to clear the net
12,2,00:11:06,5,7,LEE Zii Jia,back-court drive,goes out of bounds,opponent goes out of bounds
13,9,00:11:23,5,8,LOH Kean Yew,defensive return lob,goes out of bounds,opponent goes out of bounds
15,11,00:12:11,7,8,LEE Zii Jia,return net,opponent wins by landing,wins by landing
16,8,00:12:35,8,8,LEE Zii Jia,lob,goes out of bounds,opponent goes out of bounds
17,7,00:13:03,9,8,LEE Zii Jia,wrist smash,opponent wins by landing,wins by landing
18,11,00:13:29,9,9,LOH Kean Yew,wrist smash,goes out of bounds,opponent goes out of bounds
19,19,00:14:02,10,9,LEE Zii Jia,net shot,hits the net,opponent hits the net
20,7,00:14:27,10,10,LOH Kean Yew,wrist smash,hits the net,opponent hits the net
21,14,00:14:53,10,11,LOH Kean Yew,push,goes out of bounds,opponent goes out of bounds
22,10,00:16:20,10,12,LOH Kean Yew,return net,goes out of bounds,opponent goes out of bounds
23,9,00:16:51,11,12,LEE Zii Jia,net shot,fails to clear the net,opponent fails to clear the net
24,2,00:17:07,12,12,LEE Zii Jia,push,hits the net,opponent hits the net
25,9,00:17:25,13,12,LEE Zii Jia,rush,opponent wins by landing,wins by landing
27,3,00:18:41,15,12,LEE Zii Jia,net shot,opponent wins by landing,wins by landing
28,3,00:18:55,15,13,LOH Kean Yew,lob,goes out of bounds,opponent goes out of bounds
29,13,00:19:18,16,13,LEE Zii Jia,lob,goes out of bounds,opponent goes out of bounds
30,11,00:19:47,16,14,LOH Kean Yew,net shot,hits the net,opponent hits the net
31,12,00:20:15,16,15,LOH Kean Yew,push,goes out of bounds,opponent goes out of bounds
32,3,00:20:32,17,15,LEE Zii Jia,net shot,hits the net,opponent hits the net
33,4,00:20:54,17,16,LOH Kean Yew,rush,opponent wins by landing,wins by landing
35,2,00:21:40,18,17,LOH Kean Yew,smash,opponent wins by landing,wins by landing
36,12,00:22:05,18,18,LOH Kean Yew,return net,hits the net,opponent hits the net
37,7,00:22:30,19,18,LEE Zii Jia,push,hits the net,opponent hits the net
38,4,00:23:09,20,18,LEE Zii Jia,unknown,fails to clear the net,opponent fails to clear the net
39,26,00:23:55,21,18,LEE Zii Jia,lob,goes out of bounds,opponent goes out of bounds
