p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
3,Hughes,0,0,0,P,0,4,0,0,0,Jared Hughes,3,,1.000,2,.000,0,6,0,Jared,7,0,true,0,1,1,2/3,0,.000,11,806,,0,50,,0,1.46,0,5,0,0,10,0,0,0,0,0,Reds,0,.000,0,.000
,Hernandez,,,,,,,,,,David Hernandez,,,,,,,,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Bailey,,,,,,,,,,Homer Bailey,,,,,,,,,Homer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Votto,,0,,1B,0,,0,0,4,Joey Votto,,,1.000,,.287,,,1,Joey,,,,,8,,,1,.853,,300,,0,,,1,,0,,3,,,0,0,1,0,2,Reds,0,.429,0,.424
6,Harvey,2,1,2,P,1,19,0,0,1,Matt Harvey,5,1,.000,0,.059,2,59,2,Matt,0,5,,1,0,5,,0,.170,0,800,,0,55,,0,5.13,0,15,0,2,92,0,0,0,0,0,Reds,0,.059,0,.111
,DeSclafani,,,,,,,,,,Anthony DeSclafani,,,,,,,,,Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Lorenzen,,,,,,,,,,Michael Lorenzen,,,,,,,,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Suarez,,0,,3B,1,,0,0,4,Eugenio Suarez,,4,1.000,,.301,,,4,Eugenio,,,,,3,,,1,.968,,400,,0,,,1,,0,,0,,,0,0,0,0,1,Reds,0,.581,0,.387
,Barnhart,,0,,C,0,,0,0,2,Tucker Barnhart,,1,1.000,,.252,,,0,Tucker,,,,,7,,,2,.707,,600,,0,,,0,,1,,1,,,0,0,0,0,1,Reds,0,.371,0,.336
,Gennett,,0,,2B,1,,0,1,4,Scooter Gennett,,1,1.000,,.317,,,3,Scooter,,,,,3,,,0,.871,,200,,0,,,7,,1,,1,,,0,2,1,0,1,Reds,0,.503,0,.368
,Hamilton,,0,,CF,1,,0,0,4,Billy Hamilton,,1,1.000,,.225,,,3,Billy,,,,,3,,,0,.610,,900,,0,,,0,,1,,2,,,0,1,0,0,1,Reds,0,.309,0,.301
,Casali,,,,,,,,,,Curt Casali,,,,,,,,,Curt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Williams,,1,,RF,2,,0,0,4,Mason Williams,,2,1.000,,.250,,,2,Mason,,,,,2,,,0,.875,,500,,0,,,0,,0,,1,,,0,1,0,0,0,Reds,0,.625,0,.250
2,Peralta,1,0,0,P,0,5,0,0,0,Wandy Peralta,2,,.000,0,.000,0,15,0,Wandy,0,1,,0,0,1,1/3,0,.000,6,802,,0,47,true,0,5.87,0,4,0,0,23,0,0,0,0,0,Reds,0,.000,0,.000
