rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,15,00:06:33,1,0,SHI Yuqi,net shot,fails to clear the net,opponent fails to clear the net
2,9,00:06:57,1,1,LEE Zii Jia,unknown,hits the net,opponent hits the net
3,19,00:07:31,2,1,SHI Yuqi,back-court drive,hits the net,opponent hits the net
4,7,00:08:06,2,2,LEE Zii Jia,clear,goes out of bounds,opponent goes out of bounds
5,19,00:08:38,2,3,LEE Zii Jia,smash,opponent wins by landing,wins by landing
6,5,00:09:05,3,3,SHI Yuqi,lob,goes out of bounds,opponent goes out of bounds
7,4,00:09:26,3,4,LEE Zii Jia,drop,opponent wins by landing,wins by landing
8,2,00:09:40,3,5,LEE Zii Jia,push,goes out of bounds,opponent goes out of bounds
9,8,00:09:57,3,6,LEE Zii Jia,net shot,fails to clear the net,opponent fails to clear the net
10,19,00:10:35,4,6,SHI Yuqi,return net,goes out of bounds,opponent goes out of bounds
11,8,00:11:18,5,6,SHI Yuqi,return net,hits the net,opponent hits the net
12,13,00:11:57,5,7,LEE Zii Jia,lob,goes out of bounds,opponent goes out of bounds
13,10,00:12:21,5,8,LEE Zii Jia,push,goes out of bounds,opponent goes out of bounds
14,8,00:13:08,5,9,LEE Zii Jia,return net,hits the net,opponent hits the net
15,5,00:13:34,6,9,SHI Yuqi,wrist smash,goes out of bounds,opponent goes out of bounds
16,5,00:13:53,7,9,SHI Yuqi,smash,opponent wins by landing,wins by landing
17,16,00:14:24,8,9,SHI Yuqi,smash,goes out of bounds,opponent goes out of bounds
18,2,00:15:17,9,9,SHI Yuqi,lob,goes out of bounds,opponent goes out of bounds
19,5,00:15:37,9,10,LEE Zii Jia,smash,hits the net,opponent hits the net
20,14,00:16:01,9,11,LEE Zii Jia,return net,fails to clear the net,opponent fails to clear the net
21,7,00:17:14,10,11,SHI Yuqi,return net,fails to clear the net,opponent fails to clear the net
22,7,00:17:45,10,12,LEE Zii Jia,smash,goes out of bounds,opponent goes out of bounds
23,4,00:18:02,11,12,SHI Yuqi,unknown,landing judgment error,opponent landing judgment error
25,9,00:19:32,13,12,SHI Yuqi,smash,opponent wins by landing,wins by landing
26,17,00:20:16,13,13,LEE Zii Jia,net shot,fails to clear the net,opponent fails to clear the net
28,13,00:21:11,14,14,LEE Zii Jia,smash,goes out of bounds,opponent goes out of bounds
29,10,00:21:44,15,14,SHI Yuqi,defensive return lob,opponent wins by landing,wins by landing
30,12,00:22:13,16,14,SHI Yuqi,net shot,hits the net,opponent hits the net
31,11,00:23:04,17,14,SHI Yuqi,smash,opponent wins by landing,wins by landing
32,7,00:23:33,17,15,LEE Zii Jia,smash,goes out of bounds,opponent goes out of bounds
33,8,00:24:29,18,15,SHI Yuqi,cross-court net shot,opponent wins by landing,wins by landing
34,15,00:25:28,19,15,SHI Yuqi,clear,opponent wins by landing,wins by landing
35,9,00:25:58,20,15,SHI Yuqi,smash,opponent wins by landing,wins by landing
36,7,00:26:25,20,16,LEE Zii Jia,clear,goes out of bounds,opponent goes out of bounds
37,5,00:26:53,20,17,LEE Zii Jia,rush,opponent wins by landing,wins by landing
38,18,00:27:24,20,18,LEE Zii Jia,smash,goes out of bounds,opponent goes out of bounds
39,11,00:27:57,21,18,SHI Yuqi,clear,goes out of bounds,opponent goes out of bounds
