rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,23,00:33:29,0,1,Viktor AXELSEN,rush,goes out of bounds,opponent goes out of bounds
2,1,00:33:52,0,2,Viktor AXELSEN,long service,opponent wins by landing,wins by landing
3,6,00:34:15,0,3,Viktor AXELSEN,lob,goes out of bounds,opponent goes out of bounds
4,2,00:34:31,0,4,Viktor AXELSEN,net shot,hits the net,opponent hits the net
5,6,00:34:49,0,5,Viktor AXELSEN,lob,goes out of bounds,opponent goes out of bounds
6,4,00:35:08,1,5,Anders ANTONSEN,smash,opponent wins by landing,wins by landing
7,9,00:35:32,1,6,Viktor AXELSEN,drop,hits the net,opponent hits the net
8,6,00:35:52,1,7,Viktor AXELSEN,return net,fails to clear the net,opponent fails to clear the net
9,2,00:36:07,1,8,Viktor AXELSEN,net shot,hits the net,opponent hits the net
10,2,00:36:19,1,9,Viktor AXELSEN,smash,goes out of bounds,opponent goes out of bounds
11,2,00:36:58,1,10,Viktor AXELSEN,smash,goes out of bounds,opponent goes out of bounds
12,2,00:37:27,1,11,Viktor AXELSEN,lob,goes out of bounds,opponent goes out of bounds
13,2,00:38:29,1,12,Viktor AXELSEN,net shot,hits the net,opponent hits the net
14,8,00:39:05,1,13,Viktor AXELSEN,smash,goes out of bounds,opponent goes out of bounds
15,1,00:39:18,2,13,Anders ANTONSEN,long service,goes out of bounds,opponent goes out of bounds
16,4,00:39:33,3,13,Anders ANTONSEN,return net,fails to clear the net,opponent fails to clear the net
17,7,00:39:51,3,14,Viktor AXELSEN,cross-court net shot,goes out of bounds,opponent goes out of bounds
18,5,00:40:09,3,15,Viktor AXELSEN,smash,opponent wins by landing,wins by landing
19,6,00:40:29,3,16,Viktor AXELSEN,wrist smash,hits the net,opponent hits the net
20,7,00:40:56,4,16,Anders ANTONSEN,smash,goes out of bounds,opponent goes out of bounds
21,6,00:41:16,4,17,Viktor AXELSEN,lob,opponent wins by landing,wins by landing
22,6,00:41:54,4,18,Viktor AXELSEN,return net,goes out of bounds,opponent goes out of bounds
23,4,00:42:09,5,18,Anders ANTONSEN,smash,opponent wins by landing,wins by landing
24,3,00:42:25,5,19,Viktor AXELSEN,unknown,goes out of bounds,opponent goes out of bounds
25,1,00:42:38,5,20,Viktor AXELSEN,long service,opponent wins by landing,wins by landing
26,2,00:42:54,5,21,Viktor AXELSEN,unknown,goes out of bounds,opponent goes out of bounds
