p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Isringhausen,,,,,,,,,,Jason Isringhausen,,,,,,,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rays,,,,
,Percival,,,,,,,,,,Troy Percival,,,,,,,,,Troy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rays,,,,
,Shouse,,,,,,,,,,Brian Shouse,,,,,,,,,Brian,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rays,,,,
0,Bradford,2,0,0,P,0,3,0,0,0,Chad Bradford,0,,.000,1,.000,0,8,0,Chad,0,0,,0,0,0,1/3,0,.000,1,,,0,47,,0,3.38,0,1,0,0,8,0,0,0,0,0,Rays,0,.000,0,.000
,Kapler,,0,,RF,1,,0,0,3,Gabe Kapler,,,1.000,,.257,,,1,Gabe,,,,,5,,,1,.851,,800,,0,,,0,,0,,2,,,0,1,0,0,2,Rays,0,.505,0,.346
,Hernandez,,0,,C,0,,0,0,0,Michel Hernandez,,,1.000,,.265,,,0,Michel,,,,,2,,,0,.624,,902,,0,,,0,,0,,0,,,0,0,0,0,0,Rays,0,.338,0,.286
,Burrell,,0,,DH,1,,0,0,5,Pat Burrell,,1,.000,,.227,,,2,Pat,,,,,0,,,0,.668,,600,,0,,,0,,1,,2,,,0,2,1,0,0,Rays,0,.330,0,.338
,Pena,,0,,1B,1,,0,1,4,Carlos Pena,,1,1.000,,.228,,,4,Carlos,,,,,6,,,1,.891,,400,,0,,,1,,1,,1,,,0,1,1,0,0,Rays,0,.527,0,.364
,Wheeler,,,,,,,,,,Dan Wheeler,,,,,,,,,Dan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rays,,,,
0,Choate,0,0,0,P,0,1,0,0,0,Randy Choate,0,,.000,0,.000,0,6,0,Randy,4,0,,0,0,0,1/3,0,.000,3,,,0,51,,0,1.23,0,1,0,0,9,0,0,0,0,0,Rays,0,.000,0,.000
1,Balfour,3,0,0,P,0,5,0,0,0,Grant Balfour,3,,.000,1,.000,2,8,0,Grant,1,1,,0,0,0,2/3,0,.000,10,,,0,39,,0,4.58,0,2,0,2,18,0,0,0,0,0,Rays,0,.000,0,.000
0,Nelson,0,0,0,P,0,1,0,0,0,Joe Nelson,2,,.000,1,.000,0,3,0,Joe,2,1,,0,0,0,1/3,0,.000,6,,,0,52,,0,4.36,0,1,0,0,5,0,0,0,0,0,Rays,0,.000,0,.000
