rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,34,00:31:32,1,0,An Se Young,return net,hits the net,opponent hits the net
2,17,00:32:14,2,0,An Se Young,rush,opponent wins by landing,wins by landing
3,9,00:32:46,3,0,An Se Young,return net,opponent wins by landing,wins by landing
4,5,00:33:16,4,0,An Se Young,wrist smash,opponent wins by landing,wins by landing
5,12,00:33:46,5,0,An Se Young,net shot,hits the net,opponent hits the net
6,16,00:34:24,6,0,An Se Young,return net,fails to clear the net,opponent fails to clear the net
7,11,00:34:57,6,1,CHEN Yufei,smash,goes out of bounds,opponent goes out of bounds
8,3,00:35:21,7,1,An Se Young,return net,hits the net,opponent hits the net
9,9,00:35:45,8,1,An Se Young,wrist smash,opponent wins by landing,wins by landing
10,23,00:36:48,9,1,An Se Young,clear,landing judgment error,opponent landing judgment error
11,5,00:37:16,10,1,An Se Young,smash,landing judgment error,opponent landing judgment error
12,30,00:38:04,11,1,An Se Young,drop,goes out of bounds,opponent goes out of bounds
13,3,00:39:42,12,1,An Se Young,smash,opponent wins by landing,wins by landing
14,11,00:40:06,12,2,CHEN Yufei,return net,hits the net,opponent hits the net
15,6,00:40:53,12,3,CHEN Yufei,rush,goes out of bounds,opponent goes out of bounds
16,9,00:41:35,13,3,An Se Young,return net,fails to clear the net,opponent fails to clear the net
17,4,00:42:02,14,3,An Se Young,net shot,hits the net,opponent hits the net
18,10,00:42:24,15,3,An Se Young,return net,fails to clear the net,opponent fails to clear the net
19,9,00:42:51,16,3,An Se Young,drop,opponent wins by landing,wins by landing
20,13,00:43:23,16,4,CHEN Yufei,drop,fails to clear the net,opponent fails to clear the net
21,31,00:44:18,17,4,An Se Young,lob,goes out of bounds,opponent goes out of bounds
22,10,00:44:51,18,4,An Se Young,lob,hits the net,opponent hits the net
25,8,00:46:03,20,5,An Se Young,smash,opponent wins by landing,wins by landing
26,12,00:46:33,21,5,An Se Young,net shot,hits the net,opponent hits the net
