rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,4,00:41:11,0,1,LEE Zii Jia,smash,goes out of bounds,opponent goes out of bounds
2,8,00:41:31,0,2,LEE Zii Jia,clear,goes out of bounds,opponent goes out of bounds
3,11,00:41:53,1,2,Anthony Sinisuka GINTING,clear,goes out of bounds,opponent goes out of bounds
4,8,00:42:24,1,3,LEE Zii Jia,smash,opponent wins by landing,wins by landing
5,5,00:42:45,1,4,LEE Zii Jia,wrist smash,opponent wins by landing,wins by landing
6,8,00:43:08,2,4,Anthony Sinisuka GINTING,return net,opponent wins by landing,wins by landing
7,4,00:43:36,3,4,Anthony Sinisuka GINTING,push,goes out of bounds,opponent goes out of bounds
8,8,00:43:57,3,5,LEE Zii Jia,smash,opponent wins by landing,wins by landing
9,7,00:44:25,3,6,LEE Zii Jia,wrist smash,opponent wins by landing,wins by landing
10,16,00:44:57,4,6,Anthony Sinisuka GINTING,rush,opponent wins by landing,wins by landing
11,6,00:45:18,4,7,LEE Zii Jia,wrist smash,opponent wins by landing,wins by landing
12,14,00:45:49,4,8,LEE Zii Jia,drop,fails to clear the net,opponent fails to clear the net
13,2,00:46:07,4,9,LEE Zii Jia,push,goes out of bounds,opponent goes out of bounds
14,31,00:46:48,5,9,Anthony Sinisuka GINTING,push,goes out of bounds,opponent goes out of bounds
15,6,00:47:46,6,9,Anthony Sinisuka GINTING,lob,goes out of bounds,opponent goes out of bounds
16,13,00:48:11,6,10,LEE Zii Jia,back-court drive,goes out of bounds,opponent goes out of bounds
17,11,00:48:37,7,10,Anthony Sinisuka GINTING,lob,goes out of bounds,opponent goes out of bounds
18,6,00:49:01,8,10,Anthony Sinisuka GINTING,back-court drive,goes out of bounds,opponent goes out of bounds
19,6,00:49:32,8,11,LEE Zii Jia,smash,opponent wins by landing,wins by landing
20,7,00:50:45,9,11,Anthony Sinisuka GINTING,defensive return drive,goes out of bounds,opponent goes out of bounds
21,5,00:51:16,10,11,Anthony Sinisuka GINTING,smash,opponent wins by landing,wins by landing
22,7,00:51:34,10,12,LEE Zii Jia,drop,hits the net,opponent hits the net
23,7,00:51:55,11,12,Anthony Sinisuka GINTING,push,goes out of bounds,opponent goes out of bounds
24,14,00:52:25,12,12,Anthony Sinisuka GINTING,return net,fails to clear the net,opponent fails to clear the net
25,4,00:52:52,13,12,Anthony Sinisuka GINTING,wrist smash,hits the net,opponent hits the net
26,4,00:53:12,14,12,Anthony Sinisuka GINTING,smash,goes out of bounds,opponent goes out of bounds
27,8,00:54:01,15,12,Anthony Sinisuka GINTING,return net,fails to clear the net,opponent fails to clear the net
28,12,00:54:26,16,12,Anthony Sinisuka GINTING,drop,hits the net,opponent hits the net
29,4,00:54:47,17,12,Anthony Sinisuka GINTING,drive,goes out of bounds,opponent goes out of bounds
30,4,00:55:05,17,13,LEE Zii Jia,rush,opponent wins by landing,wins by landing
31,3,00:55:20,18,13,Anthony Sinisuka GINTING,lob,goes out of bounds,opponent goes out of bounds
32,4,00:55:39,19,13,Anthony Sinisuka GINTING,smash,goes out of bounds,opponent goes out of bounds
33,6,00:56:10,20,13,Anthony Sinisuka GINTING,net shot,fails to clear the net,opponent fails to clear the net
34,4,00:56:43,21,13,Anthony Sinisuka GINTING,return net,fails to clear the net,opponent fails to clear the net
