rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,3,00:06:35,1,0,Anthony Sinisuka GINTING,lob,goes out of bounds,opponent goes out of bounds
2,11,00:06:59,1,1,LEE Zii Jia,return net,hits the net,opponent hits the net
3,3,00:07:15,2,1,Anthony Sinisuka GINTING,wrist smash,fails to clear the net,opponent fails to clear the net
4,11,00:07:35,3,1,Anthony Sinisuka GINTING,lob,opponent wins by landing,wins by landing
5,16,00:08:05,4,1,Anthony Sinisuka GINTING,wrist smash,goes out of bounds,opponent goes out of bounds
6,7,00:08:24,4,2,LEE Zii Jia,net shot,fails to clear the net,opponent fails to clear the net
7,19,00:09:04,5,2,Anthony Sinisuka GINTING,drop,hits the net,opponent hits the net
8,4,00:09:25,5,3,LEE Zii Jia,smash,opponent wins by landing,wins by landing
9,9,00:09:48,6,3,Anthony Sinisuka GINTING,return net,hits the net,opponent hits the net
10,5,00:10:06,7,3,Anthony Sinisuka GINTING,drop,opponent wins by landing,wins by landing
11,10,00:10:31,7,4,LEE Zii Jia,rush,opponent wins by landing,wins by landing
12,6,00:10:53,7,5,LEE Zii Jia,smash,goes out of bounds,opponent goes out of bounds
13,8,00:11:19,8,5,Anthony Sinisuka GINTING,rush,opponent wins by landing,wins by landing
15,8,00:12:36,10,5,Anthony Sinisuka GINTING,return net,fails to clear the net,opponent fails to clear the net
16,8,00:12:57,11,5,Anthony Sinisuka GINTING,return net,hits the net,opponent hits the net
17,3,00:14:02,12,5,Anthony Sinisuka GINTING,lob,landing judgment error,opponent landing judgment error
18,3,00:14:16,12,6,LEE Zii Jia,net shot,fails to clear the net,opponent fails to clear the net
19,6,00:14:43,13,6,Anthony Sinisuka GINTING,rush,opponent wins by landing,wins by landing
20,3,00:14:58,14,6,Anthony Sinisuka GINTING,net shot,opponent wins by landing,wins by landing
21,7,00:15:16,15,6,Anthony Sinisuka GINTING,smash,opponent wins by landing,wins by landing
22,7,00:15:42,15,7,LEE Zii Jia,return net,hits the net,opponent hits the net
23,11,00:16:07,16,7,Anthony Sinisuka GINTING,net shot,hits the net,opponent hits the net
24,8,00:16:27,17,7,Anthony Sinisuka GINTING,smash,goes out of bounds,opponent goes out of bounds
25,5,00:16:47,17,8,LEE Zii Jia,return net,hits the net,opponent hits the net
26,6,00:17:05,17,9,LEE Zii Jia,smash,goes out of bounds,opponent goes out of bounds
27,3,00:17:20,17,10,LEE Zii Jia,wrist smash,opponent wins by landing,wins by landing
28,3,00:17:42,18,10,Anthony Sinisuka GINTING,push,goes out of bounds,opponent goes out of bounds
29,4,00:17:57,19,10,Anthony Sinisuka GINTING,smash,goes out of bounds,opponent goes out of bounds
30,5,00:18:13,19,11,LEE Zii Jia,return net,landing judgment error,opponent landing judgment error
31,20,00:19:13,20,11,Anthony Sinisuka GINTING,rush,opponent wins by landing,wins by landing
32,11,00:19:46,20,12,LEE Zii Jia,cross-court net shot,fails to clear the net,opponent fails to clear the net
33,5,00:20:06,21,12,Anthony Sinisuka GINTING,net shot,fails to clear the net,opponent fails to clear the net
