inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Jeremy Guthrie,0,3,1,Jacoby Ellsbury,['Jacoby Ellsbury'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jeremy Guthrie,1,1,3,Dustin Pedroia,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],N/A,1,3,2,Kevin Youkilis,['N/A'],['Jacoby Ellsbury'],['N/A'],Stolen Base 2B,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jeremy Guthrie,2,3,2,Kevin Youkilis,['N/A'],['Jacoby Ellsbury'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jeremy Guthrie,3,3,3,David Ortiz,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],John Smoltz,1,3,2,Brian Roberts,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],John Smoltz,1,1,1,Nolan Reimold,['Nolan Reimold'],['N/A'],['N/A'],Hit By Pitch,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],John Smoltz,3,1,2,Adam Jones,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Jeremy Guthrie,0,4,1,Jason Bay,['Jason Bay'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Jeremy Guthrie,0,0,0,Mike Lowell,['Mike Lowell'],['Jason Bay'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Jeremy Guthrie,0,4,1,Jason Varitek,['Jason Varitek'],['Mike Lowell'],['Jason Bay'],Walk,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Jeremy Guthrie,1,2,2,Rocco Baldelli,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
2,top,1,['Jason Bay'],Jeremy Guthrie,2,1,1,Nick Green,['N/A'],['N/A'],['N/A'],Sac Fly,N/A,0,1,1,N/A,N/A
2,top,0,[],Jeremy Guthrie,3,1,1,Jacoby Ellsbury,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],John Smoltz,0,3,2,Nick Markakis,['Nick Markakis'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],John Smoltz,0,2,2,Aubrey Huff,['Aubrey Huff'],['Nick Markakis'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],John Smoltz,2,1,2,Ty Wigginton,['N/A'],['N/A'],['Nick Markakis'],Grounded Into DP,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],John Smoltz,3,1,3,Luke Scott,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Jeremy Guthrie,1,3,1,Dustin Pedroia,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Jeremy Guthrie,1,0,1,Kevin Youkilis,['Kevin Youkilis'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
3,top,2,['Kevin Youkilis'],Jeremy Guthrie,1,3,0,David Ortiz,['N/A'],['N/A'],['N/A'],Home Run,N/A,0,3,2,N/A,N/A
3,top,0,[],Jeremy Guthrie,2,3,1,Jason Bay,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,3,N/A,N/A,N/A
3,top,0,[],Jeremy Guthrie,3,1,0,Mike Lowell,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,3,N/A,N/A,N/A
3,bottom,0,[],John Smoltz,0,1,2,Matt Wieters,['Matt Wieters'],['N/A'],['N/A'],Single,N/A,0,3,N/A,N/A,N/A
3,bottom,0,[],John Smoltz,1,0,0,Cesar Izturis,['N/A'],['Matt Wieters'],['N/A'],Sac Bunt,N/A,0,3,N/A,N/A,N/A
3,bottom,1,['Matt Wieters'],John Smoltz,1,3,2,Brian Roberts,['N/A'],['Brian Roberts'],['N/A'],Single,Error,1,3,N/A,1,Nick Green
3,bottom,2,['Brian Roberts'],John Smoltz,1,1,1,Nolan Reimold,['N/A'],['N/A'],['N/A'],Home Run,N/A,3,3,2,N/A,N/A
3,bottom,0,[],John Smoltz,2,0,2,Adam Jones,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,3,N/A,N/A,N/A
3,bottom,0,[],John Smoltz,3,3,2,Nick Markakis,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,3,N/A,N/A,N/A
4,top,0,[],Jeremy Guthrie,1,1,0,Jason Varitek,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,3,N/A,N/A,N/A
4,top,0,[],Jeremy Guthrie,2,1,3,Rocco Baldelli,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,3,N/A,N/A,N/A
4,top,0,[],Jeremy Guthrie,3,0,1,Nick Green,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,3,N/A,N/A,N/A
4,bottom,0,[],John Smoltz,1,2,2,Aubrey Huff,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,3,N/A,N/A,N/A
4,bottom,0,[],John Smoltz,2,0,1,Ty Wigginton,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,3,N/A,N/A,N/A
4,bottom,0,[],John Smoltz,2,2,2,Luke Scott,['Luke Scott'],['N/A'],['N/A'],Single,N/A,3,3,N/A,N/A,N/A
4,bottom,0,[],John Smoltz,3,1,1,Matt Wieters,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,3,N/A,N/A,N/A
5,top,1,[],Jeremy Guthrie,0,2,1,Jacoby Ellsbury,['N/A'],['N/A'],['N/A'],Home Run,N/A,3,4,1,N/A,N/A
5,top,0,[],Jeremy Guthrie,0,1,2,Dustin Pedroia,['Dustin Pedroia'],['N/A'],['N/A'],Single,N/A,3,4,N/A,N/A,N/A
5,top,0,[],Jeremy Guthrie,1,2,2,Kevin Youkilis,['Kevin Youkilis'],['N/A'],['N/A'],Single,N/A,3,4,N/A,N/A,N/A
5,top,0,[],Jeremy Guthrie,2,1,1,David Ortiz,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,4,N/A,N/A,N/A
5,top,0,[],Jeremy Guthrie,3,0,0,Jason Bay,['N/A'],['N/A'],['N/A'],Pop Out,N/A,3,4,N/A,N/A,N/A
5,bottom,0,[],John Smoltz,1,0,1,Cesar Izturis,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,4,N/A,N/A,N/A
5,bottom,0,[],John Smoltz,2,0,0,Brian Roberts,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,4,N/A,N/A,N/A
5,bottom,0,[],John Smoltz,3,2,3,Nolan Reimold,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,4,N/A,N/A,N/A
6,top,0,[],Jeremy Guthrie,1,0,1,Mike Lowell,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,4,N/A,N/A,N/A
6,top,0,[],Jeremy Guthrie,2,3,1,Jason Varitek,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,4,N/A,N/A,N/A
6,top,0,[],Jeremy Guthrie,3,0,1,Rocco Baldelli,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,4,N/A,N/A,N/A
6,bottom,0,[],John Smoltz,1,0,0,Adam Jones,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,4,N/A,N/A,N/A
6,bottom,0,[],John Smoltz,1,0,0,Nick Markakis,['Nick Markakis'],['N/A'],['N/A'],Single,N/A,3,4,N/A,N/A,N/A
6,bottom,2,['Nick Markakis'],John Smoltz,1,0,0,Aubrey Huff,['N/A'],['N/A'],['N/A'],Home Run,N/A,5,4,2,N/A,N/A
6,bottom,0,[],John Smoltz,2,0,2,Ty Wigginton,['N/A'],['N/A'],['N/A'],Groundout,N/A,5,4,N/A,N/A,N/A
6,bottom,0,[],John Smoltz,3,1,0,Luke Scott,['N/A'],['N/A'],['N/A'],Flyout,N/A,5,4,N/A,N/A,N/A
7,top,0,[],Jeremy Guthrie,1,0,0,Nick Green,['N/A'],['N/A'],['N/A'],Groundout,N/A,5,4,N/A,N/A,N/A
7,top,0,[],Jeremy Guthrie,1,3,2,Jacoby Ellsbury,['Jacoby Ellsbury'],['N/A'],['N/A'],Single,N/A,5,4,N/A,N/A,N/A
7,top,0,[],Jeremy Guthrie,2,1,3,Dustin Pedroia,['N/A'],['N/A'],['N/A'],Strikeout,N/A,5,4,N/A,N/A,N/A
