p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Lackey,,,,,,,,,,John Lackey,,,,,,,,,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
1,Rondon,2,0,2,P,0,4,0,0,0,Hector Rondon,2,,.000,3,.000,4,8,0,Hector,0,0,,0,0,0,,0,.000,7,904,,0,20,,0,4.54,0,0,0,4,18,0,0,0,0,0,Cubs,0,.000,0,.000
,Jay,,,,,,,,,,Jon Jay,,,,,,,,,Jon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Zobrist,,0,,2B,1,,0,0,5,Ben Zobrist,,1,1.000,,.222,,,2,Ben,,,,,1,,,0,.691,,200,,0,,,1,,1,,3,,,0,1,0,0,0,Cubs,1,.380,0,.311
,Davis,,,,,,,,,,Wade Davis,,,,,,,,,Wade,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Lester,,,,,,,,,,Jon Lester,,,,,,,,,Jon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
7,Arrieta,5,0,0,P,0,23,0,0,2,Jake Arrieta,9,1,1.000,0,.159,2,66,0,Jake,0,6,,1,0,6,,0,.432,0,900,,0,60,,1,4.11,0,18,1,2,97,0,0,0,0,0,Cubs,0,.273,0,.159
2,Strop,0,0,1,P,0,4,0,0,0,Pedro Strop,3,,1.000,2,.000,0,9,0,Pedro,0,1,,0,1,1,,0,.000,13,902,,0,45,,0,2.72,0,3,0,0,22,0,0,0,0,0,Cubs,0,.000,0,.000
,Anderson,,,,,,,,,,Brett Anderson,,,,,,,,,Brett,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Duensing,,,,,,,,,,Brian Duensing,,,,,,,,,Brian,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Uehara,,,,,,,,,,Koji Uehara,,,,,,,,,Koji,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Quintana,,,,,,,,,,Jose Quintana,,,,,,,,,Jose,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
0,Grimm,3,0,3,P,0,11,0,0,0,Justin Grimm,1,,.000,1,.000,2,23,0,Justin,0,2,,0,0,2,,0,.000,3,905,,0,36,,0,5.40,0,6,0,2,43,0,0,0,0,0,Cubs,0,.000,0,.000
,Heyward,,0,,RF,1,,0,0,5,Jason Heyward,,3,1.000,,.268,,,5,Jason,,,,,2,,,0,.736,,100,,0,,,0,,0,,1,,,0,1,0,0,0,Cubs,0,.410,0,.326
,Rizzo,,0,,1B,1,,0,0,4,Anthony Rizzo,,1,1.000,,.254,,,2,Anthony,,,,,9,,,0,.884,,300,,0,,,2,,0,,1,,,0,0,1,0,1,Cubs,0,.507,0,.377
,Montgomery,,,,,,,,,,Mike Montgomery,,,,,,,,,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Almora,,0,,PH,1,,0,0,0,Albert Almora,,,.000,,.278,,,0,Albert,,,,,0,,,0,.738,,301,,0,,,0,,0,,0,,,0,0,0,0,1,Cubs,0,.400,1,.338
,Contreras,,0,,C,1,,0,0,5,Willson Contreras,,4,1.000,,.272,,,5,Willson,,,,,8,,,0,.826,,400,,0,,,1,,0,,1,,,1,1,0,0,2,Cubs,0,.489,0,.337
,Bryant,,,,,,,,,,Kris Bryant,,,,,,,,,Kris,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Baez,,0,,3B,1,,0,0,4,Javier Baez,,2,1.000,,.274,,,3,Javier,,,,,1,,,0,.792,,800,,0,,,2,,0,,1,,,0,1,1,0,0,Cubs,0,.481,0,.311
,La Stella,,0,,PH,0,,0,0,0,Tommy La Stella,,,.000,,.298,,,0,Tommy,,,,,0,,,1,.923,,901,,0,,,0,,0,,0,,,0,0,0,0,0,Cubs,0,.509,0,.414
,Caratini,,0,,PH,0,,0,0,1,Victor Caratini,,,.000,,.176,,,1,Victor,,,,,0,,,0,.557,,906,,0,,,0,,0,,0,,,0,0,1,0,0,Cubs,0,.294,0,.263
2,Edwards,1,0,2,P,0,3,0,0,0,Carl Edwards,3,,.000,1,.000,3,7,0,Carl,0,0,,0,0,0,,0,.000,13,903,true,0,25,,0,2.82,0,0,0,3,16,0,0,0,0,0,Cubs,0,.000,0,.000
,Russell,,0,,SS,2,,0,0,4,Addison Russell,,,1.000,,.240,,,2,Addison,,,,,0,,,0,.723,,700,,0,,,2,,0,,1,,,0,0,1,0,0,Cubs,0,.417,0,.306
,Schwarber,,0,,LF,0,,0,0,4,Kyle Schwarber,,1,1.000,,.181,,,1,Kyle,,,,,2,,,0,.700,,500,,0,,,0,,0,,2,,,0,0,1,0,0,Cubs,0,.398,0,.302
,Happ,,0,,CF,0,,0,0,4,Ian Happ,,2,1.000,,.258,,,1,Ian,,,,,3,,,0,.845,,600,,0,,,0,,0,,1,,,0,0,1,0,0,Cubs,0,.522,0,.323
,Wainwright,,,,,,,,,,Adam Wainwright,,,,,,,,,Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Molina,,,,,,,,,,Yadier Molina,,,,,,,,,Yadier,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
