rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,13,00:29:40,0,1,PUSARLA V. Sindhu,lob,goes out of bounds,opponent goes out of bounds
2,7,00:30:03,0,2,PUSARLA V. Sindhu,smash,opponent wins by landing,wins by landing
3,13,00:30:38,0,3,PUSARLA V. Sindhu,rush,opponent wins by landing,wins by landing
4,19,00:31:17,1,3,An Se Young,lob,goes out of bounds,opponent goes out of bounds
5,4,00:31:42,2,3,An Se Young,smash,goes out of bounds,opponent goes out of bounds
6,12,00:32:09,3,3,An Se Young,net shot,goes out of bounds,opponent goes out of bounds
7,11,00:32:37,4,3,An Se Young,lob,landing judgment error,opponent landing judgment error
8,32,00:33:29,5,3,An Se Young,lob,fails to clear the net,opponent fails to clear the net
9,11,00:34:14,5,4,PUSARLA V. Sindhu,smash,goes out of bounds,opponent goes out of bounds
10,10,00:34:49,5,5,PUSARLA V. Sindhu,net shot,fails to clear the net,opponent fails to clear the net
11,9,00:35:37,5,6,PUSARLA V. Sindhu,rush,opponent wins by landing,wins by landing
12,6,00:36:04,6,6,An Se Young,wrist smash,opponent wins by landing,wins by landing
13,7,00:36:28,6,7,PUSARLA V. Sindhu,net shot,goes out of bounds,opponent goes out of bounds
14,21,00:37:03,7,7,An Se Young,drive,fails to clear the net,opponent fails to clear the net
15,6,00:37:34,8,7,An Se Young,return net,fails to clear the net,opponent fails to clear the net
16,11,00:38:02,8,8,PUSARLA V. Sindhu,lob,goes out of bounds,opponent goes out of bounds
17,7,00:39:07,9,8,An Se Young,clear,goes out of bounds,opponent goes out of bounds
18,4,00:39:22,9,9,PUSARLA V. Sindhu,rush,opponent wins by landing,wins by landing
19,30,00:40:07,10,9,An Se Young,rush,opponent wins by landing,wins by landing
20,30,00:41:34,11,9,An Se Young,smash,hits the net,opponent hits the net
21,3,00:42:56,12,9,An Se Young,wrist smash,opponent wins by landing,wins by landing
22,15,00:43:23,13,9,An Se Young,rush,opponent wins by landing,wins by landing
23,32,00:44:20,13,10,PUSARLA V. Sindhu,wrist smash,opponent wins by landing,wins by landing
24,15,00:45:10,14,10,An Se Young,net shot,hits the net,opponent hits the net
25,7,00:45:38,14,11,PUSARLA V. Sindhu,lob,goes out of bounds,opponent goes out of bounds
26,6,00:46:08,14,12,PUSARLA V. Sindhu,drop,hits the net,opponent hits the net
27,18,00:46:47,14,13,PUSARLA V. Sindhu,clear,goes out of bounds,opponent goes out of bounds
28,13,00:47:30,15,13,An Se Young,lob,hits the net,opponent hits the net
29,20,00:48:15,16,13,An Se Young,return net,fails to clear the net,opponent fails to clear the net
30,1,00:48:50,16,14,PUSARLA V. Sindhu,short service,goes out of bounds,opponent goes out of bounds
31,10,00:49:16,17,14,An Se Young,wrist smash,opponent wins by landing,wins by landing
32,16,00:49:57,18,14,An Se Young,wrist smash,fails to clear the net,opponent fails to clear the net
33,23,00:50:37,18,15,PUSARLA V. Sindhu,return net,fails to clear the net,opponent fails to clear the net
34,6,00:51:26,18,16,PUSARLA V. Sindhu,wrist smash,hits the net,opponent hits the net
35,10,00:51:58,18,17,PUSARLA V. Sindhu,push,goes out of bounds,opponent goes out of bounds
36,4,00:52:28,19,17,An Se Young,smash,opponent wins by landing,wins by landing
37,16,00:53:04,20,17,An Se Young,return net,hits the net,opponent hits the net
38,13,00:53:42,21,17,An Se Young,smash,opponent wins by landing,wins by landing
