p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Jackson,,,,,,,,,,Edwin Jackson,,,,,,,,,Edwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Baker,,,,,,,,,,John Baker,,,,,,,,,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Sweeney,,,,,,,,,,Ryan Sweeney,,,,,,,,,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
4,Rondon,0,0,0,P,0,3,0,0,0,Hector Rondon,4,,1.000,4,.000,0,6,0,Hector,26,0,,0,0,1,,0,.000,1,905,,0,53,,1,2.54,0,3,0,0,9,0,0,0,0,0,Cubs,0,.000,0,.000
,Ruggiano,,,,,,,,,,Justin Ruggiano,,,,,,,,,Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Wright,,,,,,,,,,Wesley Wright,,,,,,,,,Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Parker,,,,,,,,,,Blake Parker,,,,,,,,,Blake,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Valaika,,0,,2B,1,,0,0,3,Chris Valaika,,2,1.000,,.224,,,0,Chris,,,,,1,,,0,.614,,700,,0,,,3,,0,,0,,,0,0,0,0,0,Cubs,0,.336,0,.278
,Arrieta,,,,,,,,,,Jake Arrieta,,,,,,,,,Jake,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Villanueva,,,,,,,,,,Carlos Villanueva,,,,,,,,,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Castillo,,0,,C,0,,0,0,5,Welington Castillo,,1,1.000,,.241,,,2,Welington,,,,,6,,,0,.697,,600,,0,,,1,,0,,2,,,1,1,2,0,3,Cubs,0,.397,0,.300
,McDonald,,,,,,,,,,James McDonald,,,,,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Coghlan,,0,,PH-LF,0,,0,0,1,Chris Coghlan,,1,1.000,,.281,,,2,Chris,,,,,2,,,0,.794,,701,,0,,,0,,0,,0,,,0,0,0,0,0,Cubs,0,.446,0,.348
4,Strop,1,0,0,P,0,4,0,0,0,Pedro Strop,2,,.000,4,.000,0,9,0,Pedro,2,1,,0,0,1,,0,.000,18,904,,0,52,,0,2.17,0,3,0,0,13,0,0,0,0,0,Cubs,0,.000,0,.000
,Doubront,,,,,,,,,,Felix Doubront,,,,,,,,,Felix,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Valbuena,,0,,3B,1,,0,0,2,Luis Valbuena,,1,1.000,,.252,,,0,Luis,,,,,0,,,3,.783,,500,,0,,,3,,0,,0,,,0,1,0,0,0,Cubs,0,.441,0,.342
,Wood,,,,,,,,,,Travis Wood,,,,,,,,,Travis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Schlitter,,,,,,,,,,Brian Schlitter,,,,,,,,,Brian,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Fujikawa,,,,,,,,,,Kyuji Fujikawa,,,,,,,,,Kyuji,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Wada,,,,,,,,,,Tsuyoshi Wada,,,,,,,,,Tsuyoshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Kalish,,0,,PH,0,,0,0,1,Ryan Kalish,,,.000,,.241,,,0,Ryan,,,,,0,,,0,.626,,903,,0,,,0,,0,,1,,,0,0,0,0,0,Cubs,0,.336,0,.290
