rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,19,00:35:56,0,1,HE Bingjiao,lob,goes out of bounds,opponent goes out of bounds
2,5,00:36:16,1,1,CHEN Yufei,lob,goes out of bounds,opponent goes out of bounds
3,23,00:36:54,1,2,HE Bingjiao,clear,goes out of bounds,opponent goes out of bounds
4,12,00:37:25,1,3,HE Bingjiao,lob,goes out of bounds,opponent goes out of bounds
5,10,00:38:25,1,4,HE Bingjiao,defensive return lob,goes out of bounds,opponent goes out of bounds
6,31,00:39:21,2,4,CHEN Yufei,return net,hits the net,opponent hits the net
7,15,00:39:59,3,4,CHEN Yufei,wrist smash,opponent wins by landing,wins by landing
8,16,00:40:36,4,4,CHEN Yufei,return net,fails to clear the net,opponent fails to clear the net
9,14,00:41:12,5,4,CHEN Yufei,drop,hits the net,opponent hits the net
10,7,00:41:36,5,5,HE Bingjiao,lob,goes out of bounds,opponent goes out of bounds
11,27,00:42:45,5,6,HE Bingjiao,push,opponent wins by landing,wins by landing
12,20,00:43:33,6,6,CHEN Yufei,smash,opponent wins by landing,wins by landing
13,11,00:44:05,7,6,CHEN Yufei,rush,opponent wins by landing,wins by landing
14,18,00:44:48,8,6,CHEN Yufei,push,goes out of bounds,opponent goes out of bounds
15,11,00:45:20,9,6,CHEN Yufei,unknown,landing judgment error,opponent landing judgment error
16,4,00:45:45,10,6,CHEN Yufei,net shot,hits the net,opponent hits the net
17,11,00:46:12,10,7,HE Bingjiao,net shot,goes out of bounds,opponent goes out of bounds
18,13,00:46:47,11,7,CHEN Yufei,wrist smash,hits the net,opponent hits the net
19,34,00:48:41,12,7,CHEN Yufei,return net,fails to clear the net,opponent fails to clear the net
20,16,00:49:18,13,7,CHEN Yufei,rush,hits the net,opponent hits the net
21,19,00:50:00,13,8,HE Bingjiao,net shot,fails to clear the net,opponent fails to clear the net
22,13,00:50:34,14,8,CHEN Yufei,return net,fails to clear the net,opponent fails to clear the net
23,7,00:51:15,15,8,CHEN Yufei,wrist smash,opponent wins by landing,wins by landing
24,10,00:51:43,16,8,CHEN Yufei,wrist smash,goes out of bounds,opponent goes out of bounds
25,8,00:52:36,17,8,CHEN Yufei,smash,goes out of bounds,opponent goes out of bounds
26,11,00:53:49,17,9,HE Bingjiao,lob,goes out of bounds,opponent goes out of bounds
27,5,00:54:09,18,9,CHEN Yufei,push,goes out of bounds,opponent goes out of bounds
28,12,00:55:02,18,10,HE Bingjiao,clear,landing judgment error,opponent landing judgment error
29,8,00:55:41,18,11,HE Bingjiao,return net,hits the net,opponent hits the net
30,9,00:56:07,18,12,HE Bingjiao,wrist smash,opponent wins by landing,wins by landing
31,40,00:57:12,18,13,HE Bingjiao,rush,goes out of bounds,opponent goes out of bounds
32,31,00:58:35,19,13,CHEN Yufei,net shot,fails to clear the net,opponent fails to clear the net
33,12,00:59:33,19,14,HE Bingjiao,drive,opponent wins by landing,wins by landing
34,29,01:00:30,20,14,CHEN Yufei,wrist smash,goes out of bounds,opponent goes out of bounds
35,23,01:01:36,21,14,CHEN Yufei,defensive return drive,opponent wins by landing,wins by landing
