rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,14,00:06:51,1,0,Kento MOMOTA,net shot,hits the net,opponent hits the net
2,34,00:07:36,2,0,Kento MOMOTA,net shot,fails to clear the net,opponent fails to clear the net
3,5,00:07:58,3,0,Kento MOMOTA,smash,opponent wins by landing,wins by landing
4,4,00:08:25,4,0,Kento MOMOTA,wrist smash,hits the net,opponent hits the net
5,7,00:08:46,4,1,Kunlavut VITIDSARN,net shot,hits the net,opponent hits the net
6,15,00:09:14,5,1,Kento MOMOTA,net shot,fails to clear the net,opponent fails to clear the net
7,23,00:09:54,6,1,Kento MOMOTA,net shot,opponent wins by landing,wins by landing
8,20,00:10:43,6,2,Kunlavut VITIDSARN,smash,opponent wins by landing,wins by landing
9,3,00:11:15,6,3,Kunlavut VITIDSARN,smash,opponent wins by landing,wins by landing
10,15,00:11:52,7,3,Kento MOMOTA,net shot,hits the net,opponent hits the net
11,10,00:12:22,7,4,Kunlavut VITIDSARN,drop,opponent wins by landing,wins by landing
12,11,00:12:58,7,5,Kunlavut VITIDSARN,drive,opponent wins by landing,wins by landing
13,9,00:13:22,8,5,Kento MOMOTA,return net,fails to clear the net,opponent fails to clear the net
14,3,00:13:42,8,6,Kunlavut VITIDSARN,smash,hits the net,opponent hits the net
15,19,00:14:24,9,6,Kento MOMOTA,drop,hits the net,opponent hits the net
16,4,00:14:50,9,7,Kunlavut VITIDSARN,wrist smash,opponent wins by landing,wins by landing
17,15,00:15:23,10,7,Kento MOMOTA,return net,fails to clear the net,opponent fails to clear the net
18,8,00:15:56,11,7,Kento MOMOTA,net shot,hits the net,opponent hits the net
19,8,00:17:21,12,7,Kento MOMOTA,smash,goes out of bounds,opponent goes out of bounds
20,4,00:17:45,12,8,Kunlavut VITIDSARN,net shot,opponent wins by landing,wins by landing
21,4,00:18:03,13,8,Kento MOMOTA,lob,opponent wins by landing,wins by landing
22,13,00:18:57,14,8,Kento MOMOTA,return net,opponent wins by landing,wins by landing
23,7,00:19:22,14,9,Kunlavut VITIDSARN,smash,hits the net,opponent hits the net
24,24,00:20:09,14,10,Kunlavut VITIDSARN,net shot,hits the net,opponent hits the net
25,13,00:21:04,15,10,Kento MOMOTA,net shot,hits the net,opponent hits the net
26,28,00:21:49,16,10,Kento MOMOTA,lob,hits the net,opponent hits the net
27,4,00:22:25,17,10,Kento MOMOTA,lob,hits the net,opponent hits the net
28,10,00:22:50,18,10,Kento MOMOTA,return net,goes out of bounds,opponent goes out of bounds
29,12,00:23:23,19,10,Kento MOMOTA,lob,goes out of bounds,opponent goes out of bounds
30,12,00:24:23,20,10,Kento MOMOTA,return net,fails to clear the net,opponent fails to clear the net
31,3,00:24:42,20,11,Kunlavut VITIDSARN,clear,goes out of bounds,opponent goes out of bounds
32,3,00:24:56,21,11,Kento MOMOTA,clear,goes out of bounds,opponent goes out of bounds
