inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Carlos Rodon,0,4,2,Shane Victorino,['Shane Victorino'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Carlos Rodon,0,0,0,Kole Calhoun,['Kole Calhoun'],['Shane Victorino'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Carlos Rodon,1,3,3,Mike Trout,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Carlos Rodon,2,0,3,Albert Pujols,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Carlos Rodon,3,3,2,Erick Aybar,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Hector Santiago,1,2,3,Adam Eaton,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Hector Santiago,2,0,0,Tyler Saladino,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Hector Santiago,3,1,3,Jose Abreu,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Carlos Rodon,1,1,3,C.J. Cron,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Carlos Rodon,1,2,1,Johnny Giavotella,['N/A'],['Johnny Giavotella'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Carlos Rodon,2,3,3,Chris Iannetta,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Carlos Rodon,3,1,0,Taylor Featherston,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Hector Santiago,1,3,1,Melky Cabrera,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Hector Santiago,2,0,3,Avisail Garcia,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Hector Santiago,3,2,2,Alexei Ramirez,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Carlos Rodon,1,1,1,Shane Victorino,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Carlos Rodon,2,2,3,Kole Calhoun,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Carlos Rodon,3,1,3,Mike Trout,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Hector Santiago,1,0,2,Yolmer Sanchez,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Hector Santiago,2,2,2,Tyler Flowers,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Hector Santiago,3,3,1,Trayce Thompson,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
4,top,0,[],Carlos Rodon,1,3,2,Albert Pujols,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
4,top,0,[],Carlos Rodon,2,1,0,Erick Aybar,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
4,top,0,[],Carlos Rodon,2,3,1,C.J. Cron,['C.J. Cron'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
4,top,0,[],Carlos Rodon,3,0,3,Johnny Giavotella,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
4,bottom,0,[],Hector Santiago,1,0,0,Adam Eaton,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
4,bottom,0,[],Hector Santiago,1,2,2,Tyler Saladino,['Tyler Saladino'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
4,bottom,0,[],N/A,1,1,1,Jose Abreu,['N/A'],['Tyler Saladino'],['N/A'],Stolen Base 2B,N/A,0,0,N/A,N/A,N/A
4,bottom,0,[],Hector Santiago,1,2,2,Jose Abreu,['Jose Abreu'],['Tyler Saladino'],['N/A'],Hit By Pitch,N/A,0,0,N/A,N/A,N/A
4,bottom,2,"['Tyler Saladino', 'Jose Abreu']",Hector Santiago,1,1,2,Melky Cabrera,['N/A'],['Melky Cabrera'],['N/A'],Double,N/A,2,0,2,N/A,N/A
4,bottom,0,[],Hector Santiago,2,0,1,Avisail Garcia,['N/A'],['N/A'],['Melky Cabrera'],Flyout,N/A,2,0,N/A,N/A,N/A
4,bottom,0,[],Hector Santiago,3,3,0,Alexei Ramirez,['N/A'],['N/A'],['N/A'],Flyout,N/A,2,0,N/A,N/A,N/A
5,top,0,[],Carlos Rodon,1,1,3,Chris Iannetta,['N/A'],['N/A'],['N/A'],Strikeout,N/A,2,0,N/A,N/A,N/A
5,top,0,[],Carlos Rodon,2,2,0,Taylor Featherston,['N/A'],['N/A'],['N/A'],Groundout,N/A,2,0,N/A,N/A,N/A
5,top,0,[],Carlos Rodon,3,3,3,Shane Victorino,['N/A'],['N/A'],['N/A'],Strikeout,N/A,2,0,N/A,N/A,N/A
5,bottom,0,[],Hector Santiago,1,1,1,Yolmer Sanchez,['N/A'],['N/A'],['N/A'],Pop Out,N/A,2,0,N/A,N/A,N/A
5,bottom,0,[],Hector Santiago,2,1,1,Tyler Flowers,['N/A'],['N/A'],['N/A'],Groundout,N/A,2,0,N/A,N/A,N/A
5,bottom,1,[],Hector Santiago,2,2,1,Trayce Thompson,['N/A'],['N/A'],['N/A'],Home Run,N/A,3,0,1,N/A,N/A
5,bottom,0,[],Hector Santiago,2,2,2,Adam Eaton,['Adam Eaton'],['N/A'],['N/A'],Single,N/A,3,0,N/A,N/A,N/A
5,bottom,0,[],Hector Santiago,3,1,0,Tyler Saladino,['N/A'],['Adam Eaton'],['N/A'],Flyout,N/A,3,0,N/A,N/A,N/A
6,top,0,[],Carlos Rodon,1,0,1,Kole Calhoun,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
6,top,0,[],Carlos Rodon,2,0,0,Mike Trout,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
6,top,0,[],Carlos Rodon,3,2,3,Albert Pujols,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
6,bottom,0,[],Hector Santiago,0,4,1,Jose Abreu,['Jose Abreu'],['N/A'],['N/A'],Walk,N/A,3,0,N/A,N/A,N/A
6,bottom,0,[],Hector Santiago,1,1,3,Melky Cabrera,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
6,bottom,0,[],Cory Rasmus,2,2,2,Avisail Garcia,['Avisail Garcia'],['N/A'],['N/A'],Forceout,N/A,3,0,N/A,N/A,N/A
6,bottom,0,[],Cory Rasmus,3,0,1,Alexei Ramirez,['N/A'],['N/A'],['N/A'],Runner Out,N/A,3,0,N/A,N/A,N/A
7,top,0,[],Carlos Rodon,1,1,2,Erick Aybar,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
7,top,0,[],Carlos Rodon,1,1,1,C.J. Cron,['C.J. Cron'],['N/A'],['N/A'],Single,N/A,3,0,N/A,N/A,N/A
7,top,0,[],Carlos Rodon,2,2,1,Johnny Giavotella,['N/A'],['C.J. Cron'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
7,top,0,[],Carlos Rodon,3,1,3,Chris Iannetta,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
7,bottom,0,[],Cory Rasmus,1,0,1,Alexei Ramirez,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,0,N/A,N/A,N/A
7,bottom,0,[],Cory Rasmus,2,3,3,Yolmer Sanchez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
7,bottom,0,[],Cory Rasmus,3,3,2,Tyler Flowers,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,0,N/A,N/A,N/A
8,top,0,[],Zach Duke,1,2,3,Taylor Featherston,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
8,top,0,[],Zach Duke,1,0,2,Shane Victorino,['Shane Victorino'],['N/A'],['N/A'],Single,N/A,3,0,N/A,N/A,N/A
8,top,0,[],Zach Duke,1,4,2,Kole Calhoun,['Kole Calhoun'],['Shane Victorino'],['N/A'],Walk,N/A,3,0,N/A,N/A,N/A
8,top,0,[],Jake Petricka,1,1,1,Mike Trout,['Mike Trout'],['Kole Calhoun'],['Shane Victorino'],Field Error,N/A,3,0,N/A,N/A,Alexei Ramirez
8,top,0,[],Jake Petricka,3,1,2,Albert Pujols,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,3,0,N/A,N/A,N/A
8,bottom,0,[],Cory Rasmus,0,4,2,Trayce Thompson,['Trayce Thompson'],['N/A'],['N/A'],Walk,N/A,3,0,N/A,N/A,N/A
8,bottom,0,[],Cory Rasmus,1,2,3,Adam Eaton,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
8,bottom,0,[],Cory Rasmus,2,1,3,Tyler Saladino,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
8,bottom,0,[],Cory Rasmus,3,2,2,Jose Abreu,['N/A'],['N/A'],['N/A'],Forceout,N/A,3,0,N/A,N/A,N/A
9,top,0,[],David Robertson,1,1,3,Erick Aybar,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
9,top,0,[],David Robertson,2,1,1,C.J. Cron,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
9,top,0,[],David Robertson,3,2,1,Johnny Giavotella,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
