rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,12,00:34:32,1,0,HE Bingjiao,return net,hits the net,opponent hits the net
2,9,00:34:57,1,1,CHEN Yufei,back-court drive,goes out of bounds,opponent goes out of bounds
3,5,00:35:17,2,1,HE Bingjiao,return net,hits the net,opponent hits the net
4,9,00:35:43,2,2,CHEN Yufei,return net,hits the net,opponent hits the net
5,22,00:36:39,2,3,CHEN Yufei,lob,goes out of bounds,opponent goes out of bounds
6,3,00:37:00,2,4,CHEN Yufei,lob,landing judgment error,opponent landing judgment error
7,22,00:37:49,2,5,CHEN Yufei,lob,goes out of bounds,opponent goes out of bounds
9,5,00:38:39,2,7,CHEN Yufei,smash,opponent wins by landing,wins by landing
10,6,00:39:12,2,8,CHEN Yufei,lob,goes out of bounds,opponent goes out of bounds
11,30,00:39:53,2,9,CHEN Yufei,return net,goes out of bounds,opponent goes out of bounds
12,7,00:40:35,3,9,HE Bingjiao,clear,goes out of bounds,opponent goes out of bounds
13,4,00:40:58,3,10,CHEN Yufei,rush,opponent wins by landing,wins by landing
14,9,00:41:23,3,11,CHEN Yufei,rush,opponent wins by landing,wins by landing
15,4,00:42:30,4,11,HE Bingjiao,smash,opponent wins by landing,wins by landing
16,8,00:43:00,5,11,HE Bingjiao,return net,goes out of bounds,opponent goes out of bounds
17,7,00:43:21,6,11,HE Bingjiao,wrist smash,opponent wins by landing,wins by landing
18,40,00:44:26,7,11,HE Bingjiao,defensive return lob,goes out of bounds,opponent goes out of bounds
19,9,00:45:06,8,11,HE Bingjiao,rush,opponent wins by landing,wins by landing
20,11,00:45:45,8,12,CHEN Yufei,push,goes out of bounds,opponent goes out of bounds
21,5,00:46:13,8,13,CHEN Yufei,lob,opponent wins by landing,wins by landing
22,5,00:46:33,9,13,HE Bingjiao,return net,fails to clear the net,opponent fails to clear the net
23,4,00:46:59,9,14,CHEN Yufei,rush,opponent wins by landing,wins by landing
24,5,00:47:26,9,15,CHEN Yufei,wrist smash,opponent wins by landing,wins by landing
26,5,00:48:28,10,16,HE Bingjiao,lob,goes out of bounds,opponent goes out of bounds
27,5,00:48:47,11,16,HE Bingjiao,rush,opponent wins by landing,wins by landing
28,13,00:49:26,11,17,CHEN Yufei,drop,hits the net,opponent hits the net
29,7,00:49:53,11,18,CHEN Yufei,wrist smash,opponent wins by landing,wins by landing
30,2,00:50:14,11,19,CHEN Yufei,lob,goes out of bounds,opponent goes out of bounds
31,5,00:50:30,11,20,CHEN Yufei,rush,opponent wins by landing,wins by landing
32,3,00:50:47,12,20,HE Bingjiao,clear,goes out of bounds,opponent goes out of bounds
33,3,00:51:04,12,21,CHEN Yufei,net shot,fails to clear the net,opponent fails to clear the net
