rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,12,00:32:51,0,1,LEE Cheuk Yiu,cross-court net shot,opponent wins by landing,wins by landing
2,27,00:33:30,1,1,NG Ka Long Angus,cross-court net shot,hits the net,opponent hits the net
3,46,00:34:41,2,1,NG Ka Long Angus,rush,hits the net,opponent hits the net
4,10,00:35:56,3,1,NG Ka Long Angus,return net,fails to clear the net,opponent fails to clear the net
5,10,00:36:20,4,1,NG Ka Long Angus,return net,fails to clear the net,opponent fails to clear the net
6,5,00:36:43,4,2,LEE Cheuk Yiu,net shot,fails to clear the net,opponent fails to clear the net
7,3,00:37:01,5,2,NG Ka Long Angus,smash,goes out of bounds,opponent goes out of bounds
8,15,00:37:30,5,3,LEE Cheuk Yiu,return net,fails to clear the net,opponent fails to clear the net
9,17,00:38:08,6,3,NG Ka Long Angus,smash,hits the net,opponent hits the net
10,14,00:38:40,7,3,NG Ka Long Angus,back-court drive,fails to clear the net,opponent fails to clear the net
12,3,00:39:34,8,4,NG Ka Long Angus,drive,goes out of bounds,opponent goes out of bounds
13,24,00:40:12,8,5,LEE Cheuk Yiu,smash,opponent wins by landing,wins by landing
14,9,00:40:49,9,5,NG Ka Long Angus,drive,goes out of bounds,opponent goes out of bounds
15,20,00:41:24,10,5,NG Ka Long Angus,drop,goes out of bounds,opponent goes out of bounds
16,1,00:42:00,10,6,LEE Cheuk Yiu,short service,goes out of bounds,opponent goes out of bounds
17,12,00:42:35,11,6,NG Ka Long Angus,return net,opponent wins by landing,wins by landing
18,5,00:43:47,11,7,LEE Cheuk Yiu,clear,goes out of bounds,opponent goes out of bounds
19,12,00:44:14,12,7,NG Ka Long Angus,smash,opponent wins by landing,wins by landing
20,4,00:44:38,13,7,NG Ka Long Angus,smash,goes out of bounds,opponent goes out of bounds
21,14,00:45:36,14,7,NG Ka Long Angus,drop,goes out of bounds,opponent goes out of bounds
22,6,00:45:54,14,8,LEE Cheuk Yiu,smash,opponent wins by landing,wins by landing
23,15,00:46:31,14,9,LEE Cheuk Yiu,smash,opponent wins by landing,wins by landing
24,6,00:46:53,15,9,NG Ka Long Angus,push,opponent wins by landing,wins by landing
25,7,00:47:36,15,10,LEE Cheuk Yiu,smash,hits the net,opponent hits the net
26,4,00:48:04,15,11,LEE Cheuk Yiu,driven flight,hits the net,opponent hits the net
27,33,00:48:48,16,11,NG Ka Long Angus,defensive return drive,hits the net,opponent hits the net
28,2,00:49:15,17,11,NG Ka Long Angus,clear,goes out of bounds,opponent goes out of bounds
29,4,00:49:34,18,11,NG Ka Long Angus,unknown,goes out of bounds,opponent goes out of bounds
30,4,00:49:51,19,11,NG Ka Long Angus,smash,hits the net,opponent hits the net
31,3,00:50:08,19,12,LEE Cheuk Yiu,net shot,goes out of bounds,opponent goes out of bounds
32,3,00:50:27,20,12,NG Ka Long Angus,smash,goes out of bounds,opponent goes out of bounds
33,6,00:50:42,21,12,NG Ka Long Angus,rush,hits the net,opponent hits the net
