p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Chavez,,,,,,,,,,Eric Chavez,,,,,,,,,Eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,,,,
,Bowers,,,,,,,,,,Cedrick Bowers,,,,,,,,,Cedrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,,,,
,Sheets,,,,,,,,,,Ben Sheets,,,,,,,,,Ben,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,,,,
,Cust,,0,,DH,0,,0,0,2,Jack Cust,,,.000,,.333,,,0,Jack,,,,,0,,,1,.773,,600,,0,,,0,,0,,1,,,0,0,1,0,0,Athletics,0,.333,0,.440
,Duchscherer,,,,,,,,,,Justin Duchscherer,,,,,,,,,Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,,,,
,Ellis,,,,,,,,,,Mark Ellis,,,,,,,,,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,,,,
,Gross,,,,,,,,,,Gabe Gross,,,,,,,,,Gabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,,,,
,Crisp,,0,,CF,2,,1,0,3,Coco Crisp,,,1.000,,.667,,,0,Coco,,,,,1,,,0,1.500,,100,,0,,,0,,1,,2,,,0,0,0,0,2,Athletics,0,1.000,1,.500
,Wuertz,,,,,,,,,,Michael Wuertz,,,,,,,,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,,,,
,Davis,,0,,LF,2,,0,0,2,Rajai Davis,,,1.000,,.246,,,0,Rajai,,,,,3,,,0,.590,,900,,0,,,0,,1,,1,,,0,1,0,0,3,Athletics,1,.310,1,.280
,Sweeney,,0,,RF,0,,0,0,4,Ryan Sweeney,,2,1.000,,.299,,,0,Ryan,,,,,3,,,0,.722,,300,,0,,,0,,0,,1,,,0,0,1,0,1,Athletics,0,.377,0,.345
,Barton,,0,,1B,2,,0,0,4,Daric Barton,,,1.000,,.276,,,1,Daric,,,,,13,,,0,.803,,200,,0,,,0,,1,,1,,,0,1,1,0,0,Athletics,0,.414,0,.389
,Suzuki,,0,,C,1,,0,1,3,Kurt Suzuki,,2,1.000,,.259,,,1,Kurt,,,,,5,,,0,.805,,400,,0,,,0,,0,,1,,,0,0,0,0,0,Athletics,0,.457,0,.348
1,Breslow,0,0,0,P,0,3,0,0,0,Craig Breslow,1,,.000,0,.000,0,9,0,Craig,0,0,,0,0,1,,0,.000,0,,,0,53,,0,2.65,0,3,0,0,13,0,0,0,0,0,Athletics,0,.000,0,.000
,Fox,,,,,,,,,,Jake Fox,,,,,,,,,Jake,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,,,,
2,Ziegler,2,0,0,P,0,6,0,0,0,Brad Ziegler,1,,1.000,1,.000,0,13,0,Brad,0,0,,0,0,1,1/3,0,.000,6,,,0,50,,1,2.75,0,4,0,0,22,0,0,0,0,0,Athletics,0,.000,0,.000
,Kouzmanoff,,0,,3B,2,,0,0,4,Kevin Kouzmanoff,,2,1.000,,.257,,,1,Kevin,,,,,0,,,0,.637,,500,,0,,,3,,0,,1,,,0,0,0,0,0,Athletics,0,.353,0,.284
,Patterson,,0,,PR-DH,0,,0,0,1,Eric Patterson,,,.000,,.219,,,2,Eric,,,,,0,,,0,.762,,601,,0,,,0,,0,,0,,,0,0,1,0,0,Athletics,0,.493,0,.269
,Bailey,,,,,,,,,,Andrew Bailey,,,,,,,,,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,,,,
,Devine,,,,,,,,,,Joey Devine,,,,,,,,,Joey,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,,,,
,Buck,,,,,,,,,,Travis Buck,,,,,,,,,Travis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,,,,
