inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Kevin Millwood,1,1,0,Scott Podsednik,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
1,top,0,[],Kevin Millwood,2,1,2,Jason Kendall,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
1,top,0,[],Kevin Millwood,3,1,1,David DeJesus,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
1,bottom,0,[],Zack Greinke,1,0,3,Corey Patterson,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
1,bottom,0,[],Zack Greinke,2,0,1,Ty Wigginton,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
1,bottom,0,[],Zack Greinke,2,2,1,Nick Markakis,['N/A'],['Nick Markakis'],['N/A'],Double,N/A,N/A,N/A,N/A,N/A,N/A
1,bottom,0,[],Zack Greinke,3,2,0,Miguel Tejada,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
2,top,0,[],Kevin Millwood,1,0,3,Billy Butler,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
2,top,0,[],Kevin Millwood,2,1,0,Jose Guillen,['N/A'],['N/A'],['N/A'],Lineout,N/A,N/A,N/A,N/A,N/A,N/A
2,top,0,[],Kevin Millwood,3,1,2,Alberto Callaspo,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
2,bottom,0,[],Zack Greinke,1,1,2,Matt Wieters,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
2,bottom,0,[],Zack Greinke,1,4,2,Luke Scott,['Luke Scott'],['N/A'],['N/A'],Walk,N/A,N/A,N/A,N/A,N/A,N/A
2,bottom,0,[],Zack Greinke,2,0,1,Adam Jones,['N/A'],['Luke Scott'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
2,bottom,0,[],Zack Greinke,3,2,3,Garrett Atkins,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
3,top,0,[],Kevin Millwood,1,3,3,Mitch Maier,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
3,top,0,[],Kevin Millwood,2,1,3,Yuniesky Betancourt,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
3,top,0,[],Kevin Millwood,3,2,3,Chris Getz,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
3,bottom,0,[],Zack Greinke,1,1,1,Julio Lugo,['N/A'],['N/A'],['N/A'],Pop Out,N/A,N/A,N/A,N/A,N/A,N/A
3,bottom,0,[],Zack Greinke,2,2,1,Corey Patterson,['N/A'],['N/A'],['N/A'],Pop Out,N/A,N/A,N/A,N/A,N/A,N/A
3,bottom,0,[],Zack Greinke,3,0,2,Ty Wigginton,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
4,top,0,[],Kevin Millwood,1,1,3,Scott Podsednik,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
4,top,0,[],Kevin Millwood,2,1,1,Jason Kendall,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
4,top,0,[],Kevin Millwood,3,2,1,David DeJesus,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
4,bottom,0,[],Zack Greinke,1,0,1,Nick Markakis,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
4,bottom,0,[],Zack Greinke,2,2,2,Miguel Tejada,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
4,bottom,0,[],Zack Greinke,3,2,3,Matt Wieters,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
5,top,0,[],Kevin Millwood,1,2,3,Billy Butler,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
5,top,0,[],Kevin Millwood,1,1,1,Jose Guillen,['Jose Guillen'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
5,top,0,[],Kevin Millwood,1,2,2,Alberto Callaspo,['Alberto Callaspo'],['N/A'],['Jose Guillen'],Single,N/A,N/A,N/A,N/A,N/A,N/A
5,top,1,['Jose Guillen'],Kevin Millwood,1,1,1,Mitch Maier,['Mitch Maier'],['Alberto Callaspo'],['N/A'],Single,N/A,0,1,1,N/A,N/A
5,top,0,[],Kevin Millwood,2,0,1,Yuniesky Betancourt,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
5,top,1,['Alberto Callaspo'],Kevin Millwood,2,0,0,Chris Getz,['Chris Getz'],['N/A'],['Mitch Maier'],Single,N/A,0,2,1,N/A,N/A
5,top,1,['Mitch Maier'],Kevin Millwood,2,0,1,Scott Podsednik,['Scott Podsednik'],['Chris Getz'],['N/A'],Single,N/A,0,3,1,N/A,N/A
5,top,0,[],Kevin Millwood,3,1,2,Jason Kendall,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
5,bottom,1,[],Zack Greinke,0,2,2,Luke Scott,['N/A'],['N/A'],['N/A'],Home Run,N/A,1,3,1,N/A,N/A
5,bottom,0,[],Zack Greinke,1,3,2,Adam Jones,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
5,bottom,0,[],Zack Greinke,2,2,3,Garrett Atkins,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
5,bottom,0,[],Zack Greinke,3,0,0,Julio Lugo,['N/A'],['N/A'],['N/A'],Bunt Groundout,N/A,N/A,N/A,N/A,N/A,N/A
6,top,0,[],Kevin Millwood,1,2,0,David DeJesus,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
6,top,0,[],Kevin Millwood,2,0,1,Billy Butler,['N/A'],['N/A'],['N/A'],Pop Out,N/A,N/A,N/A,N/A,N/A,N/A
6,top,0,[],Kevin Millwood,3,1,1,Jose Guillen,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
6,bottom,0,[],Zack Greinke,1,3,3,Corey Patterson,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
6,bottom,0,[],Zack Greinke,2,2,3,Ty Wigginton,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
6,bottom,0,[],Zack Greinke,3,1,1,Nick Markakis,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
7,top,0,[],Kevin Millwood,0,3,2,Alberto Callaspo,['Alberto Callaspo'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
7,top,0,[],Kevin Millwood,1,2,2,Mitch Maier,['N/A'],['N/A'],['N/A'],Pop Out,N/A,N/A,N/A,N/A,N/A,N/A
7,top,0,[],Kevin Millwood,1,0,2,Yuniesky Betancourt,['Yuniesky Betancourt'],['Alberto Callaspo'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
7,top,0,[],Kevin Millwood,2,1,3,Chris Getz,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
7,top,0,[],Kevin Millwood,3,2,0,Scott Podsednik,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
7,bottom,0,[],Zack Greinke,1,2,2,Miguel Tejada,['N/A'],['N/A'],['N/A'],Lineout,N/A,N/A,N/A,N/A,N/A,N/A
7,bottom,0,[],Zack Greinke,2,2,2,Matt Wieters,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
7,bottom,1,[],Zack Greinke,2,0,0,Luke Scott,['N/A'],['N/A'],['N/A'],Home Run,N/A,2,3,1,N/A,N/A
7,bottom,0,[],Zack Greinke,2,0,0,Adam Jones,['Adam Jones'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
7,bottom,0,[],Zack Greinke,3,1,2,Garrett Atkins,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
8,top,0,[],Kevin Millwood,0,1,1,Jason Kendall,['Jason Kendall'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
8,top,0,[],Kevin Millwood,1,2,2,David DeJesus,['David DeJesus'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
8,top,0,[],Kevin Millwood,2,1,2,Billy Butler,['Billy Butler'],['N/A'],['N/A'],Forceout,N/A,N/A,N/A,N/A,N/A,N/A
8,top,0,[],Kevin Millwood,2,2,1,Jose Guillen,['N/A'],['Jose Guillen'],['Billy Butler'],Double,N/A,N/A,N/A,N/A,N/A,N/A
8,top,0,[],Kevin Millwood,3,2,1,Alberto Callaspo,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
8,bottom,0,[],Blake Wood,1,0,1,Julio Lugo,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
8,bottom,1,[],Blake Wood,1,0,0,Corey Patterson,['N/A'],['N/A'],['N/A'],Home Run,N/A,3,3,1,N/A,N/A
8,bottom,0,[],Blake Wood,1,1,0,Ty Wigginton,['Ty Wigginton'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
8,bottom,0,[],Blake Wood,2,0,0,Nick Markakis,['N/A'],['N/A'],['N/A'],Lineout,N/A,N/A,N/A,N/A,N/A,N/A
8,bottom,0,[],Blake Wood,3,0,1,Miguel Tejada,['N/A'],['N/A'],['N/A'],Runner Out,N/A,N/A,N/A,N/A,N/A,N/A
9,top,0,[],Will Ohman,1,3,3,Mitch Maier,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
9,top,0,[],Alfredo Simon,2,0,0,Yuniesky Betancourt,['N/A'],['N/A'],['N/A'],Pop Out,N/A,N/A,N/A,N/A,N/A,N/A
9,top,0,[],Alfredo Simon,3,2,2,Chris Getz,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
9,bottom,0,[],Kyle Farnsworth,1,0,0,Miguel Tejada,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
9,bottom,0,[],Kyle Farnsworth,2,3,2,Matt Wieters,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
9,bottom,0,[],Kyle Farnsworth,2,4,2,Luke Scott,['Luke Scott'],['N/A'],['N/A'],Walk,N/A,N/A,N/A,N/A,N/A,N/A
9,bottom,0,[],Kyle Farnsworth,3,2,3,Adam Jones,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
10,top,0,[],Alfredo Simon,1,1,0,Scott Podsednik,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
10,top,0,[],Alfredo Simon,1,1,2,Jason Kendall,['Jason Kendall'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
10,top,0,[],Alfredo Simon,2,2,0,David DeJesus,['N/A'],['N/A'],['N/A'],Lineout,N/A,N/A,N/A,N/A,N/A,N/A
10,top,0,[],Alfredo Simon,2,4,0,Billy Butler,['Billy Butler'],['Jason Kendall'],['N/A'],Walk,N/A,N/A,N/A,N/A,N/A,N/A
10,top,0,[],Alfredo Simon,3,2,3,Jose Guillen,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
10,bottom,0,[],Bryan Bullington,1,1,1,Garrett Atkins,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
10,bottom,0,[],Bryan Bullington,1,1,0,Julio Lugo,['Julio Lugo'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
10,bottom,0,[],Bryan Bullington,1,4,1,Corey Patterson,['Corey Patterson'],['Julio Lugo'],['N/A'],Walk,N/A,N/A,N/A,N/A,N/A,N/A
10,bottom,0,[],Bryan Bullington,1,0,1,Cesar Izturis,['Cesar Izturis'],['Corey Patterson'],['Julio Lugo'],Field Error,N/A,N/A,N/A,N/A,N/A,Bryan Bullington
10,bottom,1,['Julio Lugo'],Bryan Bullington,1,1,0,Nick Markakis,['Nick Markakis'],['Cesar Izturis'],['Corey Patterson'],Single,N/A,4,3,1,N/A,N/A
