inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Zach McAllister,1,1,2,Dustin Ackley,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Zach McAllister,1,0,0,Chris Taylor,['Chris Taylor'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Zach McAllister,3,2,2,Robinson Cano,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Chris Young,0,2,2,Jason Kipnis,['N/A'],['Jason Kipnis'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Chris Young,1,1,0,Jose Ramirez,['N/A'],['N/A'],['Jason Kipnis'],Sac Bunt,N/A,0,0,N/A,N/A,N/A
1,bottom,1,['Jason Kipnis'],Chris Young,1,1,0,Michael Brantley,['Michael Brantley'],['N/A'],['N/A'],Single,N/A,1,0,1,N/A,N/A
1,bottom,0,[],Chris Young,2,3,2,Carlos Santana,['N/A'],['Michael Brantley'],['N/A'],Groundout,N/A,1,0,N/A,N/A,N/A
1,bottom,0,[],Chris Young,3,0,3,Lonnie Chisenhall,['N/A'],['N/A'],['N/A'],Strikeout,N/A,1,0,N/A,N/A,N/A
2,top,0,[],Zach McAllister,0,2,2,Kendrys Morales,['N/A'],['Kendrys Morales'],['N/A'],Double,N/A,1,0,N/A,N/A,N/A
2,top,0,[],Zach McAllister,0,1,2,Kyle Seager,['Kyle Seager'],['N/A'],['Kendrys Morales'],Single,N/A,1,0,N/A,N/A,N/A
2,top,0,[],Zach McAllister,1,0,1,Mike Zunino,['N/A'],['N/A'],['N/A'],Pop Out,N/A,1,0,N/A,N/A,N/A
2,top,1,['Kendrys Morales'],Zach McAllister,2,0,1,Logan Morrison,['N/A'],['N/A'],['N/A'],Sac Fly,N/A,1,1,1,N/A,N/A
2,top,0,[],Zach McAllister,3,0,1,Corey Hart,['N/A'],['N/A'],['N/A'],Forceout,N/A,1,1,N/A,N/A,N/A
2,bottom,0,[],Chris Young,1,2,1,Nick Swisher,['N/A'],['N/A'],['N/A'],Flyout,N/A,1,1,N/A,N/A,N/A
2,bottom,0,[],Chris Young,1,2,1,David Murphy,['David Murphy'],['N/A'],['N/A'],Single,N/A,1,1,N/A,N/A,N/A
2,bottom,0,[],Chris Young,3,0,2,Yan Gomes,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,1,1,N/A,N/A,N/A
3,top,0,[],Zach McAllister,0,2,1,Endy Chavez,['Endy Chavez'],['N/A'],['N/A'],Single,N/A,1,1,N/A,N/A,N/A
3,top,2,['Endy Chavez'],Zach McAllister,0,1,1,Dustin Ackley,['N/A'],['N/A'],['N/A'],Home Run,N/A,1,3,2,N/A,N/A
3,top,0,[],Zach McAllister,0,1,1,Chris Taylor,['Chris Taylor'],['N/A'],['N/A'],Single,N/A,1,3,N/A,N/A,N/A
3,top,1,['Chris Taylor'],Zach McAllister,0,3,2,Robinson Cano,['N/A'],['Robinson Cano'],['N/A'],Double,N/A,1,4,1,N/A,N/A
3,top,0,[],Zach McAllister,1,0,1,Kendrys Morales,['N/A'],['N/A'],['Robinson Cano'],Groundout,N/A,1,4,N/A,N/A,N/A
3,top,0,[],Zach McAllister,2,1,1,Kyle Seager,['N/A'],['N/A'],['N/A'],Flyout,N/A,1,4,N/A,N/A,N/A
3,top,0,[],Zach McAllister,3,2,0,Mike Zunino,['N/A'],['N/A'],['N/A'],Flyout,N/A,1,4,N/A,N/A,N/A
3,bottom,0,[],Chris Young,0,4,2,Mike Aviles,['Mike Aviles'],['N/A'],['N/A'],Walk,N/A,1,4,N/A,N/A,N/A
3,bottom,2,['Mike Aviles'],Chris Young,0,3,2,Jason Kipnis,['N/A'],['N/A'],['N/A'],Home Run,N/A,3,4,2,N/A,N/A
3,bottom,0,[],Chris Young,1,0,2,Jose Ramirez,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,4,N/A,N/A,N/A
3,bottom,0,[],Chris Young,1,1,0,Michael Brantley,['N/A'],['N/A'],['Michael Brantley'],Triple,N/A,3,4,N/A,N/A,N/A
3,bottom,1,['Michael Brantley'],Chris Young,2,1,1,Carlos Santana,['N/A'],['N/A'],['N/A'],Sac Fly,N/A,4,4,1,N/A,N/A
3,bottom,0,[],Chris Young,3,0,1,Lonnie Chisenhall,['N/A'],['N/A'],['N/A'],Pop Out,N/A,4,4,N/A,N/A,N/A
4,top,0,[],Zach McAllister,0,2,2,Logan Morrison,['Logan Morrison'],['N/A'],['N/A'],Single,N/A,4,4,N/A,N/A,N/A
4,top,0,[],Zach McAllister,1,0,2,Corey Hart,['N/A'],['N/A'],['N/A'],Lineout,N/A,4,4,N/A,N/A,N/A
4,top,0,[],Nick Hagadone,2,0,0,Endy Chavez,['N/A'],['N/A'],['N/A'],Pop Out,N/A,4,4,N/A,N/A,N/A
4,top,0,[],Nick Hagadone,2,4,1,Dustin Ackley,['Dustin Ackley'],['Logan Morrison'],['N/A'],Walk,N/A,4,4,N/A,N/A,N/A
4,top,0,[],Nick Hagadone,3,1,1,Chris Taylor,['N/A'],['N/A'],['N/A'],Groundout,N/A,4,4,N/A,N/A,N/A
4,bottom,0,[],Chris Young,1,0,2,Nick Swisher,['N/A'],['N/A'],['N/A'],Flyout,N/A,4,4,N/A,N/A,N/A
4,bottom,0,[],Chris Young,2,3,1,David Murphy,['N/A'],['N/A'],['N/A'],Pop Out,N/A,4,4,N/A,N/A,N/A
4,bottom,0,[],Chris Young,2,1,2,Yan Gomes,['N/A'],['Yan Gomes'],['N/A'],Double,N/A,4,4,N/A,N/A,N/A
4,bottom,0,[],Chris Young,3,0,1,Mike Aviles,['N/A'],['N/A'],['N/A'],Pop Out,N/A,4,4,N/A,N/A,N/A
5,top,0,[],Nick Hagadone,0,2,2,Robinson Cano,['Robinson Cano'],['N/A'],['N/A'],Single,N/A,4,4,N/A,N/A,N/A
5,top,0,[],Nick Hagadone,1,2,3,Kendrys Morales,['N/A'],['Robinson Cano'],['N/A'],Strikeout,N/A,4,4,N/A,N/A,N/A
5,top,0,[],Nick Hagadone,2,1,2,Kyle Seager,['N/A'],['N/A'],['N/A'],Pop Out,N/A,4,4,N/A,N/A,N/A
5,top,0,[],Scott Atchison,3,3,3,Mike Zunino,['N/A'],['N/A'],['N/A'],Strikeout,N/A,4,4,N/A,N/A,N/A
5,bottom,0,[],Chris Young,1,1,1,Jason Kipnis,['N/A'],['N/A'],['N/A'],Pop Out,N/A,4,4,N/A,N/A,N/A
5,bottom,0,[],Chris Young,2,1,0,Jose Ramirez,['N/A'],['N/A'],['N/A'],Flyout,N/A,4,4,N/A,N/A,N/A
