p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,De La Rosa,,,,,,,,,,Jorge De La Rosa,,,,,,,,,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Qualls,,,,,,,,,,Chad Qualls,,,,,,,,,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Raburn,,,,,,,,,,Ryan Raburn,,,,,,,,,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Motte,,,,,,,,,,Jason Motte,,,,,,,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Reynolds,,0,,1B,0,,0,0,1,Mark Reynolds,,,1.000,,.333,,,0,Mark,,,,,1,,,0,.886,,902,,0,,,0,,0,,1,,,0,0,0,0,0,Rockies,0,.494,0,.392
,Blackmon,,0,,CF,1,,0,0,4,Charlie Blackmon,,1,1.000,,.260,,,3,Charlie,,,,,1,,,0,.718,,100,,0,,,0,,0,,1,,,0,0,1,0,0,Rockies,0,.397,0,.321
,Logan,,,,,,,,,,Boone Logan,,,,,,,,,Boone,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,McGee,,,,,,,,,,Jake McGee,,,,,,,,,Jake,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Hundley,,,,,,,,,,Nick Hundley,,,,,,,,,Nick,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Parra,,0,,LF,0,,0,0,4,Gerardo Parra,,2,1.000,,.296,,,0,Gerardo,,,,,1,,,0,.766,,500,,0,,,0,,1,,1,,,0,0,1,0,0,Rockies,0,.459,0,.307
,Gonzalez,,0,,RF,0,,0,0,4,Carlos Gonzalez,,2,1.000,,.306,,,2,Carlos,,,,,2,,,0,.813,,300,,0,,,1,,0,,0,,,0,0,2,0,0,Rockies,0,.463,0,.350
,Ottavino,,,,,,,,,,Adam Ottavino,,,,,,,,,Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Miller,,,,,,,,,,Justin Miller,,,,,,,,,Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Bettis,,,,,,,,,,Chad Bettis,,,,,,,,,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Descalso,,,,,,,,,,Daniel Descalso,,,,,,,,,Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,LeMahieu,,0,,2B,1,,0,0,4,DJ LeMahieu,,2,1.000,,.298,,,1,DJ,,,,,8,,,0,.777,,600,,0,,,2,,0,,0,,,0,0,1,0,0,Rockies,0,.430,0,.347
,Adames,,,,,,,,,,Cristhian Adames,,,,,,,,,Cristhian,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
0,Germen,1,0,0,P,0,4,0,0,0,Gonzalez Germen,0,,.000,0,.000,1,11,0,Gonzalez,0,1,,1,0,1,1/3,0,.000,0,901,,0,38,,0,2.70,0,4,0,1,17,0,0,0,0,0,Rockies,0,.000,0,.000
,Chatwood,,,,,,,,,,Tyler Chatwood,,,,,,,,,Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
1,Rusin,10,1,2,P,0,28,0,0,1,Chris Rusin,1,2,.000,0,.167,4,55,1,Chris,0,4,,0,0,5,2/3,0,.334,0,900,true,0,42,,0,4.85,0,17,0,4,91,0,0,0,0,0,Rockies,0,.167,0,.167
,Diaz,,,,,,,,,,Jairo Diaz,,,,,,,,,Jairo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Wolters,,0,,C,0,,0,0,2,Tony Wolters,,1,1.000,,.167,,,0,Tony,,,,,7,,,1,.519,,800,,0,,,1,,0,,1,,,0,1,0,0,0,Rockies,0,.222,0,.297
3,Bergman,3,0,1,P,0,10,0,0,0,Christian Bergman,1,,1.000,1,.333,0,29,0,Christian,0,1,,0,0,2,,0,.666,0,701,,0,45,,1,5.60,0,6,0,0,40,0,0,0,0,0,Rockies,0,.333,0,.333
,Matzek,,,,,,,,,,Tyler Matzek,,,,,,,,,Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Arenado,,0,,3B,3,,0,0,4,Nolan Arenado,,1,1.000,,.308,,,1,Nolan,,,,,0,,,0,1.025,,400,,0,,,4,,0,,0,,,0,0,0,0,0,Rockies,0,.646,0,.379
,Paulsen,,0,,1B,0,,0,0,3,Ben Paulsen,,3,1.000,,.246,,,0,Ben,,,,,6,,,0,.659,,700,,0,,,1,,0,,0,,,0,0,0,0,0,Rockies,0,.369,0,.290
,Butler,,,,,,,,,,Eddie Butler,,,,,,,,,Eddie,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Garneau,,,,,,,,,,Dustin Garneau,,,,,,,,,Dustin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Gray,,,,,,,,,,Jon Gray,,,,,,,,,Jon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Story,,0,,SS,2,,0,0,4,Trevor Story,,1,1.000,,.269,,,3,Trevor,,,,,1,,,0,.943,,200,,0,,,4,,0,,0,,,0,0,1,0,0,Rockies,0,.612,0,.331
,Estevez,,,,,,,,,,Carlos Estevez,,,,,,,,,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Castro,,,,,,,,,,Miguel Castro,,,,,,,,,Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Oberg,,,,,,,,,,Scott Oberg,,,,,,,,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,,,,
,Greinke,,,,,,,,,,Zack Greinke,,,,,,,,,Zack,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Weeks Jr.,,,,,,,,,,Rickie Weeks Jr.,,,,,,,,,Rickie,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Peralta,,,,,,,,,,David Peralta,,,,,,,,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
1,Ziegler,0,0,0,P,0,3,0,0,0,Brad Ziegler,1,,.000,0,.000,0,8,0,Brad,7,0,,0,0,1,,0,.000,0,902,,0,46,,0,2.35,0,3,0,0,9,0,0,0,0,0,D-backs,0,.000,0,.000
,Castillo,,0,,C,0,,0,0,5,Welington Castillo,,2,1.000,,.317,,,2,Welington,,,,,7,,,0,.937,,400,,0,,,1,,1,,2,,,0,1,1,0,0,D-backs,0,.577,0,.360
,Clippard,,,,,,,,,,Tyler Clippard,,,,,,,,,Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Goldschmidt,,0,,1B,1,,0,0,5,Paul Goldschmidt,,1,1.000,,.233,,,4,Paul,,,,,9,,,0,.870,,300,,0,,,3,,0,,1,,,1,1,2,0,1,D-backs,0,.457,0,.413
,Segura,,0,,2B,0,,1,0,5,Jean Segura,,1,1.000,,.350,,,2,Jean,,,,,2,,,0,.913,,100,,0,,,3,,0,,3,,,0,0,1,0,1,D-backs,0,.536,0,.377
,Delgado,,,,,,,,,,Randall Delgado,,,,,,,,,Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Collmenter,,,,,,,,,,Josh Collmenter,,,,,,,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
4,De La Rosa,4,2,1,P,0,28,0,0,2,Rubby De La Rosa,4,3,1.000,0,.000,1,67,2,Rubby,0,6,,0,2,7,1/3,0,.000,0,900,,0,77,true,2,3.93,0,22,0,1,96,0,0,1,0,1,D-backs,0,.000,0,.000
,Herrmann,,,,,,,,,,Chris Herrmann,,,,,,,,,Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
0,Hudson,0,0,0,P,0,2,0,0,0,Daniel Hudson,1,,1.000,0,.000,0,7,0,Daniel,0,0,,0,1,0,2/3,0,.000,6,901,,0,44,,0,0.59,0,2,0,0,12,0,0,0,0,0,D-backs,0,.000,0,.000
,Barrett,,,,,,,,,,Jake Barrett,,,,,,,,,Jake,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Corbin,,,,,,,,,,Patrick Corbin,,,,,,,,,Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Lamb,,0,,3B,1,,0,0,5,Jake Lamb,,4,1.000,,.278,,,3,Jake,,,,,0,,,0,.887,,500,,0,,,2,,0,,0,,,0,0,0,0,0,D-backs,0,.519,0,.368
,Miller,,,,,,,,,,Shelby Miller,,,,,,,,,Shelby,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Owings,,0,,CF,2,,0,0,4,Chris Owings,,,.000,,.268,,,2,Chris,,,,,0,,,0,.691,,700,,0,,,0,,1,,2,,,0,1,0,0,1,D-backs,0,.361,0,.330
,Pollock,,,,,,,,,,A.J. Pollock,,,,,,,,,A.J.,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Drury,,0,,RF,1,,0,0,5,Brandon Drury,,2,1.000,,.303,,,2,Brandon,,,,,2,,,0,.894,,200,,0,,,0,,0,,2,,,0,0,0,0,0,D-backs,0,.569,0,.325
,Ray,,,,,,,,,,Robbie Ray,,,,,,,,,Robbie,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Gosselin,,,,,,,,,,Phil Gosselin,,,,,,,,,Phil,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Ahmed,,0,,SS,1,,0,0,2,Nick Ahmed,,,.800,,.168,,,1,Nick,,,,,1,,,2,.514,,800,,1,,,3,,0,,1,,,0,1,0,0,1,D-backs,0,.274,0,.240
,Chafin,,,,,,,,,,Andrew Chafin,,,,,,,,,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Marshall,,,,,,,,,,Evan Marshall,,,,,,,,,Evan,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
,Tomas,,0,,LF,0,,0,0,4,Yasmany Tomas,,,1.000,,.302,,,2,Yasmany,,,,,3,,,1,.878,,600,,0,,,0,,1,,3,,,0,1,1,0,0,D-backs,0,.519,0,.359
,Curtis,,,,,,,,,,Zac Curtis,,,,,,,,,Zac,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-backs,,,,
