inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Mark Buehrle,0,1,1,Brian Dozier,['Brian Dozier'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Mark Buehrle,1,1,2,Joe Mauer,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Mark Buehrle,1,1,1,Ryan Doumit,['N/A'],['Ryan Doumit'],['Brian Dozier'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Mark Buehrle,2,0,3,Justin Morneau,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Mark Buehrle,3,1,3,Trevor Plouffe,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Kevin Correia,0,1,1,Jose Reyes,['Jose Reyes'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Kevin Correia,0,2,2,Jose Bautista,['Jose Bautista'],['Jose Reyes'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Kevin Correia,2,1,0,Edwin Encarnacion,['N/A'],['N/A'],['Jose Reyes'],Grounded Into DP,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Kevin Correia,3,3,2,Adam Lind,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Mark Buehrle,1,0,0,Oswaldo Arcia,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Mark Buehrle,2,2,2,Chris Parmelee,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Mark Buehrle,3,1,2,Aaron Hicks,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Kevin Correia,1,0,1,Colby Rasmus,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
