p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Ramirez,,,,,,,,,,Aramis Ramirez,,,,,,,,,Aramis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Lohse,,,,,,,,,,Kyle Lohse,,,,,,,,,Kyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Overbay,,,,,,,,,,Lyle Overbay,,,,,,,,,Lyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
1,Rodriguez,4,0,0,P,0,7,0,0,0,Francisco Rodriguez,1,,.000,1,.000,3,16,0,Francisco,16,1,,0,0,1,,0,.000,0,301,true,0,34,,0,1.64,0,3,0,3,20,0,0,0,0,0,Brewers,0,.000,0,.000
,Weeks Jr.,,0,,2B,0,,0,0,3,Rickie Weeks Jr.,,1,1.000,,.333,,,0,Rickie,,,,,3,,,1,.771,,200,,0,,,1,,0,,1,,,0,0,1,0,0,Brewers,0,.375,0,.396
,Duke,,,,,,,,,,Zach Duke,,,,,,,,,Zach,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Kintzler,,,,,,,,,,Brandon Kintzler,,,,,,,,,Brandon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Reynolds,,0,,1B,2,,0,0,4,Mark Reynolds,,3,1.000,,.220,,,4,Mark,,,,,6,,,0,.755,,500,,0,,,2,,0,,0,,,0,0,0,0,0,Brewers,0,.468,0,.287
,Henderson,,,,,,,,,,Jim Henderson,,,,,,,,,Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Gallardo,,,,,,,,,,Yovani Gallardo,,,,,,,,,Yovani,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Gorzelanny,,,,,,,,,,Tom Gorzelanny,,,,,,,,,Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Maldonado,,,,,,,,,,Martin Maldonado,,,,,,,,,Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Braun,,0,,RF,0,,0,0,4,Ryan Braun,,2,1.000,,.319,,,2,Ryan,,,,,4,,,0,.939,,300,,0,,,0,,0,,2,,,0,0,1,0,0,Brewers,0,.574,0,.365
,Gomez,,,,,,,,,,Carlos Gomez,,,,,,,,,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Estrada,,,,,,,,,,Marco Estrada,,,,,,,,,Marco,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Herrera,,0,,CF,0,,0,0,4,Elian Herrera,,2,1.000,,.242,,,3,Elian,,,,,2,,,0,.507,,100,,0,,,0,,0,,0,,,0,0,2,0,0,Brewers,0,.242,0,.265
,Bianchi,,0,,3B,1,,0,0,3,Jeff Bianchi,,1,1.000,,.178,,,1,Jeff,,,,,1,,,0,.386,,800,,0,,,3,,0,,1,,,0,0,1,0,1,Brewers,0,.178,1,.208
,Garza,,,,,,,,,,Matt Garza,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Davis,,0,,LF,0,,0,0,3,Khris Davis,,1,1.000,,.226,,,0,Khris,,,,,1,,,1,.658,,600,,0,,,0,,1,,1,,,0,1,1,0,0,Brewers,0,.401,0,.257
,Schafer,,0,,RF,0,,0,0,1,Logan Schafer,,1,1.000,,.216,,,1,Logan,,,,,1,,,0,.606,,903,,0,,,0,,0,,0,,,0,0,0,0,0,Brewers,0,.333,0,.273
2,Peralta,5,0,1,P,1,26,0,0,2,Wily Peralta,4,,1.000,0,.143,1,66,1,Wily,0,4,,0,2,7,,0,.429,0,900,,0,66,,0,2.05,0,21,0,1,96,0,0,1,0,0,Brewers,0,.286,0,.143
,Segura,,1,,SS,1,,0,0,3,Jean Segura,,3,1.000,,.246,,,1,Jean,,,,,0,,,0,.616,,700,,0,,,3,,0,,0,,,0,0,0,0,0,Brewers,1,.343,0,.273
,Lucroy,,0,,C,1,,0,0,3,Jonathan Lucroy,,1,1.000,,.311,,,2,Jonathan,,,,,7,,,1,.828,,400,,0,,,1,,0,,1,,,0,0,0,0,0,Brewers,1,.447,0,.381
0,Smith,2,0,0,P,0,5,0,0,0,Will Smith,0,,.000,1,.000,0,14,0,Will,1,3,,0,0,1,,0,.000,10,902,,0,52,,0,0.47,0,3,0,0,23,0,0,0,0,0,Brewers,0,.000,0,.000
,Wooten,,,,,,,,,,Rob Wooten,,,,,,,,,Rob,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Gennett,,0,,PH,0,,0,0,0,Scooter Gennett,,,.000,,.287,,,0,Scooter,,,,,0,,,1,.736,,901,,0,,,0,,0,,0,,,0,0,0,0,0,Brewers,0,.410,0,.326
,Thornburg,,,,,,,,,,Tyler Thornburg,,,,,,,,,Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Wang,,,,,,,,,,Wei-Chung Wang,,,,,,,,,Wei-Chung,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Grilli,,,,,,,,,,Jason Grilli,,,,,,,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Barmes,,0,,PR-1B,0,,0,0,0,Clint Barmes,,,1.000,,.189,,,0,Clint,,,,,3,,,0,.478,,601,,0,,,0,,0,,0,,,0,1,0,0,0,Pirates,0,.216,0,.262
,Martin,,,,,,,,,,Russell Martin,,,,,,,,,Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
3,Liriano,4,0,1,P,0,23,0,0,2,Francisco Liriano,0,,1.000,0,.133,1,59,0,Francisco,0,7,,0,0,6,,0,.266,0,900,,0,66,,1,4.25,0,18,1,1,87,0,0,1,0,0,Pirates,0,.133,0,.133
,Rodriguez,,,,,,,,,,Wandy Rodriguez,,,,,,,,,Wandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Walker,,0,,2B,2,,0,0,5,Neil Walker,,,1.000,,.265,,,3,Neil,,,,,2,,,0,.811,,200,,0,,,2,,0,,1,,,0,0,2,0,0,Pirates,0,.464,0,.347
,Volquez,,,,,,,,,,Edinson Volquez,,,,,,,,,Edinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Morton,,,,,,,,,,Charlie Morton,,,,,,,,,Charlie,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Hughes,,,,,,,,,,Jared Hughes,,,,,,,,,Jared,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
0,Watson,1,0,1,P,0,4,0,0,0,Tony Watson,4,,.000,2,.000,0,9,0,Tony,0,0,,0,0,1,,0,.000,7,102,,0,50,true,0,1.50,0,3,0,0,16,0,0,0,0,0,Pirates,0,.000,0,.000
1,Melancon,1,0,0,P,0,4,0,0,0,Mark Melancon,1,,1.000,1,.000,0,16,0,Mark,5,0,true,0,0,1,,0,.000,7,104,,0,51,,2,1.42,0,3,0,0,19,0,0,0,0,0,Pirates,0,.000,0,.000
,Stewart,,0,,C,2,,0,0,4,Chris Stewart,,1,1.000,,.235,,,0,Chris,,,,,7,,,0,.513,,800,,0,,,0,,0,,1,,,0,1,0,0,1,Pirates,0,.235,0,.278
,McCutchen,,0,,CF,0,,0,0,3,Andrew McCutchen,,2,.000,,.313,,,0,Andrew,,,,,0,,,1,.922,,300,,0,,,0,,0,,1,,,0,1,0,0,0,Pirates,0,.493,0,.429
0,Morris,0,0,2,P,0,5,0,0,0,Bryan Morris,3,,1.000,2,.000,0,3,0,Bryan,0,0,,0,0,1,,0,.000,2,901,,0,51,,1,3.31,0,3,0,0,11,0,0,0,0,0,Pirates,0,.000,0,.000
,Wilson,,,,,,,,,,Justin Wilson,,,,,,,,,Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Sanchez,,0,,PH,0,,0,0,1,Gaby Sanchez,,,.000,,.292,,,0,Gaby,,,,,0,,,0,.906,,101,,0,,,0,,0,,0,,,0,0,1,0,0,Pirates,0,.554,0,.352
,Tabata,,0,,LF-RF,2,,0,0,4,Jose Tabata,,3,1.000,,.258,,,2,Jose,,,,,2,,,0,.614,,500,,0,,,0,,0,,0,,,0,0,0,0,1,Pirates,0,.320,0,.294
,Mercer,,0,,SS,2,,0,0,4,Jordy Mercer,,,1.000,,.217,,,2,Jordy,,,,,0,,,0,.565,,700,,0,,,1,,0,,1,,,0,1,1,0,0,Pirates,0,.302,0,.263
,Mazzaro,,,,,,,,,,Vin Mazzaro,,,,,,,,,Vin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Alvarez,,0,,3B,0,,0,0,4,Pedro Alvarez,,1,1.000,,.218,,,2,Pedro,,,,,1,,,0,.710,,400,,0,,,3,,0,,2,,,0,0,1,0,0,Pirates,0,.395,0,.315
,Davis,,0,,1B,1,,0,0,4,Ike Davis,,1,.909,,.266,,,1,Ike,,,,,10,,,0,.777,,600,,1,,,0,,1,,2,,,0,0,0,0,0,Pirates,0,.404,0,.373
,Gomez,,,,,,,,,,Jeanmar Gomez,,,,,,,,,Jeanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Snider,,0,,RF,1,,0,0,3,Travis Snider,,,1.000,,.221,,,1,Travis,,,,,2,,,0,.658,,100,,0,,,0,,0,,1,,,0,0,1,0,0,Pirates,0,.349,0,.309
,Sanchez,,,,,,,,,,Tony Sanchez,,,,,,,,,Tony,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
