inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Dallas Braden,0,4,2,Carlos Gomez,['Carlos Gomez'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Dallas Braden,1,0,1,Joe Mauer,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Dallas Braden,1,0,1,Justin Morneau,['Justin Morneau'],['N/A'],['Carlos Gomez'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Dallas Braden,2,1,1,Michael Cuddyer,['Michael Cuddyer'],['Justin Morneau'],['N/A'],Fielders Choice Out,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Dallas Braden,3,0,2,Jason Kubel,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Anthony Swarzak,0,4,2,Adam Kennedy,['Adam Kennedy'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Anthony Swarzak,2,1,2,Orlando Cabrera,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Anthony Swarzak,3,3,1,Scott Hairston,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Dallas Braden,1,1,2,Joe Crede,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Dallas Braden,2,1,2,Delmon Young,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Dallas Braden,3,1,2,Nick Punto,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Anthony Swarzak,1,1,1,Matt Holliday,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Anthony Swarzak,1,4,2,Jack Cust,['Jack Cust'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Anthony Swarzak,3,3,2,Kurt Suzuki,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Dallas Braden,0,4,1,Alexi Casilla,['Alexi Casilla'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Dallas Braden,1,1,3,Carlos Gomez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Dallas Braden,1,2,1,Joe Mauer,['Joe Mauer'],['Alexi Casilla'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Dallas Braden,2,0,0,Justin Morneau,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Dallas Braden,3,2,2,Michael Cuddyer,['N/A'],['N/A'],['N/A'],Forceout,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Anthony Swarzak,0,4,1,Daric Barton,['Daric Barton'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Anthony Swarzak,0,1,2,Ryan Sweeney,['Ryan Sweeney'],['Daric Barton'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Anthony Swarzak,1,0,2,Mark Ellis,['N/A'],['Ryan Sweeney'],['Daric Barton'],Groundout,N/A,0,0,N/A,N/A,N/A
3,bottom,1,['Daric Barton'],Anthony Swarzak,2,2,1,Adam Kennedy,['N/A'],['N/A'],['Ryan Sweeney'],Groundout,N/A,1,0,1,N/A,N/A
3,bottom,1,['Ryan Sweeney'],Anthony Swarzak,2,1,1,Orlando Cabrera,['Orlando Cabrera'],['N/A'],['N/A'],Single,N/A,2,0,1,N/A,N/A
3,bottom,0,[],Anthony Swarzak,3,1,2,Scott Hairston,['N/A'],['N/A'],['N/A'],Flyout,N/A,2,0,N/A,N/A,N/A
4,top,0,[],Dallas Braden,1,3,2,Jason Kubel,['N/A'],['N/A'],['N/A'],Groundout,N/A,2,0,N/A,N/A,N/A
4,top,0,[],Dallas Braden,1,1,1,Joe Crede,['N/A'],['Joe Crede'],['N/A'],Double,N/A,2,0,N/A,N/A,N/A
4,top,1,['Joe Crede'],Dallas Braden,1,1,2,Delmon Young,['N/A'],['N/A'],['Delmon Young'],Triple,N/A,2,1,1,N/A,N/A
4,top,1,['Delmon Young'],Dallas Braden,2,2,2,Nick Punto,['N/A'],['N/A'],['N/A'],Sac Fly,N/A,2,2,1,N/A,N/A
4,top,0,[],Dallas Braden,2,4,2,Alexi Casilla,['Alexi Casilla'],['N/A'],['N/A'],Walk,N/A,2,2,N/A,N/A,N/A
4,top,0,[],Dallas Braden,3,0,0,Carlos Gomez,['N/A'],['N/A'],['N/A'],Flyout,N/A,2,2,N/A,N/A,N/A
4,bottom,0,[],Anthony Swarzak,1,1,2,Matt Holliday,['N/A'],['N/A'],['N/A'],Flyout,N/A,2,2,N/A,N/A,N/A
4,bottom,0,[],Anthony Swarzak,2,2,3,Jack Cust,['N/A'],['N/A'],['N/A'],Strikeout,N/A,2,2,N/A,N/A,N/A
4,bottom,0,[],Anthony Swarzak,3,3,1,Kurt Suzuki,['N/A'],['N/A'],['N/A'],Groundout,N/A,2,2,N/A,N/A,N/A
5,top,0,[],Dallas Braden,1,1,2,Joe Mauer,['N/A'],['N/A'],['N/A'],Lineout,N/A,2,2,N/A,N/A,N/A
5,top,0,[],Dallas Braden,1,4,2,Justin Morneau,['Justin Morneau'],['N/A'],['N/A'],Walk,N/A,2,2,N/A,N/A,N/A
5,top,0,[],Dallas Braden,2,0,2,Michael Cuddyer,['N/A'],['N/A'],['N/A'],Pop Out,N/A,2,2,N/A,N/A,N/A
5,top,0,[],Dallas Braden,3,2,3,Jason Kubel,['N/A'],['N/A'],['N/A'],Strikeout,N/A,2,2,N/A,N/A,N/A
5,bottom,0,[],Anthony Swarzak,1,1,3,Daric Barton,['N/A'],['N/A'],['N/A'],Strikeout,N/A,2,2,N/A,N/A,N/A
5,bottom,0,[],Anthony Swarzak,1,1,2,Ryan Sweeney,['Ryan Sweeney'],['N/A'],['N/A'],Single,N/A,2,2,N/A,N/A,N/A
5,bottom,0,[],Anthony Swarzak,3,3,3,Mark Ellis,['N/A'],['N/A'],['N/A'],Strikeout - DP,N/A,2,2,N/A,N/A,N/A
6,top,0,[],Dallas Braden,0,0,0,Joe Crede,['N/A'],['Joe Crede'],['N/A'],Double,N/A,2,2,N/A,N/A,N/A
6,top,0,[],Dallas Braden,1,0,0,Delmon Young,['N/A'],['N/A'],['N/A'],Groundout,N/A,2,2,N/A,N/A,N/A
6,top,0,[],Dallas Braden,2,1,1,Nick Punto,['N/A'],['N/A'],['Joe Crede'],Groundout,N/A,2,2,N/A,N/A,N/A
6,top,0,[],Dallas Braden,3,0,2,Alexi Casilla,['N/A'],['N/A'],['N/A'],Flyout,N/A,2,2,N/A,N/A,N/A
6,bottom,0,[],Anthony Swarzak,1,1,0,Adam Kennedy,['N/A'],['N/A'],['N/A'],Pop Out,N/A,2,2,N/A,N/A,N/A
