inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Garrett Richards,1,1,2,Jose Altuve,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Garrett Richards,2,0,3,Jason Castro,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Garrett Richards,3,2,3,George Springer,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Collin McHugh,0,1,2,Kole Calhoun,['Kole Calhoun'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Collin McHugh,2,3,3,Mike Trout,['N/A'],['N/A'],['N/A'],Strikeout - DP,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Collin McHugh,2,4,2,Albert Pujols,['Albert Pujols'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Collin McHugh,3,1,3,Josh Hamilton,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Garrett Richards,1,2,3,Jon Singleton,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Garrett Richards,1,0,0,Matt Dominguez,['Matt Dominguez'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Garrett Richards,2,0,0,Alex Presley,['N/A'],['Matt Dominguez'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Garrett Richards,3,1,3,Marwin Gonzalez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Collin McHugh,1,3,3,Erick Aybar,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Collin McHugh,2,0,1,Howie Kendrick,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Collin McHugh,3,1,2,C.J. Cron,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Garrett Richards,0,2,2,Carlos Corporan,['Carlos Corporan'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Garrett Richards,0,4,1,Enrique Hernandez,['Enrique Hernandez'],['Carlos Corporan'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Garrett Richards,2,3,1,Jose Altuve,['Jose Altuve'],['N/A'],['N/A'],Grounded Into DP,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Garrett Richards,3,2,1,Jason Castro,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Collin McHugh,0,0,0,Hank Conger,['Hank Conger'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Collin McHugh,1,0,1,John McDonald,['N/A'],['Hank Conger'],['N/A'],Sac Bunt,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Collin McHugh,1,2,2,Kole Calhoun,['Kole Calhoun'],['N/A'],['Hank Conger'],Single,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Collin McHugh,1,0,0,Mike Trout,['Mike Trout'],['Kole Calhoun'],['N/A'],Hit By Pitch,N/A,0,0,N/A,N/A,N/A
3,bottom,2,"['Hank Conger', 'Kole Calhoun']",Collin McHugh,1,1,2,Albert Pujols,['Albert Pujols'],['Mike Trout'],['N/A'],Single,N/A,2,0,2,N/A,N/A
3,bottom,1,['Mike Trout'],Collin McHugh,2,0,0,Josh Hamilton,['Josh Hamilton'],['N/A'],['N/A'],Forceout,Error,3,0,N/A,1,Jose Altuve
3,bottom,0,[],Collin McHugh,3,2,2,Erick Aybar,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
4,top,0,[],Garrett Richards,1,1,3,George Springer,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
4,top,0,[],Garrett Richards,2,1,3,Jon Singleton,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
4,top,0,[],Garrett Richards,3,1,1,Matt Dominguez,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
4,bottom,0,[],Collin McHugh,0,4,2,Howie Kendrick,['Howie Kendrick'],['N/A'],['N/A'],Walk,N/A,3,0,N/A,N/A,N/A
4,bottom,0,[],Collin McHugh,1,2,3,C.J. Cron,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
4,bottom,0,[],Collin McHugh,3,2,2,Hank Conger,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,3,0,N/A,N/A,N/A
5,top,0,[],Garrett Richards,1,1,1,Alex Presley,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
5,top,0,[],Garrett Richards,1,0,1,Marwin Gonzalez,['Marwin Gonzalez'],['N/A'],['N/A'],Single,N/A,3,0,N/A,N/A,N/A
5,top,0,[],Garrett Richards,1,1,0,Carlos Corporan,['N/A'],['Marwin Gonzalez'],['N/A'],Wild Pitch,N/A,3,0,N/A,N/A,N/A
5,top,0,[],Garrett Richards,2,3,1,Carlos Corporan,['N/A'],['Marwin Gonzalez'],['Marwin Gonzalez'],Groundout,N/A,3,0,N/A,N/A,N/A
5,top,0,[],Garrett Richards,3,3,3,Enrique Hernandez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
5,bottom,0,[],David Martinez,1,2,1,John McDonald,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
5,bottom,0,[],David Martinez,1,4,2,Kole Calhoun,['Kole Calhoun'],['N/A'],['N/A'],Walk,N/A,3,0,N/A,N/A,N/A
5,bottom,0,[],David Martinez,1,0,1,Mike Trout,['Mike Trout'],['N/A'],['Kole Calhoun'],Single,N/A,3,0,N/A,N/A,N/A
5,bottom,0,[],David Martinez,2,1,3,Albert Pujols,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
5,bottom,0,[],David Martinez,3,1,3,Josh Hamilton,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
6,top,0,[],Garrett Richards,0,1,0,Jose Altuve,['Jose Altuve'],['N/A'],['N/A'],Single,N/A,3,0,N/A,N/A,N/A
6,top,0,[],Garrett Richards,1,1,3,Jason Castro,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
6,top,0,[],N/A,1,1,2,George Springer,['N/A'],['Jose Altuve'],['N/A'],Stolen Base 2B,N/A,3,0,N/A,N/A,N/A
6,top,0,[],Garrett Richards,2,3,3,George Springer,['N/A'],['Jose Altuve'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
6,top,0,[],Garrett Richards,3,0,3,Jon Singleton,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
6,bottom,0,[],David Martinez,1,3,2,Erick Aybar,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
6,bottom,0,[],David Martinez,2,2,3,Howie Kendrick,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
6,bottom,0,[],David Martinez,3,1,2,C.J. Cron,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
7,top,0,[],Garrett Richards,1,0,1,Matt Dominguez,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,0,N/A,N/A,N/A
7,top,0,[],Garrett Richards,1,1,0,Alex Presley,['N/A'],['Alex Presley'],['N/A'],Double,N/A,3,0,N/A,N/A,N/A
