AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
0,0,5,3,0,0,9,2,22,Jayson,0,0,0,28,0,1,Jayson Tatum,4,5,Tatum,F,1,Boston,1
3,2,10,3,2,67,15,6,40,Al,2,1,50,34,3,2,Al Horford,15,13,Horford,F,1,Boston,3
0,0,6,0,0,0,1,0,0,Aron,2,1,50,16,1,2,Aron Baynes,1,7,Baynes,C,0,Boston,1
0,0,2,4,3,75,9,6,67,Jaylen,6,5,83,35,0,3,Jaylen Brown,20,2,Brown,G,0,Boston,2
4,0,2,6,5,83,18,13,72,Kyrie,8,6,75,36,0,3,Kyrie Irving,37,2,Irving,G,1,Boston,3
2,0,5,5,1,20,15,5,33,Marcus,1,1,100,33,3,4,Marcus Morris,12,8,Morris,N/A,1,Boston,1
3,0,2,3,2,67,6,2,33,Terry,4,3,75,24,3,4,Terry Rozier,9,5,Rozier,N/A,1,Boston,1
3,0,1,1,1,100,1,1,100,Daniel,1,0,0,12,1,3,Daniel Theis,3,2,Theis,N/A,0,Boston,1
2,0,1,2,0,0,8,2,25,Shane,0,0,0,16,0,1,Shane Larkin,4,1,Larkin,N/A,1,Boston,1
0,0,0,1,0,0,3,0,0,Semi,0,0,0,6,0,0,Semi Ojeleye,0,0,Ojeleye,N/A,0,Boston,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jarell,N/A,N/A,N/A,N/A,N/A,N/A,Jarell Eddie,N/A,N/A,Eddie,N/A,N/A,Boston,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Abdel,N/A,N/A,N/A,N/A,N/A,N/A,Abdel Nader,N/A,N/A,Nader,N/A,N/A,Boston,N/A
2,1,8,5,1,20,18,7,39,Kevin,7,5,71,36,1,3,Kevin Durant,20,9,Durant,F,1,Golden State,2
5,3,6,4,1,25,11,4,36,Draymond,6,6,100,38,5,4,Draymond Green,15,11,Green,F,1,Golden State,4
2,0,3,0,0,0,1,1,100,Zaza,0,0,0,15,1,0,Zaza Pachulia,2,4,Pachulia,C,0,Golden State,1
3,2,4,4,0,0,12,3,25,Klay,1,1,100,36,0,1,Klay Thompson,7,4,Thompson,G,1,Golden State,1
5,0,4,13,8,62,24,16,67,Stephen,10,9,90,37,0,2,Stephen Curry,49,4,Curry,G,2,Golden State,1
1,0,3,0,0,0,1,1,100,Andre,2,2,100,28,0,3,Andre Iguodala,4,3,Iguodala,N/A,1,Golden State,1
1,0,2,0,0,0,3,1,33,Kevon,0,0,0,9,2,0,Kevon Looney,2,4,Looney,N/A,0,Golden State,0
0,0,0,1,0,0,3,0,0,Nick,0,0,0,7,0,0,Nick Young,0,0,Young,N/A,1,Golden State,0
0,1,0,0,0,0,4,2,50,Shaun,0,0,0,14,1,2,Shaun Livingston,4,1,Livingston,N/A,0,Golden State,1
0,2,3,0,0,0,6,3,50,David,0,0,0,16,0,1,David West,6,3,West,N/A,1,Golden State,0
0,0,0,0,0,0,1,0,0,Omri,0,0,0,4,0,1,Omri Casspi,0,0,Casspi,N/A,1,Golden State,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Damian,N/A,N/A,N/A,N/A,N/A,N/A,Damian Jones,N/A,N/A,Jones,N/A,N/A,Golden State,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,JaVale,N/A,N/A,N/A,N/A,N/A,N/A,JaVale McGee,N/A,N/A,McGee,N/A,N/A,Golden State,N/A
