p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Helms,,,,,,,,,,Wes Helms,,,,,,,,,Wes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlins,,,,
,Cantu,,0,,3B-1B,2,,0,0,5,Jorge Cantu,,,1.000,,.264,,,4,Jorge,,,,,1,,,0,,,400,,0,,,2,,1,,3,,,0,1,0,0,1,Marlins,0,,0,
3,Robertson,7,0,1,P,0,24,0,0,1,Nate Robertson,4,1,.000,0,.083,3,52,0,Nate,0,2,,1,0,5,2/3,1,,0,900,,1,,true,0,4.35,0,17,0,2,84,0,0,0,0,0,Marlins,0,,0,
,Ross,,0,,RF,1,,0,0,4,Cody Ross,,,1.000,,.276,,,4,Cody,,,,,2,,,0,,,600,,0,,,1,,0,,1,,,0,1,2,0,1,Marlins,0,,0,
,Paulino,,,,,,,,,,Ronny Paulino,,,,,,,,,Ronny,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlins,,,,
0,Sanches,2,0,0,P,0,4,0,0,0,Brian Sanches,0,,.000,0,.000,1,7,0,Brian,0,0,,0,0,0,2/3,0,,1,903,,0,,,0,1.13,0,2,0,1,12,0,0,0,0,0,Marlins,0,,0,
,Pinto,,,,,,,,,,Renyel Pinto,,,,,,,,,Renyel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlins,,,,
,Meyer,,,,,,,,,,Dan Meyer,,,,,,,,,Dan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlins,,,,
,Baker,,,,,,,,,,John Baker,,,,,,,,,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlins,,,,
0,Oviedo,3,0,0,P,0,5,0,0,0,Juan Carlos Oviedo,2,,.000,2,.000,1,10,0,Juan Carlos,8,0,true,0,0,1,,0,,0,905,,0,,,0,1.10,0,3,0,1,18,0,0,0,0,0,Marlins,0,,0,
,Ramirez,,0,,SS,1,,0,0,4,Hanley Ramirez,,,1.000,,.303,,,1,Hanley,,,,,2,,,1,,,300,,0,,,4,,1,,3,,,0,2,0,0,1,Marlins,0,,0,
,Sanchez,,,,,,,,,,Anibal Sanchez,,,,,,,,,Anibal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlins,,,,
,Johnson,,,,,,,,,,Josh Johnson,,,,,,,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlins,,,,
,Nolasco,,,,,,,,,,Ricky Nolasco,,,,,,,,,Ricky,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlins,,,,
,Carroll,,,,,,,,,,Brett Carroll,,,,,,,,,Brett,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlins,,,,
,Barden,,0,,3B,0,,0,0,0,Brian Barden,,,.000,,.308,,,0,Brian,,,,,0,,,0,,,201,,0,,,0,,0,,0,,,0,0,0,0,0,Marlins,0,,0,
,Hayes,,0,,C,1,,0,0,4,Brett Hayes,,,1.000,,.250,,,4,Brett,,,,,5,,,0,,,800,,0,,,0,,1,,1,,,0,0,2,0,0,Marlins,0,,0,
1,Hensley,1,0,0,P,0,5,0,0,1,Clay Hensley,1,,1.000,0,.000,0,17,1,Clay,0,1,,0,0,1,1/3,0,,3,904,,0,,,1,1.74,0,4,0,0,28,0,0,1,0,0,Marlins,0,,0,
,Maybin,,0,,CF,2,,0,0,3,Cameron Maybin,,,1.000,,.250,,,0,Cameron,,,,,4,,,0,,,700,,0,,,0,,0,,2,,,0,0,0,0,3,Marlins,0,,1,
