rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,17,00:32:25,0,1,LEE Zii Jia,return net,hits the net,opponent hits the net
2,4,00:32:44,1,1,Kunlavut VITIDSARN,wrist smash,opponent wins by landing,wins by landing
3,16,00:33:21,2,1,Kunlavut VITIDSARN,return net,hits the net,opponent hits the net
4,5,00:33:50,3,1,Kunlavut VITIDSARN,smash,opponent wins by landing,wins by landing
5,24,00:34:39,4,1,Kunlavut VITIDSARN,smash,goes out of bounds,opponent goes out of bounds
6,1,00:35:06,5,1,Kunlavut VITIDSARN,long service,opponent wins by landing,wins by landing
7,16,00:35:35,5,2,LEE Zii Jia,rush,opponent wins by landing,wins by landing
8,6,00:36:10,6,2,Kunlavut VITIDSARN,lob,landing judgment error,opponent landing judgment error
9,8,00:36:44,6,3,LEE Zii Jia,clear,landing judgment error,opponent landing judgment error
10,5,00:37:03,7,3,Kunlavut VITIDSARN,return net,hits the net,opponent hits the net
11,17,00:37:41,7,4,LEE Zii Jia,return net,hits the net,opponent hits the net
12,7,00:38:14,8,4,Kunlavut VITIDSARN,return net,fails to clear the net,opponent fails to clear the net
13,16,00:38:47,9,4,Kunlavut VITIDSARN,net shot,hits the net,opponent hits the net
14,26,00:39:31,10,4,Kunlavut VITIDSARN,defensive return lob,fails to clear the net,opponent fails to clear the net
15,2,00:40:01,11,4,Kunlavut VITIDSARN,lob,goes out of bounds,opponent goes out of bounds
16,9,00:41:18,11,5,LEE Zii Jia,drop,goes out of bounds,opponent goes out of bounds
17,7,00:41:34,11,6,LEE Zii Jia,rush,opponent wins by landing,wins by landing
18,19,00:42:24,12,6,Kunlavut VITIDSARN,net shot,hits the net,opponent hits the net
19,10,00:42:53,13,6,Kunlavut VITIDSARN,defensive return drive,goes out of bounds,opponent goes out of bounds
20,12,00:43:28,14,6,Kunlavut VITIDSARN,push,goes out of bounds,opponent goes out of bounds
21,25,00:44:38,14,7,LEE Zii Jia,net shot,fails to clear the net,opponent fails to clear the net
22,44,00:45:57,14,8,LEE Zii Jia,drop,hits the net,opponent hits the net
23,2,00:46:27,14,9,LEE Zii Jia,lob,goes out of bounds,opponent goes out of bounds
24,3,00:46:42,15,9,Kunlavut VITIDSARN,lob,goes out of bounds,opponent goes out of bounds
25,20,00:47:13,16,9,Kunlavut VITIDSARN,lob,goes out of bounds,opponent goes out of bounds
26,16,00:47:51,17,9,Kunlavut VITIDSARN,return net,fails to clear the net,opponent fails to clear the net
27,4,00:48:20,18,9,Kunlavut VITIDSARN,push,goes out of bounds,opponent goes out of bounds
28,8,00:48:41,19,9,Kunlavut VITIDSARN,net shot,fails to clear the net,opponent fails to clear the net
29,7,00:49:02,20,9,Kunlavut VITIDSARN,rush,opponent wins by landing,wins by landing
30,3,00:49:22,20,10,LEE Zii Jia,smash,goes out of bounds,opponent goes out of bounds
31,3,00:49:37,20,11,LEE Zii Jia,smash,opponent wins by landing,wins by landing
32,11,00:50:02,20,12,LEE Zii Jia,smash,opponent wins by landing,wins by landing
33,3,00:50:26,21,12,Kunlavut VITIDSARN,net shot,fails to clear the net,opponent fails to clear the net
