inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Danny Duffy,1,3,1,Matt Carpenter,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Danny Duffy,2,1,1,Yadier Molina,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Danny Duffy,3,3,3,Jose Martinez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Jack Flaherty,0,4,2,Whit Merrifield,['Whit Merrifield'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Jack Flaherty,2,1,2,Alex Gordon,['N/A'],['N/A'],['N/A'],Double Play,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Jack Flaherty,2,4,2,Salvador Perez,['Salvador Perez'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Jack Flaherty,3,0,3,Lucas Duda,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,0,0,0,Marcell Ozuna,['Marcell Ozuna'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,1,1,0,Paul DeJong,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,2,0,0,Jedd Gyorko,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,2,4,2,Harrison Bader,['Harrison Bader'],['Marcell Ozuna'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,3,0,2,Kolten Wong,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Jack Flaherty,1,0,0,Rosell Herrera,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Jack Flaherty,2,0,3,Brett Phillips,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Jack Flaherty,3,1,2,Ryan O'Hearn,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Danny Duffy,1,0,0,Adolis Garcia,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Danny Duffy,2,3,2,Matt Carpenter,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Danny Duffy,2,3,2,Yadier Molina,['N/A'],['Yadier Molina'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Danny Duffy,2,2,2,Jose Martinez,['N/A'],['N/A'],['Yadier Molina'],Wild Pitch,N/A,0,0,N/A,N/A,N/A
3,top,1,['Yadier Molina'],Danny Duffy,2,2,2,Jose Martinez,['Jose Martinez'],['N/A'],['Yadier Molina'],Single,N/A,0,1,1,N/A,N/A
3,top,1,['Jose Martinez'],Danny Duffy,2,2,2,Marcell Ozuna,['N/A'],['N/A'],['Marcell Ozuna'],Triple,N/A,0,2,1,N/A,N/A
3,top,1,['Marcell Ozuna'],Danny Duffy,2,2,2,Paul DeJong,['N/A'],['Paul DeJong'],['N/A'],Double,N/A,0,3,1,N/A,N/A
3,top,1,['Paul DeJong'],Danny Duffy,2,0,2,Jedd Gyorko,['Jedd Gyorko'],['N/A'],['N/A'],Single,N/A,0,4,1,N/A,N/A
3,top,0,[],Danny Duffy,3,1,0,Harrison Bader,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,4,N/A,N/A,N/A
3,bottom,0,[],Jack Flaherty,0,0,2,Alcides Escobar,['Alcides Escobar'],['N/A'],['N/A'],Single,N/A,0,4,N/A,N/A,N/A
3,bottom,0,[],Jack Flaherty,1,2,3,Adalberto Mondesi,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,4,N/A,N/A,N/A
3,bottom,0,[],Jack Flaherty,3,1,1,Whit Merrifield,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,4,N/A,N/A,N/A
4,top,0,[],Danny Duffy,1,0,0,Kolten Wong,['N/A'],['N/A'],['N/A'],Bunt Groundout,N/A,0,4,N/A,N/A,N/A
4,top,0,[],Danny Duffy,2,2,0,Adolis Garcia,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,4,N/A,N/A,N/A
4,top,0,[],Danny Duffy,3,3,3,Matt Carpenter,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,4,N/A,N/A,N/A
4,bottom,0,[],Jack Flaherty,0,4,2,Alex Gordon,['Alex Gordon'],['N/A'],['N/A'],Walk,N/A,0,4,N/A,N/A,N/A
4,bottom,0,[],Jack Flaherty,1,2,3,Salvador Perez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,4,N/A,N/A,N/A
4,bottom,0,[],Jack Flaherty,2,2,1,Lucas Duda,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,4,N/A,N/A,N/A
4,bottom,0,[],Jack Flaherty,3,2,1,Rosell Herrera,['N/A'],['Alex Gordon'],['N/A'],Groundout,N/A,0,4,N/A,N/A,N/A
5,top,0,[],Danny Duffy,1,0,2,Yadier Molina,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,4,N/A,N/A,N/A
