AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
1,1,8,4,0,0,13,3,23,Harrison,3,2,67,35,2,3,Harrison Barnes,8,10,Barnes,F,0,Dallas,1
3,0,0,3,2,67,6,4,67,Maxi,0,0,0,16,1,1,Maxi Kleber,10,1,Kleber,F,1,Dallas,0
0,2,4,4,3,75,12,8,67,Dirk,2,2,100,29,0,2,Dirk Nowitzki,21,4,Nowitzki,C,1,Dallas,0
2,0,2,9,3,33,15,7,47,Wesley,8,6,75,38,3,2,Wesley Matthews,23,5,Matthews,G,1,Dallas,2
6,0,4,1,1,100,15,8,53,Dennis,5,4,80,32,2,5,Dennis Smith Jr.,21,6,Smith,G,3,Dallas,3
0,0,0,2,1,50,3,1,33,Yogi,4,4,100,29,0,2,Yogi Ferrell,7,0,Ferrell,N/A,1,Dallas,0
1,2,3,0,0,0,4,2,50,Salah,4,2,50,22,3,3,Salah Mejri,6,6,Mejri,N/A,1,Dallas,0
0,0,0,1,0,0,2,0,0,Devin,0,0,0,6,0,0,Devin Harris,0,0,Harris,N/A,0,Dallas,0
6,0,2,1,0,0,11,5,46,J.J.,2,2,100,23,0,2,J.J. Barea,12,2,Barea,N/A,0,Dallas,2
0,0,3,0,0,0,2,0,0,Dwight,0,0,0,11,0,1,Dwight Powell,0,3,Powell,N/A,1,Dallas,1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kyle,N/A,N/A,N/A,N/A,N/A,N/A,Kyle Collinsworth,N/A,N/A,Collinsworth,N/A,N/A,Dallas,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jalen,N/A,N/A,N/A,N/A,N/A,N/A,Jalen Jones,N/A,N/A,Jones,N/A,N/A,Dallas,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Josh,N/A,N/A,N/A,N/A,N/A,N/A,Josh McRoberts,N/A,N/A,McRoberts,N/A,N/A,Dallas,N/A
1,0,3,4,2,50,13,7,54,Evan,1,1,100,31,0,4,Evan Turner,17,3,Turner,F,0,Portland,1
1,0,2,7,3,43,10,5,50,Al-Farouq,0,0,0,34,0,1,Al-Farouq Aminu,13,2,Aminu,F,1,Portland,0
1,1,4,0,0,0,6,4,67,Jusuf,3,2,67,24,2,4,Jusuf Nurkic,10,6,Nurkic,C,0,Portland,4
2,0,4,6,2,33,23,11,48,CJ,2,2,100,38,0,3,CJ McCollum,26,4,McCollum,G,1,Portland,0
9,0,5,9,7,78,15,10,67,Damian,4,4,100,38,0,2,Damian Lillard,31,5,Lillard,G,0,Portland,4
2,2,5,0,0,0,5,3,60,Ed,0,0,0,24,5,2,Ed Davis,6,10,Davis,N/A,0,Portland,2
0,0,4,1,0,0,2,0,0,Zach,0,0,0,13,0,1,Zach Collins,0,4,Collins,N/A,0,Portland,1
1,0,4,3,2,67,5,3,60,Shabazz,0,0,0,17,0,3,Shabazz Napier,8,4,Napier,N/A,1,Portland,1
2,0,0,6,2,33,7,2,29,Pat,0,0,0,21,2,3,Pat Connaughton,6,2,Connaughton,N/A,0,Portland,1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Maurice,N/A,N/A,N/A,N/A,N/A,N/A,Maurice Harkless,N/A,N/A,Harkless,N/A,N/A,Portland,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jake,N/A,N/A,N/A,N/A,N/A,N/A,Jake Layman,N/A,N/A,Layman,N/A,N/A,Portland,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Meyers,N/A,N/A,N/A,N/A,N/A,N/A,Meyers Leonard,N/A,N/A,Leonard,N/A,N/A,Portland,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Noah,N/A,N/A,N/A,N/A,N/A,N/A,Noah Vonleh,N/A,N/A,Vonleh,N/A,N/A,Portland,N/A
