AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
0,0,1,5,1,20,14,8,57,Bojan,2,2,100,33,0,1,Bojan Bogdanovic,19,1,Bogdanovic,F,2,Indiana,2
3,0,5,0,0,0,5,1,20,Thaddeus,2,2,100,29,3,3,Thaddeus Young,4,8,Young,F,1,Indiana,1
2,3,4,4,1,25,13,6,46,Myles,7,7,100,30,2,2,Myles Turner,20,6,Turner,C,1,Indiana,2
2,0,5,5,3,60,15,8,53,Victor,5,4,80,32,0,3,Victor Oladipo,23,5,Oladipo,G,1,Indiana,2
1,0,1,0,0,0,8,5,62,Darren,1,1,100,23,0,2,Darren Collison,11,1,Collison,G,0,Indiana,0
2,0,2,2,1,50,9,5,56,Cory,0,0,0,28,1,2,Cory Joseph,11,3,Joseph,N/A,0,Indiana,0
6,1,8,2,0,0,6,4,67,Lance,2,2,100,26,0,2,Lance Stephenson,10,8,Stephenson,N/A,0,Indiana,2
3,1,3,0,0,0,5,2,40,Domantas,0,0,0,22,1,3,Domantas Sabonis,4,4,Sabonis,N/A,0,Indiana,0
0,0,0,2,1,50,3,1,33,Joe,0,0,0,13,0,0,Joe Young,3,0,Young,N/A,0,Indiana,0
0,0,0,0,0,0,2,0,0,Alex,0,0,0,2,1,0,Alex Poythress,0,1,Poythress,N/A,0,Indiana,0
0,0,0,1,0,0,2,0,0,Damien,0,0,0,2,0,0,Damien Wilkins,0,0,Wilkins,N/A,0,Indiana,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Al,N/A,N/A,N/A,N/A,N/A,N/A,Al Jefferson,N/A,N/A,Jefferson,N/A,N/A,Indiana,N/A
3,1,6,6,1,17,10,3,30,Taurean,2,1,50,28,0,2,Taurean Prince,8,6,Prince,F,0,Atlanta,2
1,0,2,4,1,25,11,4,36,Ersan,2,1,50,26,3,3,Ersan Ilyasova,10,5,Ilyasova,F,0,Atlanta,1
1,2,4,0,0,0,6,4,67,Miles,2,2,100,21,1,1,Miles Plumlee,10,5,Plumlee,C,1,Atlanta,1
3,1,3,4,3,75,7,5,71,Kent,0,0,0,27,0,2,Kent Bazemore,13,3,Bazemore,G,1,Atlanta,1
8,0,2,3,0,0,15,4,27,Dennis,0,0,0,32,1,2,Dennis Schroder,8,3,Schroder,G,2,Atlanta,1
0,1,5,0,0,0,7,6,86,John,6,6,100,27,4,2,John Collins,18,9,Collins,N/A,0,Atlanta,4
3,0,1,5,1,20,13,5,38,Marco,2,2,100,23,1,1,Marco Belinelli,13,2,Belinelli,N/A,0,Atlanta,1
2,0,3,2,1,50,3,1,33,DeAndre',0,0,0,18,1,1,DeAndre' Bembry,3,4,Bembry,N/A,1,Atlanta,2
3,1,4,1,0,0,3,1,33,Isaiah,1,1,100,16,0,1,Isaiah Taylor,3,4,Taylor,N/A,0,Atlanta,0
1,0,0,3,0,0,3,0,0,Luke,0,0,0,9,0,0,Luke Babbitt,0,0,Babbitt,N/A,0,Atlanta,0
2,0,2,1,1,100,3,2,67,Malcolm,5,4,80,12,0,2,Malcolm Delaney,9,2,Delaney,N/A,0,Atlanta,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tyler,N/A,N/A,N/A,N/A,N/A,N/A,Tyler Cavanaugh,N/A,N/A,Cavanaugh,N/A,N/A,Atlanta,N/A
