p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
10,Byrd,4,0,3,P,0,30,0,0,0,Paul Byrd,5,,.000,0,.000,0,70,0,Paul,0,4,,0,0,7,2/3,0,.000,0,,,0,72,true,0,4.93,0,23,0,0,107,0,0,0,0,0,Indians,0,.000,0,.000
,Dellucci,,,,,,,,,,David Dellucci,,,,,,,,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Westbrook,,,,,,,,,,Jake Westbrook,,,,,,,,,Jake,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Ginter,,,,,,,,,,Matt Ginter,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Hafner,,,,,,,,,,Travis Hafner,,,,,,,,,Travis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Martinez,,,,,,,,,,Victor Martinez,,,,,,,,,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Lee,,,,,,,,,,Cliff Lee,,,,,,,,,Cliff,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Carroll,,,,,,,,,,Jamey Carroll,,,,,,,,,Jamey,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Peralta,,0,,SS,0,,0,0,4,Jhonny Peralta,,3,1.000,,.269,,,2,Jhonny,,,,,0,,,0,.802,,400,,0,,,1,,1,,1,,,0,0,0,0,2,Indians,0,.491,0,.311
,Choo,,,,,,,,,,Shin-Soo Choo,,,,,,,,,Shin-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Barfield,,,,,,,,,,Josh Barfield,,,,,,,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Marte,,0,,3B,1,,0,0,4,Andy Marte,,3,1.000,,.185,,,1,Andy,,,,,0,,,0,.531,,600,,0,,,4,,0,,0,,,0,0,0,0,0,Indians,0,.296,0,.235
,Gutierrez,,1,,RF,1,,0,0,3,Franklin Gutierrez,,2,1.000,,.218,,,2,Franklin,,,,,5,,,0,.606,,200,,0,,,0,,0,,1,,,0,1,0,0,0,Indians,0,.342,0,.264
,Sizemore,,0,,CF,1,,0,0,3,Grady Sizemore,,,1.000,,.279,,,0,Grady,,,,,2,,,1,.928,,100,,0,,,0,,1,,2,,,0,1,0,0,0,Indians,1,.544,0,.384
,Betancourt,,,,,,,,,,Rafael Betancourt,,,,,,,,,Rafael,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Shoppach,,0,,C,0,,0,0,4,Kelly Shoppach,,2,1.000,,.259,,,2,Kelly,,,,,6,,,0,.801,,500,,0,,,0,,1,,2,,,1,1,0,0,1,Indians,0,.476,0,.325
,Hernandez,,,,,,,,,,Roberto Hernandez,,,,,,,,,Roberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Garko,,0,,1B,2,,0,0,4,Ryan Garko,,,1.000,,.240,,,0,Ryan,,,,,11,,,0,.664,,700,,0,,,0,,1,,2,,,0,1,0,0,0,Indians,0,.353,0,.311
,Francisco,,0,,LF,3,,0,1,3,Ben Francisco,,,1.000,,.273,,,2,Ben,,,,,2,,,0,.778,,300,,0,,,0,,0,,0,,,0,0,0,0,0,Indians,0,.442,0,.336
,Cabrera,,0,,2B,1,,0,0,4,Asdrubal Cabrera,,2,1.000,,.187,,,2,Asdrubal,,,,,1,,,0,.544,,900,,0,,,3,,0,,1,,,1,1,0,0,2,Indians,0,.262,0,.282
,Mastny,,,,,,,,,,Tom Mastny,,,,,,,,,Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Lewis,,,,,,,,,,Jensen Lewis,,,,,,,,,Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Sowers,,,,,,,,,,Jeremy Sowers,,,,,,,,,Jeremy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Perez,,,,,,,,,,Rafael Perez,,,,,,,,,Rafael,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Gonzalez,,0,,DH,1,,0,0,4,Andy Gonzalez,,1,.000,,.400,,,2,Andy,,,,,0,,,0,.800,,800,,0,,,0,,0,,1,,,0,0,1,0,0,Indians,0,.400,0,.400
1,Mujica,0,0,0,P,0,4,0,0,0,Edward Mujica,0,,.000,0,.000,0,12,0,Edward,0,2,,0,0,1,1/3,0,.000,1,,,0,56,,0,3.86,0,4,0,0,17,0,0,0,0,0,Indians,0,.000,0,.000
,Kobayashi,,,,,,,,,,Masa Kobayashi,,,,,,,,,Masa,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians,,,,
,Jones,,,,,,,,,,Todd Jones,,,,,,,,,Todd,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Ordonez,,0,,RF,2,,0,0,4,Magglio Ordonez,,1,1.000,,.323,,,3,Magglio,,,,,2,,,0,.890,,400,,0,,,0,,0,,1,,,0,0,0,0,0,Tigers,0,.509,0,.381
,Renteria,,0,,SS,0,,0,0,3,Edgar Renteria,,3,1.000,,.261,,,1,Edgar,,,,,1,,,0,.643,,900,,0,,,5,,0,,0,,,0,0,0,0,0,Tigers,0,.333,0,.310
,Rodriguez,,0,,C,2,,0,0,3,Ivan Rodriguez,,,1.000,,.295,,,2,Ivan,,,,,1,,,0,.755,,800,,0,,,0,,0,,0,,,0,0,1,0,0,Tigers,0,.417,0,.338
7,Rogers,9,0,1,P,0,28,0,0,0,Kenny Rogers,8,,1.000,0,.000,5,63,0,Kenny,0,1,,2,0,5,2/3,0,.000,0,,true,0,31,,4,4.62,0,17,0,5,98,0,0,0,0,0,Tigers,0,.000,0,.000
,Polanco,,0,,2B,4,,0,0,4,Placido Polanco,,,1.000,,.307,,,4,Placido,,,,,1,,,0,.752,,200,,0,,,3,,0,,0,,,0,0,0,0,0,Tigers,0,.402,0,.350
,Wilson,,,,,,,,,,Vance Wilson,,,,,,,,,Vance,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Guillen,,0,,3B,0,,0,0,3,Carlos Guillen,,1,1.000,,.282,,,1,Carlos,,,,,1,,,1,.811,,300,,0,,,1,,0,,0,,,0,0,2,0,0,Tigers,0,.438,0,.373
,Seay,,,,,,,,,,Bobby Seay,,,,,,,,,Bobby,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Inge,,,,,,,,,,Brandon Inge,,,,,,,,,Brandon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Fossum,,,,,,,,,,Casey Fossum,,,,,,,,,Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Thames,,0,,DH,1,,0,0,3,Marcus Thames,,1,.000,,.258,,,1,Marcus,,,,,0,,,1,.911,,700,,0,,,0,,0,,0,,,0,0,1,0,0,Tigers,0,.589,0,.322
,Rodney,,,,,,,,,,Fernando Rodney,,,,,,,,,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Cabrera,,0,,1B,1,,0,0,4,Miguel Cabrera,,2,1.000,,.291,,,1,Miguel,,,,,14,,,0,.838,,500,,0,,,0,,0,,0,,,0,0,1,0,0,Tigers,0,.486,0,.352
,Santiago,,,,,,,,,,Ramon Santiago,,,,,,,,,Ramon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Robertson,,,,,,,,,,Nate Robertson,,,,,,,,,Nate,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
1,Lopez,1,0,0,P,0,8,0,0,0,Aquilino Lopez,3,,.000,1,.000,0,18,0,Aquilino,0,0,,0,0,2,1/3,0,.000,3,,,0,55,,0,2.89,0,7,0,0,24,0,0,0,0,0,Tigers,0,.000,0,.000
,Bonderman,,,,,,,,,,Jeremy Bonderman,,,,,,,,,Jeremy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Raburn,,,,,,,,,,Ryan Raburn,,,,,,,,,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Granderson,,0,,CF,0,,0,0,3,Curtis Granderson,,1,1.000,,.298,,,0,Curtis,,,,,1,,,1,.853,,100,,0,,,0,,1,,2,,,0,0,0,0,0,Tigers,0,.489,0,.364
,Verlander,,,,,,,,,,Justin Verlander,,,,,,,,,Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Miner,,,,,,,,,,Zach Miner,,,,,,,,,Zach,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Galarraga,,,,,,,,,,Armando Galarraga,,,,,,,,,Armando,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Zumaya,,,,,,,,,,Joel Zumaya,,,,,,,,,Joel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Dolsi,,,,,,,,,,Freddy Dolsi,,,,,,,,,Freddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
