AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
0,0,2,2,1,50,6,3,50,OG,2,2,100,19,0,3,OG Anunoby,9,2,Anunoby,F,0,Toronto,0
1,1,10,3,3,100,11,8,73,Serge,2,2,100,34,3,4,Serge Ibaka,21,13,Ibaka,F,0,Toronto,0
0,0,11,1,1,100,12,7,58,Jonas,8,5,62,30,0,4,Jonas Valanciunas,20,11,Valanciunas,C,1,Toronto,1
4,0,5,4,0,0,24,12,50,DeMar,15,13,87,37,2,1,DeMar DeRozan,37,7,DeRozan,G,0,Toronto,1
7,0,2,7,2,29,12,3,25,Kyle,4,4,100,34,0,2,Kyle Lowry,12,2,Lowry,G,1,Toronto,0
0,0,1,3,1,33,6,2,33,CJ,0,0,0,17,0,2,CJ Miles,5,1,Miles,N/A,1,Toronto,0
3,0,0,3,1,33,8,2,25,Fred,0,0,0,24,0,5,Fred VanVleet,5,0,VanVleet,N/A,2,Toronto,2
1,1,1,0,0,0,4,2,50,Jakob,0,0,0,18,3,1,Jakob Poeltl,4,4,Poeltl,N/A,0,Toronto,0
0,1,4,1,0,0,2,1,50,Pascal,0,0,0,14,0,0,Pascal Siakam,2,4,Siakam,N/A,1,Toronto,0
0,0,1,2,0,0,6,0,0,Norman,0,0,0,10,0,3,Norman Powell,0,1,Powell,N/A,1,Toronto,2
0,0,0,0,0,0,1,0,0,Lorenzo,0,0,0,2,0,0,Lorenzo Brown,0,0,Brown,N/A,0,Toronto,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alfonzo,N/A,N/A,N/A,N/A,N/A,N/A,Alfonzo McKinnie,N/A,N/A,McKinnie,N/A,N/A,Toronto,N/A
1,0,2,1,0,0,15,5,33,T.J.,8,7,88,24,1,6,T.J. Warren,17,3,Warren,F,0,Phoenix,1
0,0,2,2,0,0,3,0,0,Marquese,4,2,50,18,1,4,Marquese Chriss,2,3,Chriss,F,0,Phoenix,0
0,2,8,0,0,0,11,7,64,Greg,6,3,50,30,3,2,Greg Monroe,17,11,Monroe,C,1,Phoenix,2
0,0,1,4,0,0,7,0,0,Josh,2,2,100,22,0,4,Josh Jackson,2,1,Jackson,G,0,Phoenix,1
8,0,4,1,0,0,8,6,75,Tyler,4,4,100,29,1,2,Tyler Ulis,16,5,Ulis,G,0,Phoenix,0
0,1,3,10,7,70,16,11,69,Troy,3,3,100,32,0,1,Troy Daniels,32,3,Daniels,N/A,0,Phoenix,0
3,5,2,0,0,0,5,3,60,Alex,3,3,100,18,4,3,Alex Len,9,6,Len,N/A,1,Phoenix,3
1,1,4,4,1,25,6,2,33,Dragan,0,0,0,28,0,1,Dragan Bender,5,4,Bender,N/A,0,Phoenix,1
6,0,4,1,0,0,9,3,33,Mike,2,1,50,19,0,0,Mike James,7,4,James,N/A,1,Phoenix,3
1,0,1,1,0,0,3,0,0,Danuel,2,2,100,20,0,1,Danuel House Jr.,2,1,House,N/A,0,Phoenix,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Isaiah,N/A,N/A,N/A,N/A,N/A,N/A,Isaiah Canaan,N/A,N/A,Canaan,N/A,N/A,Phoenix,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jared,N/A,N/A,N/A,N/A,N/A,N/A,Jared Dudley,N/A,N/A,Dudley,N/A,N/A,Phoenix,N/A
