p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
0,Choate,0,0,0,P,0,1,0,0,0,Randy Choate,0,,.000,0,.000,0,2,0,Randy,0,0,,0,0,0,1/3,0,,3,904,,0,,,0,1.42,0,1,0,0,2,0,0,0,0,0,Cardinals,0,,0,
,Holliday,,0,,LF,2,,0,0,4,Matt Holliday,,,1.000,,.270,,,3,Matt,,,,,2,,,0,,,300,,0,,,0,,1,,1,,,0,0,1,0,1,Cardinals,0,,0,
,Ellis,,0,,2B,3,,0,0,4,Mark Ellis,,,1.000,,.100,,,3,Mark,,,,,0,,,0,,,800,,0,,,4,,0,,0,,,0,0,1,0,0,Cardinals,0,,0,
,Peralta,,0,,SS,1,,0,0,3,Jhonny Peralta,,1,1.000,,.175,,,2,Jhonny,,,,,1,,,1,,,200,,0,,,2,,1,,1,,,0,0,0,0,0,Cardinals,0,,0,
,Wainwright,,,,,,,,,,Adam Wainwright,,,,,,,,,Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Molina,,0,,C,1,,0,0,4,Yadier Molina,,1,1.000,,.345,,,6,Yadier,,,,,5,,,0,,,500,,0,,,0,,0,,0,,,0,0,2,0,0,Cardinals,0,,0,
,Motte,,,,,,,,,,Jason Motte,,,,,,,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Jay,,0,,PH,0,,0,0,1,Jon Jay,,1,.000,,.302,,,1,Jon,,,,,0,,,0,,,901,,0,,,0,,0,,0,,,0,0,0,0,0,Cardinals,0,,0,
,Garcia,,,,,,,,,,Jaime Garcia,,,,,,,,,Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Neshek,,,,,,,,,,Pat Neshek,,,,,,,,,Pat,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Robinson,,,,,,,,,,Shane Robinson,,,,,,,,,Shane,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Lynn,,,,,,,,,,Lance Lynn,,,,,,,,,Lance,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Bourjos,,0,,CF,2,,0,0,3,Peter Bourjos,,,1.000,,.163,,,2,Peter,,,,,5,,,1,,,700,,0,,,0,,0,,0,,,0,0,1,0,0,Cardinals,1,,0,
,Cruz,,,,,,,,,,Tony Cruz,,,,,,,,,Tony,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Craig,,0,,RF,0,,0,0,4,Allen Craig,,2,1.000,,.174,,,0,Allen,,,,,2,,,0,,,600,,0,,,0,,0,,1,,,0,0,1,0,0,Cardinals,0,,0,
,Descalso,,0,,PH,0,,0,0,1,Daniel Descalso,,,.000,,.111,,,0,Daniel,,,,,0,,,0,,,905,,0,,,0,,0,,0,,,0,0,1,0,0,Cardinals,0,,0,
,Kelly,,,,,,,,,,Joe Kelly,,,,,,,,,Joe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
0,Fornataro,2,0,1,P,0,5,0,0,0,Eric Fornataro,0,,.000,0,.000,2,7,0,Eric,0,0,,0,0,0,2/3,0,,0,903,,0,,,0,4.91,0,2,0,2,13,0,0,0,0,0,Cardinals,0,,0,
,Siegrist,,,,,,,,,,Kevin Siegrist,,,,,,,,,Kevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Wong,,,,,,,,,,Kolten Wong,,,,,,,,,Kolten,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
