AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
2,4,1,3,3,100,6,5,83,Wesley,1,0,0,29,1,4,Wesley Johnson,13,2,Johnson,F,1,Los Angeles,1
2,0,7,0,0,0,13,7,54,Carlos,0,0,0,26,0,4,Carlos Boozer,14,7,Boozer,F,2,Los Angeles,0
1,0,8,0,0,0,15,10,67,Jordan,2,2,100,31,5,2,Jordan Hill,22,13,Hill,C,1,Los Angeles,1
13,0,5,3,1,33,11,4,36,Kobe,3,3,100,33,0,2,Kobe Bryant,12,5,Bryant,G,2,Los Angeles,10
5,0,3,4,2,50,5,2,40,Jeremy,7,5,71,30,1,4,Jeremy Lin,11,4,Lin,G,0,Los Angeles,0
0,0,7,0,0,0,1,1,100,Ed,2,1,50,19,4,2,Ed Davis,3,11,Davis,N/A,0,Los Angeles,2
0,1,1,6,3,50,13,5,39,Nick,7,6,86,21,0,0,Nick Young,19,1,Young,N/A,0,Los Angeles,0
2,0,0,0,0,0,2,0,0,Ronnie,0,0,0,18,1,2,Ronnie Price,0,1,Price,N/A,1,Los Angeles,0
0,1,1,0,0,0,8,1,13,Robert,2,1,50,17,0,3,Robert Sacre,3,1,Sacre,N/A,0,Los Angeles,0
0,0,2,1,1,100,7,4,57,Wayne,0,0,0,16,0,3,Wayne Ellington,9,2,Ellington,N/A,2,Los Angeles,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jordan,N/A,N/A,N/A,N/A,N/A,N/A,Jordan Clarkson,N/A,N/A,Clarkson,N/A,N/A,Los Angeles,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Xavier,N/A,N/A,N/A,N/A,N/A,N/A,Xavier Henry,N/A,N/A,Henry,N/A,N/A,Los Angeles,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ryan,N/A,N/A,N/A,N/A,N/A,N/A,Ryan Kelly,N/A,N/A,Kelly,N/A,N/A,Los Angeles,N/A
1,0,1,2,1,50,5,2,40,Kyle,0,0,0,17,1,0,Kyle Singler,5,2,Singler,F,0,Detroit,0
6,1,8,1,0,0,17,7,41,Josh,4,4,100,33,2,3,Josh Smith,18,10,Smith,F,3,Detroit,5
0,3,6,0,0,0,9,3,33,Andre,4,2,50,25,7,1,Andre Drummond,8,13,Drummond,C,0,Detroit,1
0,0,3,3,0,0,9,3,33,Kentavious,2,1,50,33,1,2,Kentavious Caldwell-Pope,7,4,Caldwell-Pope,G,0,Detroit,1
4,0,2,1,0,0,10,2,20,Brandon,6,6,100,24,0,1,Brandon Jennings,10,2,Jennings,G,0,Detroit,3
3,0,8,0,0,0,7,2,29,Greg,6,4,67,26,2,3,Greg Monroe,8,10,Monroe,N/A,1,Detroit,1
0,0,0,1,0,0,3,0,0,Cartier,0,0,0,5,0,1,Cartier Martin,0,0,Martin,N/A,0,Detroit,1
0,0,2,4,2,50,7,4,57,Caron,1,1,100,29,0,2,Caron Butler,11,2,Butler,N/A,0,Detroit,1
5,0,0,2,1,50,7,4,57,D.J.,6,4,67,24,1,1,D.J. Augustin,13,1,Augustin,N/A,0,Detroit,0
0,1,2,4,1,25,8,3,38,Jonas,2,2,100,12,2,1,Jonas Jerebko,9,4,Jerebko,N/A,1,Detroit,0
1,0,1,3,1,33,8,3,38,Gigi,0,0,0,12,0,1,Gigi Datome,7,1,Datome,N/A,1,Detroit,1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Joel,N/A,N/A,N/A,N/A,N/A,N/A,Joel Anthony,N/A,N/A,Anthony,N/A,N/A,Detroit,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spencer,N/A,N/A,N/A,N/A,N/A,N/A,Spencer Dinwiddie,N/A,N/A,Dinwiddie,N/A,N/A,Detroit,N/A
