AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
8,0,8,2,0,0,16,7,44,LeBron,7,6,86,36,1,3,LeBron James,20,9,James,F,1,Cleveland,1
3,0,6,7,5,71,19,9,47,Kevin,6,6,100,37,0,3,Kevin Love,29,6,Love,F,0,Cleveland,0
0,1,11,0,0,0,5,3,60,Tristan,5,5,100,31,3,2,Tristan Thompson,11,14,Thompson,C,0,Cleveland,1
2,0,2,6,2,33,10,2,20,JR,0,0,0,33,0,2,JR Smith,6,2,Smith,G,0,Cleveland,1
2,0,4,3,0,0,19,11,58,Kyrie,7,6,86,32,0,2,Kyrie Irving,28,4,Irving,G,1,Cleveland,1
1,0,4,0,0,0,6,5,83,Timofey,2,2,100,19,4,2,Timofey Mozgov,12,8,Mozgov,N/A,0,Cleveland,1
4,0,1,1,1,100,4,1,25,Matthew,2,2,100,21,2,3,Matthew Dellavedova,5,3,Dellavedova,N/A,1,Cleveland,1
0,0,1,2,1,50,2,1,50,Iman,0,0,0,15,0,3,Iman Shumpert,3,1,Shumpert,N/A,0,Cleveland,1
0,0,0,2,0,0,2,0,0,Richard,0,0,0,12,0,4,Richard Jefferson,0,0,Jefferson,N/A,1,Cleveland,0
0,0,0,0,0,0,0,0,0,Jared,0,0,0,2,0,1,Jared Cunningham,0,0,Cunningham,N/A,0,Cleveland,0
0,0,0,0,0,0,0,0,0,James,0,0,0,2,0,0,James Jones,0,0,Jones,N/A,0,Cleveland,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anderson,N/A,N/A,N/A,N/A,N/A,N/A,Anderson Varejao,N/A,N/A,Varejao,N/A,N/A,Cleveland,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mo,N/A,N/A,N/A,N/A,N/A,N/A,Mo Williams,N/A,N/A,Williams,N/A,N/A,Cleveland,N/A
2,0,2,4,1,25,10,4,40,Marcus,5,5,100,30,0,4,Marcus Morris,14,2,Morris,F,1,Detroit,1
0,0,3,4,1,25,10,4,40,Ersan,2,2,100,27,1,4,Ersan Ilyasova,11,4,Ilyasova,F,1,Detroit,1
0,3,7,0,0,0,14,9,64,Andre,8,2,25,35,1,4,Andre Drummond,20,8,Drummond,C,1,Detroit,0
2,1,4,4,2,50,15,7,47,Kentavious,3,3,100,35,3,2,Kentavious Caldwell-Pope,19,7,Caldwell-Pope,G,1,Detroit,0
6,0,2,3,0,0,16,6,38,Reggie,3,3,100,32,0,0,Reggie Jackson,15,2,Jackson,G,0,Detroit,3
3,0,3,5,2,40,5,2,40,Anthony,2,2,100,21,1,1,Anthony Tolliver,8,4,Tolliver,N/A,0,Detroit,0
5,0,3,1,1,100,10,6,60,Stanley,3,2,67,30,1,4,Stanley Johnson,15,4,Johnson,N/A,1,Detroit,2
2,0,2,2,0,0,2,0,0,Brandon,0,0,0,16,0,1,Brandon Jennings,0,2,Jennings,N/A,0,Detroit,1
0,0,4,0,0,0,2,2,100,Aron,0,0,0,11,1,3,Aron Baynes,4,5,Baynes,N/A,0,Detroit,1
0,0,0,0,0,0,0,0,0,Joel,0,0,0,2,1,1,Joel Anthony,0,1,Anthony,N/A,0,Detroit,0
0,0,0,0,0,0,0,0,0,Darrun,0,0,0,0,0,0,Darrun Hilliard,0,0,Hilliard,N/A,0,Detroit,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Steve,N/A,N/A,N/A,N/A,N/A,N/A,Steve Blake,N/A,N/A,Blake,N/A,N/A,Detroit,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reggie,N/A,N/A,N/A,N/A,N/A,N/A,Reggie Bullock,N/A,N/A,Bullock,N/A,N/A,Detroit,N/A
