p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
3,Wright,0,0,0,P,0,2,0,0,0,Jamey Wright,4,,.000,0,.000,0,6,0,Jamey,0,1,,0,0,0,2/3,0,.000,5,203,,0,53,,0,4.02,0,2,0,0,9,0,0,0,0,0,Dodgers,0,.000,0,.000
,Hairston,,,,,,,,,,Jerry Hairston,,,,,,,,,Jerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Lilly,,,,,,,,,,Ted Lilly,,,,,,,,,Ted,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Kennedy,,0,,2B,0,,0,0,3,Adam Kennedy,,1,1.000,,.263,,,0,Adam,,,,,5,,,0,.687,,200,,0,,,1,,0,,2,,,0,0,0,0,0,Dodgers,0,.346,0,.341
,Treanor,,,,,,,,,,Matt Treanor,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
0,Choate,0,0,1,P,0,2,0,0,0,Randy Choate,0,,1.000,0,.000,0,2,0,Randy,1,0,,0,0,0,1/3,0,.000,18,202,,0,50,,1,2.84,0,1,0,0,7,0,0,0,0,0,Dodgers,0,.000,0,.000
,Uribe,,0,,PH,0,,0,0,1,Juan Uribe,,,.000,,.182,,,0,Juan,,,,,0,,,0,.524,,204,,0,,,0,,0,,0,,,0,0,1,0,0,Dodgers,0,.277,0,.247
,Rivera,,0,,1B,1,,0,0,2,Juan Rivera,,,1.000,,.239,,,0,Juan,,,,,4,,,0,.626,,901,,0,,,0,,0,,1,,,0,1,0,0,0,Dodgers,0,.347,0,.279
,Guerrier,,,,,,,,,,Matt Guerrier,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Ellis,,0,,2B,0,,0,0,1,Mark Ellis,,1,.000,,.257,,,0,Mark,,,,,0,,,0,.697,,602,,0,,,0,,0,,0,,,0,0,0,0,0,Dodgers,0,.348,0,.349
,Harang,,,,,,,,,,Aaron Harang,,,,,,,,,Aaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Capuano,,,,,,,,,,Chris Capuano,,,,,,,,,Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Victorino,,0,,LF,2,,0,0,4,Shane Victorino,,,1.000,,.259,,,0,Shane,,,,,1,,,0,.713,,100,,0,,,0,,0,,1,,,0,0,1,0,0,Dodgers,0,.393,0,.320
,Loney,,0,,1B,0,,0,0,2,James Loney,,2,1.000,,.254,,,1,James,,,,,3,,,0,.645,,600,,0,,,1,,0,,0,,,0,0,0,0,0,Dodgers,0,.344,0,.301
12,Blanton,10,0,2,P,0,27,0,0,1,Joe Blanton,8,1,.000,0,.091,4,55,0,Joe,0,6,,0,0,5,2/3,0,.258,0,900,true,1,37,,0,5.02,0,17,0,4,80,0,0,0,0,0,Dodgers,0,.091,0,.167
,Belisario,,,,,,,,,,Ronald Belisario,,,,,,,,,Ronald,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
6,League,0,0,0,P,0,4,0,0,0,Brandon League,0,,1.000,6,.000,0,10,0,Brandon,9,1,,0,0,1,1/3,0,.000,7,201,,0,55,,1,4.24,0,4,0,0,13,0,0,0,0,0,Dodgers,0,.000,0,.000
,Coffey,,,,,,,,,,Todd Coffey,,,,,,,,,Todd,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Ramirez,,0,,SS,1,,0,0,3,Hanley Ramirez,,1,1.000,,.261,,,0,Hanley,,,,,2,,,0,.786,,500,,0,,,3,,1,,1,,,0,0,0,0,0,Dodgers,0,.454,0,.332
,Ethier,,0,,RF,0,,0,0,4,Andre Ethier,,3,1.000,,.275,,,3,Andre,,,,,1,,,0,.783,,400,,0,,,0,,0,,0,,,0,0,2,0,0,Dodgers,0,.437,0,.346
,Jansen,,,,,,,,,,Kenley Jansen,,,,,,,,,Kenley,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Sellers,,,,,,,,,,Justin Sellers,,,,,,,,,Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Billingsley,,,,,,,,,,Chad Billingsley,,,,,,,,,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Ellis,,0,,C,0,,0,0,2,A.J. Ellis,,1,1.000,,.274,,,0,A.J.,,,,,9,,,1,.802,,800,,0,,,2,,0,,0,,,0,0,1,0,0,Dodgers,0,.420,0,.382
1,Elbert,0,0,0,P,0,3,0,0,0,Scott Elbert,1,,.000,0,.000,0,7,0,Scott,0,0,,0,0,1,,0,.000,8,601,,0,53,,0,2.30,0,3,0,0,13,0,0,0,0,0,Dodgers,0,.000,0,.000
,Hawksworth,,,,,,,,,,Blake Hawksworth,,,,,,,,,Blake,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Cruz,,0,,3B,1,,0,0,3,Luis Alfonso Cruz,,1,1.000,,.288,,,1,Luis Alfonso,,,,,0,,,0,.797,,700,,0,,,3,,0,,0,,,0,0,1,0,0,Dodgers,0,.468,0,.329
,Kemp,,0,,CF,2,,0,0,3,Matt Kemp,,2,1.000,,.333,,,1,Matt,,,,,2,,,0,.993,,300,,0,,,0,,0,,1,,,0,0,0,0,1,Dodgers,0,.593,1,.400
,Tolleson,,,,,,,,,,Shawn Tolleson,,,,,,,,,Shawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Kershaw,,,,,,,,,,Clayton Kershaw,,,,,,,,,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,De La Rosa,,,,,,,,,,Rubby De La Rosa,,,,,,,,,Rubby,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Gordon,,,,,,,,,,Dee Gordon,,,,,,,,,Dee,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Penny,,,,,,,,,,Brad Penny,,,,,,,,,Brad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Zito,,,,,,,,,,Barry Zito,,,,,,,,,Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Vogelsong,,,,,,,,,,Ryan Vogelsong,,,,,,,,,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Huff,,,,,,,,,,Aubrey Huff,,,,,,,,,Aubrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Scutaro,,0,,2B,0,,0,0,5,Marco Scutaro,,1,1.000,,.283,,,2,Marco,,,,,2,,,0,.709,,200,,0,,,5,,0,,2,,,0,1,2,0,0,Giants,0,.378,0,.331
,Affeldt,,,,,,,,,,Jeremy Affeldt,,,,,,,,,Jeremy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Loux,,,,,,,,,,Shane Loux,,,,,,,,,Shane,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Sanchez,,,,,,,,,,Freddy Sanchez,,,,,,,,,Freddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
0,Lopez,0,0,0,P,0,1,0,0,0,Javier Lopez,3,,.000,2,.000,0,3,0,Javier,3,0,true,0,0,0,2/3,0,.000,12,403,,0,52,,0,2.63,0,2,0,0,5,0,0,0,0,0,Giants,0,.000,0,.000
,Cain,,,,,,,,,,Matt Cain,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
5,Casilla,0,0,0,P,0,6,0,0,0,Santiago Casilla,4,,.000,6,.000,0,13,0,Santiago,24,0,,0,0,2,,0,.000,3,401,,0,56,,0,3.20,0,6,0,0,19,0,0,0,0,0,Giants,0,.000,0,.000
,Pagan,,0,,CF,1,,1,0,5,Angel Pagan,,1,1.000,,.287,,,2,Angel,,,,,1,,,0,.759,,100,,0,,,1,,1,,3,,,0,1,0,0,1,Giants,0,.424,0,.335
,Arias,,0,,3B,0,,0,0,0,Joaquin Arias,,,.000,,.272,,,0,Joaquin,,,,,0,,,0,.671,,301,,0,,,0,,0,,0,,,0,0,0,0,0,Giants,0,.362,0,.309
,Theriot,,,,,,,,,,Ryan Theriot,,,,,,,,,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Wilson,,,,,,,,,,Brian Wilson,,,,,,,,,Brian,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Christian,,,,,,,,,,Justin Christian,,,,,,,,,Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Pence,,0,,RF,2,,0,0,4,Hunter Pence,,2,1.000,,.259,,,5,Hunter,,,,,3,,,0,.747,,500,,0,,,0,,0,,0,,,0,0,0,0,0,Giants,0,.427,0,.320
13,Lincecum,5,1,1,P,0,21,0,0,2,Tim Lincecum,7,2,1.000,0,.111,1,52,0,Tim,0,4,,0,0,5,2/3,0,.311,0,900,,0,58,true,1,5.30,0,17,1,1,87,0,0,0,0,0,Giants,0,.111,0,.200
,Blanco,,0,,LF,0,,0,0,4,Gregor Blanco,,1,1.000,,.234,,,0,Gregor,,,,,2,,,0,.667,,700,,0,,,0,,0,,1,,,0,1,2,0,0,Giants,0,.339,0,.328
,Hensley,,,,,,,,,,Clay Hensley,,,,,,,,,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Posey,,0,,1B,0,,0,0,3,Buster Posey,,1,1.000,,.327,,,1,Buster,,,,,8,,,1,.941,,400,,0,,,0,,0,,1,,,0,0,1,0,2,Giants,0,.538,0,.403
,Hacker,,,,,,,,,,Eric Hacker,,,,,,,,,Eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Sandoval,,0,,3B,2,,0,0,3,Pablo Sandoval,,,1.000,,.296,,,1,Pablo,,,,,0,,,1,.825,,300,,0,,,3,,0,,1,,,0,0,0,0,0,Giants,0,.477,0,.348
2,Mijares,0,0,0,P,0,1,0,0,0,Jose Mijares,3,,.000,1,.000,0,3,0,Jose,0,1,,0,0,0,1/3,0,.000,12,901,,0,52,,0,2.78,0,1,0,0,5,0,0,0,0,0,Giants,0,.000,0,.000
,Surkamp,,,,,,,,,,Eric Surkamp,,,,,,,,,Eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,,,,
,Belt,,0,,1B,0,,0,0,1,Brandon Belt,,1,1.000,,.264,,,1,Brandon,,,,,4,,,0,.755,,902,,0,,,0,,0,,0,,,0,0,0,0,0,Giants,0,.395,0,.360
2,Romo,1,0,0,P,0,2,0,0,0,Sergio Romo,3,,.000,1,.000,0,7,0,Sergio,5,1,,0,0,0,1/3,0,.000,21,402,,0,50,,0,2.13,0,1,0,0,12,0,0,0,0,0,Giants,0,.000,0,.000
