p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
3,Benoit,1,0,0,P,0,4,0,0,0,Joaquin Benoit,1,,.000,3,.000,0,14,0,Joaquin,1,2,,0,0,1,,0,.000,12,905,,0,46,,0,4.41,0,3,0,0,24,0,0,0,0,0,Phillies,0,.000,0,.000
,Blanco,,,,,,,,,,Andres Blanco,,,,,,,,,Andres,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillies,,,,
2,Neshek,1,0,0,P,0,4,0,0,0,Pat Neshek,2,,.000,2,.000,0,9,0,Pat,1,2,,0,0,1,,0,.000,9,903,,0,46,,0,1.27,0,3,0,0,12,0,0,0,0,0,Phillies,0,.000,0,.000
,Buchholz,,,,,,,,,,Clay Buchholz,,,,,,,,,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillies,,,,
1,Garcia,0,0,0,P,0,3,0,0,0,Luis Garcia,1,,.000,1,.000,0,6,0,Luis,0,1,,0,0,1,,0,.000,2,902,,0,47,,0,2.55,0,3,0,0,7,0,0,0,0,0,Phillies,0,.000,0,.000
,Hellickson,,,,,,,,,,Jeremy Hellickson,,,,,,,,,Jeremy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillies,,,,
,Rupp,,0,,C,0,,0,0,3,Cameron Rupp,,,1.000,,.220,,,0,Cameron,,,,,14,,,0,.680,,700,,0,,,0,,0,,2,,,1,1,1,0,1,Phillies,0,.370,0,.310
,Galvis,,0,,SS,0,,0,0,4,Freddy Galvis,,,.000,,.251,,,1,Freddy,,,,,0,,,0,.724,,200,,0,,,0,,0,,2,,,2,2,2,0,3,Phillies,0,.423,0,.301
,Nava,,,,,,,,,,Daniel Nava,,,,,,,,,Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillies,,,,
,Herrera,,0,,CF,1,,0,0,4,Odubel Herrera,,1,1.000,,.256,,,1,Odubel,,,,,3,,,0,.685,,600,,0,,,0,,0,,1,,,1,1,1,0,1,Phillies,0,.393,0,.292
,Altherr,,0,,RF,0,,0,1,3,Aaron Altherr,,,1.000,,.284,,,0,Aaron,,,,,1,,,0,.886,,100,,0,,,0,,1,,2,,,1,2,1,0,1,Phillies,1,.530,0,.356
,Joseph,,0,,1B,2,,0,0,4,Tommy Joseph,,2,1.000,,.252,,,0,Tommy,,,,,4,,,0,.779,,400,,0,,,0,,0,,0,,,0,0,0,0,0,Phillies,0,.466,0,.313
,Kelly,,0,,2B,0,,0,0,3,Ty Kelly,,2,1.000,,.177,,,1,Ty,,,,,2,,,0,.544,,800,,0,,,0,,0,,0,,,0,0,1,0,0,Phillies,0,.323,0,.221
,Milner,,,,,,,,,,Hoby Milner,,,,,,,,,Hoby,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillies,,,,
,Perkins,,0,,PH,0,,0,0,1,Cameron Perkins,,1,.000,,.171,,,0,Cameron,,,,,0,,,0,.440,,904,,0,,,0,,0,,0,,,0,0,0,0,0,Phillies,0,.229,0,.211
3,Neris,2,0,1,P,0,6,0,0,0,Hector Neris,2,,.000,3,.000,1,12,0,Hector,7,0,,0,0,1,,0,.000,4,906,,0,37,,0,3.52,0,3,0,1,21,0,0,0,0,0,Phillies,0,.000,0,.000
7,Eickhoff,5,0,1,P,0,22,0,0,1,Jerad Eickhoff,1,,1.000,0,.059,0,49,0,Jerad,0,8,,0,0,5,,0,.118,0,900,,0,66,true,1,4.63,0,15,0,0,71,0,0,1,0,0,Phillies,0,.059,0,.059
