AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
4,2,4,7,6,86,20,11,55,Carmelo,2,2,100,39,0,4,Carmelo Anthony,30,4,Anthony,F,1,New York,4
1,2,7,4,1,25,13,4,31,Kristaps,2,2,100,33,0,4,Kristaps Porzingis,11,7,Porzingis,F,1,New York,4
1,3,7,0,0,0,6,3,50,Willy,2,2,100,32,3,3,Willy Hernangomez,8,10,Hernangomez,C,2,New York,1
1,0,4,5,2,40,13,7,54,Courtney,0,0,0,39,0,2,Courtney Lee,16,4,Lee,G,0,New York,1
7,0,3,0,0,0,21,11,52,Derrick,3,3,100,38,1,2,Derrick Rose,25,4,Rose,G,2,New York,3
2,0,1,2,1,50,4,2,50,Ron,2,1,50,18,0,2,Ron Baker,6,1,Baker,N/A,0,New York,0
1,0,3,0,0,0,2,1,50,Lance,1,1,100,15,1,1,Lance Thomas,3,4,Thomas,N/A,0,New York,0
0,4,3,0,0,0,3,1,33,Kyle,0,0,0,11,1,1,Kyle O'Quinn,2,4,O'Quinn,N/A,1,New York,2
2,1,1,3,1,33,4,1,25,Justin,2,1,50,16,0,2,Justin Holiday,4,1,Holiday,N/A,1,New York,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mindaugas,N/A,N/A,N/A,N/A,N/A,N/A,Mindaugas Kuzminskas,N/A,N/A,Kuzminskas,N/A,N/A,New York,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Maurice,N/A,N/A,N/A,N/A,N/A,N/A,Maurice Ndour,N/A,N/A,Ndour,N/A,N/A,New York,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marshall,N/A,N/A,N/A,N/A,N/A,N/A,Marshall Plumlee,N/A,N/A,Plumlee,N/A,N/A,New York,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sasha,N/A,N/A,N/A,N/A,N/A,N/A,Sasha Vujacic,N/A,N/A,Vujacic,N/A,N/A,New York,N/A
0,0,5,1,1,100,8,3,38,Andre,4,3,75,34,2,3,Andre Roberson,10,7,Roberson,F,2,Oklahoma City,0
0,0,3,1,0,0,8,3,38,Domantas,0,0,0,24,2,3,Domantas Sabonis,6,5,Sabonis,F,1,Oklahoma City,0
1,1,4,0,0,0,9,4,44,Steven,4,3,75,31,4,1,Steven Adams,11,8,Adams,C,0,Oklahoma City,1
2,0,4,6,3,50,17,9,53,Victor,0,0,0,37,0,1,Victor Oladipo,21,4,Oladipo,G,1,Oklahoma City,2
12,1,11,5,3,60,22,13,59,Russell,13,9,69,38,3,0,Russell Westbrook,38,14,Westbrook,G,3,Oklahoma City,6
0,0,2,2,1,50,8,3,38,Joffrey,2,2,100,17,0,1,Joffrey Lauvergne,9,2,Lauvergne,N/A,2,Oklahoma City,2
1,0,0,1,1,100,2,1,50,Anthony,0,0,0,7,0,0,Anthony Morrow,3,0,Morrow,N/A,0,Oklahoma City,0
2,2,4,2,2,100,3,3,100,Jerami,8,5,63,24,1,2,Jerami Grant,13,5,Grant,N/A,1,Oklahoma City,0
3,0,2,3,0,0,6,0,0,Cameron,0,0,0,12,0,0,Cameron Payne,0,2,Payne,N/A,0,Oklahoma City,1
0,0,1,2,1,50,5,2,40,Alex,0,0,0,16,0,2,Alex Abrines,5,1,Abrines,N/A,0,Oklahoma City,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Semaj,N/A,N/A,N/A,N/A,N/A,N/A,Semaj Christon,N/A,N/A,Christon,N/A,N/A,Oklahoma City,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nick,N/A,N/A,N/A,N/A,N/A,N/A,Nick Collison,N/A,N/A,Collison,N/A,N/A,Oklahoma City,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kyle,N/A,N/A,N/A,N/A,N/A,N/A,Kyle Singler,N/A,N/A,Singler,N/A,N/A,Oklahoma City,N/A
