inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Danny Salazar,1,2,2,Shin-Soo Choo,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Danny Salazar,2,1,2,Elvis Andrus,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Danny Salazar,3,0,1,Alex Rios,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Jerome Williams,0,1,0,Jason Kipnis,['Jason Kipnis'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Jerome Williams,1,1,2,Mike Aviles,['Mike Aviles'],['N/A'],['N/A'],Forceout,N/A,0,0,N/A,N/A,N/A
1,bottom,1,['Mike Aviles'],Jerome Williams,1,0,0,Michael Brantley,['N/A'],['Michael Brantley'],['N/A'],Double,N/A,1,0,1,N/A,N/A
1,bottom,0,[],Jerome Williams,1,4,0,Carlos Santana,['Carlos Santana'],['N/A'],['N/A'],Walk,N/A,1,0,N/A,N/A,N/A
1,bottom,0,[],Jerome Williams,2,0,0,Lonnie Chisenhall,['N/A'],['N/A'],['N/A'],Lineout,N/A,1,0,N/A,N/A,N/A
1,bottom,0,[],Jerome Williams,3,1,3,Nick Swisher,['N/A'],['N/A'],['N/A'],Strikeout,N/A,1,0,N/A,N/A,N/A
2,top,0,[],Danny Salazar,0,4,1,Adrian Beltre,['Adrian Beltre'],['N/A'],['N/A'],Walk,N/A,1,0,N/A,N/A,N/A
2,top,0,[],Danny Salazar,0,4,2,Jim Adduci,['Jim Adduci'],['Adrian Beltre'],['N/A'],Walk,N/A,1,0,N/A,N/A,N/A
2,top,0,[],Danny Salazar,1,1,3,J.P. Arencibia,['N/A'],['N/A'],['N/A'],Strikeout,N/A,1,0,N/A,N/A,N/A
2,top,0,[],Danny Salazar,2,2,2,Leonys Martin,['N/A'],['N/A'],['N/A'],Pop Out,N/A,1,0,N/A,N/A,N/A
2,top,0,[],Danny Salazar,3,0,1,Robinson Chirinos,['N/A'],['N/A'],['N/A'],Single,N/A,1,0,N/A,N/A,N/A
2,bottom,0,[],Jerome Williams,1,0,1,Yan Gomes,['N/A'],['N/A'],['N/A'],Groundout,N/A,1,0,N/A,N/A,N/A
2,bottom,0,[],Jerome Williams,1,1,1,David Murphy,['N/A'],['David Murphy'],['N/A'],Double,N/A,1,0,N/A,N/A,N/A
2,bottom,0,[],Jerome Williams,2,0,1,Ryan Raburn,['Ryan Raburn'],['N/A'],['N/A'],Fielders Choice Out,N/A,1,0,N/A,N/A,N/A
2,bottom,0,[],Jerome Williams,3,3,3,Jason Kipnis,['N/A'],['N/A'],['N/A'],Strikeout,N/A,1,0,N/A,N/A,N/A
3,top,0,[],Danny Salazar,1,0,0,Rougned Odor,['N/A'],['N/A'],['N/A'],Pop Out,N/A,1,0,N/A,N/A,N/A
3,top,0,[],Danny Salazar,2,1,0,Shin-Soo Choo,['N/A'],['N/A'],['N/A'],Groundout,N/A,1,0,N/A,N/A,N/A
3,top,0,[],Danny Salazar,2,4,2,Elvis Andrus,['Elvis Andrus'],['N/A'],['N/A'],Walk,N/A,1,0,N/A,N/A,N/A
3,top,0,[],Danny Salazar,3,1,0,Alex Rios,['N/A'],['N/A'],['N/A'],Flyout,N/A,1,0,N/A,N/A,N/A
3,bottom,0,[],Jerome Williams,0,4,1,Mike Aviles,['Mike Aviles'],['N/A'],['N/A'],Walk,N/A,1,0,N/A,N/A,N/A
3,bottom,0,[],Jerome Williams,0,0,0,Michael Brantley,['Michael Brantley'],['Mike Aviles'],['N/A'],Single,N/A,1,0,N/A,N/A,N/A
3,bottom,1,['Mike Aviles'],Jerome Williams,0,1,0,Carlos Santana,['Carlos Santana'],['N/A'],['Michael Brantley'],Single,N/A,2,0,1,N/A,N/A
3,bottom,1,['Michael Brantley'],Jerome Williams,2,1,0,Lonnie Chisenhall,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,3,0,N/A,N/A,N/A
3,bottom,0,[],Jerome Williams,3,3,2,Nick Swisher,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,0,N/A,N/A,N/A
4,top,0,[],Danny Salazar,0,1,1,Adrian Beltre,['Adrian Beltre'],['N/A'],['N/A'],Single,N/A,3,0,N/A,N/A,N/A
4,top,0,[],Danny Salazar,1,0,3,Jim Adduci,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,0,N/A,N/A,N/A
4,top,0,[],Danny Salazar,2,0,0,J.P. Arencibia,['N/A'],['N/A'],['N/A'],Lineout,N/A,3,0,N/A,N/A,N/A
4,top,0,[],Danny Salazar,3,0,1,Leonys Martin,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,0,N/A,N/A,N/A
4,bottom,0,[],Jerome Williams,1,3,1,Yan Gomes,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,0,N/A,N/A,N/A
4,bottom,0,[],Jerome Williams,1,2,1,David Murphy,['David Murphy'],['N/A'],['N/A'],Single,N/A,3,0,N/A,N/A,N/A
4,bottom,0,[],Jerome Williams,1,3,2,Ryan Raburn,['Ryan Raburn'],['David Murphy'],['N/A'],Single,N/A,3,0,N/A,N/A,N/A
4,bottom,0,[],Jerome Williams,2,0,0,Jason Kipnis,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,0,N/A,N/A,N/A
4,bottom,1,['David Murphy'],Jerome Williams,2,0,2,Mike Aviles,['Mike Aviles'],['N/A'],['Ryan Raburn'],Single,N/A,4,0,1,N/A,N/A
4,bottom,1,['Ryan Raburn'],Jerome Williams,3,1,0,Michael Brantley,['N/A'],['N/A'],['N/A'],Single,N/A,5,0,1,N/A,N/A
5,top,0,[],Danny Salazar,0,1,2,Robinson Chirinos,['N/A'],['N/A'],['Robinson Chirinos'],Double,Error,5,0,N/A,N/A,David Murphy
5,top,1,['Robinson Chirinos'],Danny Salazar,1,0,1,Rougned Odor,['N/A'],['N/A'],['N/A'],Groundout,N/A,5,1,1,N/A,N/A
5,top,0,[],Danny Salazar,2,0,0,Shin-Soo Choo,['N/A'],['N/A'],['N/A'],Lineout,N/A,5,1,N/A,N/A,N/A
5,top,0,[],Danny Salazar,3,2,2,Elvis Andrus,['N/A'],['N/A'],['N/A'],Lineout,N/A,5,1,N/A,N/A,N/A
5,bottom,0,[],Jerome Williams,0,4,2,Carlos Santana,['Carlos Santana'],['N/A'],['N/A'],Walk,N/A,5,1,N/A,N/A,N/A
5,bottom,0,[],Jerome Williams,0,0,1,Lonnie Chisenhall,['Lonnie Chisenhall'],['Carlos Santana'],['N/A'],Single,N/A,5,1,N/A,N/A,N/A
5,bottom,0,[],Jerome Williams,0,1,2,Nick Swisher,['Nick Swisher'],['Lonnie Chisenhall'],['Carlos Santana'],Single,N/A,5,1,N/A,N/A,N/A
5,bottom,1,['Carlos Santana'],Jerome Williams,0,1,2,Yan Gomes,['Yan Gomes'],['Nick Swisher'],['Lonnie Chisenhall'],Single,N/A,6,1,1,N/A,N/A
5,bottom,2,"['Lonnie Chisenhall', 'Nick Swisher']",Jerome Williams,0,0,2,David Murphy,['N/A'],['David Murphy'],['Yan Gomes'],Double,N/A,8,1,2,N/A,N/A
5,bottom,0,[],Nate Adcock,1,1,0,Ryan Raburn,['N/A'],['N/A'],['N/A'],Groundout,N/A,8,1,N/A,N/A,N/A
5,bottom,0,[],Nate Adcock,1,4,1,Jason Kipnis,['Jason Kipnis'],['N/A'],['N/A'],Walk,N/A,8,1,N/A,N/A,N/A
5,bottom,1,['Yan Gomes'],Nate Adcock,1,1,0,Mike Aviles,['N/A'],['Jason Kipnis'],['David Murphy'],Wild Pitch,N/A,9,1,N/A,N/A,N/A
5,bottom,2,"['David Murphy', 'Jason Kipnis']",Nate Adcock,1,3,2,Mike Aviles,['Mike Aviles'],['Jason Kipnis'],['David Murphy'],Single,N/A,11,1,2,N/A,N/A
5,bottom,0,[],Nate Adcock,2,1,0,Michael Brantley,['N/A'],['N/A'],['N/A'],Flyout,N/A,11,1,N/A,N/A,N/A
