rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,5,01:02:02,0,1,Supanida KATETHONG,drop,opponent wins by landing,wins by landing
2,4,01:02:18,0,2,Supanida KATETHONG,drop,goes out of bounds,opponent goes out of bounds
3,11,01:02:47,0,3,Supanida KATETHONG,smash,opponent wins by landing,wins by landing
4,9,01:03:26,1,3,Busanan ONGBAMRUNGPHAN,push,goes out of bounds,opponent goes out of bounds
5,9,01:03:57,1,4,Supanida KATETHONG,return net,hits the net,opponent hits the net
6,13,01:04:33,2,4,Busanan ONGBAMRUNGPHAN,push,goes out of bounds,opponent goes out of bounds
7,22,01:05:26,3,4,Busanan ONGBAMRUNGPHAN,return net,goes out of bounds,opponent goes out of bounds
8,2,01:06:16,4,4,Busanan ONGBAMRUNGPHAN,drop,hits the net,opponent hits the net
9,4,01:06:37,5,4,Busanan ONGBAMRUNGPHAN,wrist smash,goes out of bounds,opponent goes out of bounds
10,6,01:07:18,6,4,Busanan ONGBAMRUNGPHAN,net shot,hits the net,opponent hits the net
11,4,01:07:41,7,4,Busanan ONGBAMRUNGPHAN,return net,goes out of bounds,opponent goes out of bounds
12,11,01:08:13,7,5,Supanida KATETHONG,net shot,hits the net,opponent hits the net
13,13,01:09:01,8,5,Busanan ONGBAMRUNGPHAN,unknown,hits the net,opponent hits the net
14,4,01:09:28,9,5,Busanan ONGBAMRUNGPHAN,drop,goes out of bounds,opponent goes out of bounds
15,6,01:09:55,9,6,Supanida KATETHONG,smash,opponent wins by landing,wins by landing
16,5,01:10:22,10,6,Busanan ONGBAMRUNGPHAN,clear,goes out of bounds,opponent goes out of bounds
17,4,01:10:48,11,6,Busanan ONGBAMRUNGPHAN,defensive return drive,goes out of bounds,opponent goes out of bounds
18,4,01:12:14,11,7,Supanida KATETHONG,net shot,opponent wins by landing,wins by landing
19,13,01:12:44,12,7,Busanan ONGBAMRUNGPHAN,wrist smash,hits the net,opponent hits the net
20,22,01:13:36,12,8,Supanida KATETHONG,return net,opponent wins by landing,wins by landing
21,15,01:14:23,13,8,Busanan ONGBAMRUNGPHAN,lob,goes out of bounds,opponent goes out of bounds
22,3,01:15:18,13,9,Supanida KATETHONG,push,goes out of bounds,opponent goes out of bounds
23,3,01:15:40,14,9,Busanan ONGBAMRUNGPHAN,return net,hits the net,opponent hits the net
24,5,01:16:01,14,10,Supanida KATETHONG,net shot,hits the net,opponent hits the net
25,7,01:16:29,15,10,Busanan ONGBAMRUNGPHAN,smash,goes out of bounds,opponent goes out of bounds
26,26,01:17:24,16,10,Busanan ONGBAMRUNGPHAN,net shot,hits the net,opponent hits the net
27,3,01:18:05,16,11,Supanida KATETHONG,return net,hits the net,opponent hits the net
28,8,01:18:37,17,11,Busanan ONGBAMRUNGPHAN,return net,opponent wins by landing,wins by landing
29,18,01:19:13,18,11,Busanan ONGBAMRUNGPHAN,drop,goes out of bounds,opponent goes out of bounds
30,10,01:20:09,19,11,Busanan ONGBAMRUNGPHAN,smash,goes out of bounds,opponent goes out of bounds
31,24,01:20:56,19,12,Supanida KATETHONG,net shot,opponent wins by landing,wins by landing
32,2,01:21:52,20,12,Busanan ONGBAMRUNGPHAN,net shot,opponent wins by landing,wins by landing
33,6,01:22:19,20,13,Supanida KATETHONG,smash,opponent wins by landing,wins by landing
34,2,01:22:41,21,13,Busanan ONGBAMRUNGPHAN,smash,opponent wins by landing,wins by landing
