AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
2,0,3,5,4,80,8,5,63,Jared,0,0,0,31,0,2,Jared Dudley,14,3,Dudley,F,2,Washington,2
2,0,2,3,3,100,6,5,83,Otto,0,0,0,28,0,3,Otto Porter,13,2,Porter,F,1,Washington,0
1,2,9,0,0,0,9,6,67,Marcin,2,2,100,28,1,4,Marcin Gortat,14,10,Gortat,C,0,Washington,2
2,1,3,8,5,63,14,8,57,Bradley,9,5,56,32,0,0,Bradley Beal,26,3,Beal,G,4,Washington,2
17,0,5,5,3,60,24,10,42,John,6,5,83,43,0,1,John Wall,28,5,Wall,G,1,Washington,1
1,0,1,2,1,50,4,2,50,Garrett,0,0,0,32,0,4,Garrett Temple,5,1,Temple,N/A,0,Washington,1
0,0,1,0,0,0,0,0,0,Kelly,0,0,0,7,0,1,Kelly Oubre Jr.,0,1,Oubre,N/A,0,Washington,0
0,0,1,1,0,0,2,0,0,Drew,0,0,0,7,0,1,Drew Gooden,0,1,Gooden,N/A,0,Washington,0
0,1,1,0,0,0,5,1,20,Nene,2,2,100,17,1,2,Nene,4,2,N/A,N/A,0,Washington,1
1,0,2,1,0,0,5,2,40,Ramon,6,3,50,12,0,0,Ramon Sessions,7,2,Sessions,N/A,0,Washington,1
0,0,2,1,0,0,1,0,0,Kris,0,0,0,4,0,0,Kris Humphries,0,2,Humphries,N/A,0,Washington,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeJuan,N/A,N/A,N/A,N/A,N/A,N/A,DeJuan Blair,N/A,N/A,Blair,N/A,N/A,Washington,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jarell,N/A,N/A,N/A,N/A,N/A,N/A,Jarell Eddie,N/A,N/A,Eddie,N/A,N/A,Washington,N/A
2,0,12,6,3,50,22,12,55,Carmelo,6,6,100,39,1,3,Carmelo Anthony,33,13,Anthony,F,2,New York,4
3,3,3,6,2,33,14,8,57,Kristaps,2,2,100,30,2,2,Kristaps Porzingis,20,5,Porzingis,F,0,New York,3
1,1,6,0,0,0,9,6,67,Robin,2,2,100,27,2,1,Robin Lopez,14,8,Lopez,C,0,New York,1
0,0,2,2,1,50,7,5,71,Arron,0,0,0,38,0,3,Arron Afflalo,11,2,Afflalo,G,0,New York,1
6,0,3,3,0,0,4,0,0,Jose,0,0,0,28,0,1,Jose Calderon,0,3,Calderon,G,1,New York,1
0,0,0,2,0,0,5,1,20,Lance,2,0,0,11,0,1,Lance Thomas,2,0,Thomas,N/A,0,New York,0
5,0,5,5,2,40,11,6,55,Langston,0,0,0,29,0,5,Langston Galloway,14,5,Galloway,N/A,2,New York,2
3,1,2,0,0,0,6,4,67,Kevin,0,0,0,15,0,3,Kevin Seraphin,8,2,Seraphin,N/A,0,New York,3
2,0,4,2,0,0,3,0,0,Sasha,0,0,0,14,2,1,Sasha Vujacic,0,6,Vujacic,N/A,1,New York,0
0,0,2,0,0,0,2,2,100,Derrick,2,2,100,9,0,0,Derrick Williams,6,2,Williams,N/A,0,New York,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lou,N/A,N/A,N/A,N/A,N/A,N/A,Lou Amundson,N/A,N/A,Amundson,N/A,N/A,New York,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jerian,N/A,N/A,N/A,N/A,N/A,N/A,Jerian Grant,N/A,N/A,Grant,N/A,N/A,New York,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kyle,N/A,N/A,N/A,N/A,N/A,N/A,Kyle O'Quinn,N/A,N/A,O'Quinn,N/A,N/A,New York,N/A
