inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Danny Duffy,1,1,1,Adam Eaton,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Danny Duffy,2,1,3,Tyler Saladino,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Danny Duffy,2,0,0,Melky Cabrera,['Melky Cabrera'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Danny Duffy,3,0,2,Jose Abreu,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Miguel Gonzalez,1,1,3,Jarrod Dyson,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Miguel Gonzalez,2,2,3,Paulo Orlando,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Miguel Gonzalez,2,0,1,Cheslor Cuthbert,['Cheslor Cuthbert'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Miguel Gonzalez,3,1,2,Eric Hosmer,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,1,0,3,Todd Frazier,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,2,0,1,Dioner Navarro,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,2,1,0,Tim Anderson,['Tim Anderson'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Danny Duffy,2,1,1,Yolmer Sanchez,['Yolmer Sanchez'],['Tim Anderson'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
2,top,1,['Tim Anderson'],Danny Duffy,2,1,2,Jason Coats,['Jason Coats'],['Yolmer Sanchez'],['N/A'],Single,N/A,0,1,1,N/A,N/A
2,top,0,[],Danny Duffy,3,0,1,Adam Eaton,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],Michael Ynoa,0,3,2,Salvador Perez,['Salvador Perez'],['N/A'],['N/A'],Hit By Pitch,N/A,0,1,N/A,N/A,N/A
