AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
1,0,1,2,1,50,2,1,50,Kobe,3,2,67,11,1,1,Kobe Bryant,5,2,Bryant,F,0,Los Angeles,0
1,0,6,1,0,0,11,5,46,Julius,8,7,88,31,1,2,Julius Randle,17,7,Randle,F,0,Los Angeles,0
0,1,1,0,0,0,6,3,50,Roy,2,2,100,18,1,4,Roy Hibbert,8,2,Hibbert,C,0,Los Angeles,1
0,0,1,8,3,38,13,4,31,Jordan,2,2,100,23,2,1,Jordan Clarkson,13,3,Clarkson,G,1,Los Angeles,1
6,1,1,9,3,33,21,9,43,D'Angelo,5,3,60,36,0,3,D'Angelo Russell,24,1,Russell,G,1,Los Angeles,1
1,1,1,0,0,0,7,4,57,Brandon,5,3,60,29,0,4,Brandon Bass,11,1,Bass,N/A,2,Los Angeles,1
8,0,1,2,1,50,4,3,75,Marcelo,2,2,100,31,0,5,Marcelo Huertas,9,1,Huertas,N/A,1,Los Angeles,1
1,1,6,0,0,0,4,2,50,Tarik,2,2,100,18,1,2,Tarik Black,6,7,Black,N/A,1,Los Angeles,0
1,0,4,5,2,40,6,2,33,Anthony,0,0,0,31,0,2,Anthony Brown,6,4,Brown,N/A,1,Los Angeles,1
0,0,3,4,1,25,5,2,40,Nick,3,3,100,13,0,1,Nick Young,8,3,Young,N/A,0,Los Angeles,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ryan,N/A,N/A,N/A,N/A,N/A,N/A,Ryan Kelly,N/A,N/A,Kelly,N/A,N/A,Los Angeles,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Robert,N/A,N/A,N/A,N/A,N/A,N/A,Robert Sacre,N/A,N/A,Sacre,N/A,N/A,Los Angeles,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Metta,N/A,N/A,N/A,N/A,N/A,N/A,Metta World Peace,N/A,N/A,World,N/A,N/A,Los Angeles,N/A
0,0,4,1,1,100,2,1,50,JaKarr,4,3,75,23,0,1,JaKarr Sampson,6,4,Sampson,F,0,Denver,0
1,0,3,0,0,0,5,4,80,Kenneth,2,2,100,18,0,4,Kenneth Faried,10,3,Faried,F,0,Denver,0
3,2,5,2,1,50,8,3,38,Nikola,8,7,88,28,1,5,Nikola Jokic,14,6,Jokic,C,0,Denver,1
2,0,1,5,2,40,12,6,50,Gary,2,2,100,40,2,2,Gary Harris,16,3,Harris,G,1,Denver,3
7,1,2,4,2,50,20,10,50,Emmanuel,2,0,0,34,2,2,Emmanuel Mudiay,22,4,Mudiay,G,0,Denver,2
0,2,2,3,1,33,5,2,40,Darrell,0,0,0,24,1,3,Darrell Arthur,5,3,Arthur,N/A,1,Denver,0
3,1,7,4,2,50,8,2,25,Will,9,5,56,24,0,0,Will Barton,11,7,Barton,N/A,0,Denver,4
5,0,2,3,3,100,11,7,64,D.J.,9,9,100,23,0,1,D.J. Augustin,26,2,Augustin,N/A,1,Denver,0
1,0,9,1,0,0,7,3,43,Joffrey,2,1,50,26,1,2,Joffrey Lauvergne,7,10,Lauvergne,N/A,0,Denver,1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mike,N/A,N/A,N/A,N/A,N/A,N/A,Mike Miller,N/A,N/A,Miller,N/A,N/A,Denver,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jameer,N/A,N/A,N/A,N/A,N/A,N/A,Jameer Nelson,N/A,N/A,Nelson,N/A,N/A,Denver,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jusuf,N/A,N/A,N/A,N/A,N/A,N/A,Jusuf Nurkic,N/A,N/A,Nurkic,N/A,N/A,Denver,N/A
