inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Jason Marquis,0,2,2,Mike Aviles,['Mike Aviles'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jason Marquis,1,1,3,Ryan Sweeney,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jason Marquis,1,1,2,Dustin Pedroia,['Dustin Pedroia'],['N/A'],['Mike Aviles'],Single,N/A,0,0,N/A,N/A,N/A
1,top,1,['Mike Aviles'],Jason Marquis,2,1,1,Adrian Gonzalez,['N/A'],['N/A'],['N/A'],Sac Fly,N/A,0,1,1,N/A,N/A
1,top,0,[],Jason Marquis,3,3,2,David Ortiz,['N/A'],['N/A'],['N/A'],Runner Out,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],Jon Lester,0,4,2,Denard Span,['Denard Span'],['N/A'],['N/A'],Walk,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],Jon Lester,2,1,2,Jamey Carroll,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],Jon Lester,2,0,2,Joe Mauer,['Joe Mauer'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],Jon Lester,3,2,3,Josh Willingham,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Jason Marquis,0,2,2,David Ortiz,['David Ortiz'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Jason Marquis,1,3,1,Kevin Youkilis,['Kevin Youkilis'],['N/A'],['N/A'],Forceout,N/A,0,1,N/A,N/A,N/A
2,top,2,['Kevin Youkilis'],Jason Marquis,1,0,2,Jarrod Saltalamacchia,['N/A'],['N/A'],['N/A'],Home Run,N/A,0,3,2,N/A,N/A
2,top,0,[],Jason Marquis,2,1,3,Cody Ross,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,3,N/A,N/A,N/A
2,top,0,[],Jason Marquis,3,2,0,Marlon Byrd,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,3,N/A,N/A,N/A
2,bottom,0,[],Jon Lester,1,2,2,Justin Morneau,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,3,N/A,N/A,N/A
2,bottom,0,[],Jon Lester,1,1,0,Ryan Doumit,['Ryan Doumit'],['N/A'],['N/A'],Single,N/A,0,3,N/A,N/A,N/A
2,bottom,0,[],Jon Lester,3,1,2,Danny Valencia,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,3,N/A,N/A,N/A
3,top,0,[],Jason Marquis,1,1,2,Mike Aviles,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,3,N/A,N/A,N/A
3,top,0,[],Jason Marquis,1,2,1,Ryan Sweeney,['N/A'],['Ryan Sweeney'],['N/A'],Double,N/A,0,3,N/A,N/A,N/A
3,top,0,[],Jason Marquis,2,3,2,Dustin Pedroia,['Dustin Pedroia'],['N/A'],['N/A'],Fielders Choice Out,N/A,0,3,N/A,N/A,N/A
3,top,0,[],Jason Marquis,3,0,3,Adrian Gonzalez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,3,N/A,N/A,N/A
3,bottom,0,[],Jon Lester,1,1,3,Chris Parmelee,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,3,N/A,N/A,N/A
3,bottom,0,[],Jon Lester,2,3,1,Trevor Plouffe,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,3,N/A,N/A,N/A
3,bottom,0,[],Jon Lester,3,2,3,Denard Span,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,3,N/A,N/A,N/A
4,top,0,[],Jason Marquis,0,1,0,David Ortiz,['David Ortiz'],['N/A'],['N/A'],Single,N/A,0,3,N/A,N/A,N/A
4,top,0,[],Jason Marquis,1,3,2,Kevin Youkilis,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,3,N/A,N/A,N/A
4,top,0,[],Jason Marquis,3,1,1,Jarrod Saltalamacchia,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,3,N/A,N/A,N/A
4,bottom,0,[],Jon Lester,1,2,1,Jamey Carroll,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,3,N/A,N/A,N/A
4,bottom,0,[],Jon Lester,1,1,2,Joe Mauer,['Joe Mauer'],['N/A'],['N/A'],Single,N/A,0,3,N/A,N/A,N/A
4,bottom,0,[],Jon Lester,1,4,1,Josh Willingham,['Josh Willingham'],['Joe Mauer'],['N/A'],Walk,N/A,0,3,N/A,N/A,N/A
4,bottom,0,[],Jon Lester,2,2,3,Justin Morneau,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,3,N/A,N/A,N/A
4,bottom,2,"['Joe Mauer', 'Josh Willingham']",Jon Lester,2,0,2,Ryan Doumit,['N/A'],['N/A'],['Ryan Doumit'],Double,Error,2,3,2,N/A,Mike Aviles
4,bottom,2,['Ryan Doumit'],Jon Lester,2,1,2,Danny Valencia,['N/A'],['N/A'],['N/A'],Home Run,N/A,4,3,2,N/A,N/A
4,bottom,0,[],Jon Lester,3,2,2,Chris Parmelee,['N/A'],['N/A'],['N/A'],Groundout,N/A,4,3,N/A,N/A,N/A
5,top,0,[],Jason Marquis,1,2,2,Cody Ross,['N/A'],['N/A'],['N/A'],Groundout,N/A,4,3,N/A,N/A,N/A
5,top,0,[],Jason Marquis,2,2,2,Marlon Byrd,['N/A'],['N/A'],['N/A'],Groundout,N/A,4,3,N/A,N/A,N/A
5,top,0,[],Jason Marquis,3,1,1,Mike Aviles,['N/A'],['N/A'],['N/A'],Flyout,N/A,4,3,N/A,N/A,N/A
5,bottom,0,[],Jon Lester,0,4,2,Trevor Plouffe,['Trevor Plouffe'],['N/A'],['N/A'],Walk,N/A,4,3,N/A,N/A,N/A
5,bottom,0,[],Jon Lester,0,0,1,Denard Span,['Denard Span'],['N/A'],['Trevor Plouffe'],Single,N/A,4,3,N/A,N/A,N/A
