AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
2,0,6,6,3,50,18,10,56,LeBron,3,2,67,31,1,2,LeBron James,25,7,James,F,1,Los Angeles,3
3,0,2,5,1,20,13,5,38,Kyle,0,0,0,31,1,1,Kyle Kuzma,11,3,Kuzma,F,2,Los Angeles,1
0,2,5,0,0,0,6,5,83,JaVale,0,0,0,23,3,0,JaVale McGee,10,8,McGee,C,1,Los Angeles,2
2,0,6,2,0,0,17,5,29,Brandon,2,2,100,30,2,4,Brandon Ingram,12,8,Ingram,G,0,Los Angeles,0
4,0,2,6,0,0,10,2,20,Lonzo,0,0,0,20,1,2,Lonzo Ball,4,3,Ball,G,1,Los Angeles,0
0,1,7,0,0,0,2,1,50,Tyson,4,1,25,23,5,4,Tyson Chandler,3,12,Chandler,N/A,1,Los Angeles,4
7,0,2,3,1,33,9,2,22,Rajon,4,1,25,28,2,1,Rajon Rondo,6,4,Rondo,N/A,2,Los Angeles,2
1,0,2,7,2,29,10,4,40,Kentavious,2,1,50,18,0,1,Kentavious Caldwell-Pope,11,2,Caldwell-Pope,N/A,0,Los Angeles,0
2,0,4,7,3,43,9,4,44,Josh,0,0,0,18,1,2,Josh Hart,11,5,Hart,N/A,2,Los Angeles,0
2,0,5,2,2,100,3,3,100,Lance,0,0,0,14,0,2,Lance Stephenson,8,5,Stephenson,N/A,1,Los Angeles,2
0,0,0,0,0,0,0,0,0,Svi,2,0,0,2,0,1,Svi Mykhailiuk,0,0,Mykhailiuk,N/A,0,Los Angeles,0
0,0,1,0,0,0,2,0,0,Ivica,0,0,0,2,1,0,Ivica Zubac,0,2,Zubac,N/A,0,Los Angeles,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Michael,N/A,N/A,N/A,N/A,N/A,N/A,Michael Beasley,N/A,N/A,Beasley,N/A,N/A,Los Angeles,N/A
1,0,2,4,1,25,8,3,38,Iman,0,0,0,26,0,3,Iman Shumpert,7,2,Shumpert,F,2,Sacramento,0
2,0,4,1,0,0,6,1,17,Nemanja,0,0,0,26,3,3,Nemanja Bjelica,2,7,Bjelica,F,1,Sacramento,2
0,1,8,0,0,0,14,6,43,Willie,0,0,0,26,4,5,Willie Cauley-Stein,12,12,Cauley-Stein,C,1,Sacramento,4
2,0,2,6,1,17,17,3,18,Buddy,5,5,100,26,2,2,Buddy Hield,12,4,Hield,G,0,Sacramento,2
2,1,7,6,3,50,17,8,47,De'Aaron,2,2,100,39,0,1,De'Aaron Fox,21,7,Fox,G,2,Sacramento,4
2,0,4,3,0,0,6,1,17,Bogdan,5,4,80,20,0,0,Bogdan Bogdanovic,6,4,Bogdanovic,N/A,1,Sacramento,0
0,2,1,0,0,0,12,5,42,Marvin,6,3,50,22,2,0,Marvin Bagley III,13,3,Bagley,N/A,0,Sacramento,3
0,0,1,3,1,33,5,1,20,Justin,0,0,0,16,0,1,Justin Jackson,3,1,Jackson,N/A,0,Sacramento,0
1,1,6,0,0,0,1,0,0,Kosta,0,0,0,12,1,2,Kosta Koufos,0,7,Koufos,N/A,0,Sacramento,1
0,0,1,1,0,0,2,1,50,Troy,0,0,0,8,0,3,Troy Williams,2,1,Williams,N/A,0,Sacramento,2
1,0,0,1,0,0,3,2,67,Frank,2,2,100,16,0,0,Frank Mason,6,0,Mason,N/A,0,Sacramento,1
0,0,1,0,0,0,1,1,100,Harry,0,0,0,2,1,0,Harry Giles III,2,2,Giles,N/A,0,Sacramento,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yogi,N/A,N/A,N/A,N/A,N/A,N/A,Yogi Ferrell,N/A,N/A,Ferrell,N/A,N/A,Sacramento,N/A
