rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,12,00:07:54,1,0,Rasmus GEMKE,lob,goes out of bounds,opponent goes out of bounds
2,7,00:08:15,2,0,Rasmus GEMKE,net shot,opponent wins by landing,wins by landing
3,12,00:08:42,3,0,Rasmus GEMKE,clear,goes out of bounds,opponent goes out of bounds
4,6,00:09:14,4,0,Rasmus GEMKE,drive,hits the net,opponent hits the net
5,21,00:09:50,5,0,Rasmus GEMKE,rush,opponent wins by landing,wins by landing
6,2,00:10:11,6,0,Rasmus GEMKE,net shot,hits the net,opponent hits the net
7,3,00:10:31,7,0,Rasmus GEMKE,net shot,opponent wins by landing,wins by landing
8,10,00:11:00,8,0,Rasmus GEMKE,smash,goes out of bounds,opponent goes out of bounds
9,35,00:11:56,8,1,LEE Cheuk Yiu,push,goes out of bounds,opponent goes out of bounds
10,10,00:12:30,9,1,Rasmus GEMKE,smash,opponent wins by landing,wins by landing
11,7,00:13:04,10,1,Rasmus GEMKE,drive,opponent wins by landing,wins by landing
12,19,00:13:41,10,2,LEE Cheuk Yiu,net shot,hits the net,opponent hits the net
13,3,00:14:05,11,2,Rasmus GEMKE,net shot,hits the net,opponent hits the net
14,6,00:15:26,11,3,LEE Cheuk Yiu,smash,opponent wins by landing,wins by landing
15,36,00:16:14,11,4,LEE Cheuk Yiu,push,goes out of bounds,opponent goes out of bounds
16,8,00:16:46,12,4,Rasmus GEMKE,smash,opponent wins by landing,wins by landing
17,20,00:17:36,12,5,LEE Cheuk Yiu,drop,opponent wins by landing,wins by landing
18,5,00:18:33,12,6,LEE Cheuk Yiu,return net,opponent wins by landing,wins by landing
19,10,00:18:58,12,7,LEE Cheuk Yiu,unknown,hits the net,opponent hits the net
20,10,00:19:27,13,7,Rasmus GEMKE,lob,landing judgment error,opponent landing judgment error
21,8,00:19:56,13,8,LEE Cheuk Yiu,drive,opponent wins by landing,wins by landing
22,4,00:20:22,14,8,Rasmus GEMKE,smash,opponent wins by landing,wins by landing
23,5,00:20:55,15,8,Rasmus GEMKE,smash,opponent wins by landing,wins by landing
24,15,00:21:30,16,8,Rasmus GEMKE,smash,opponent wins by landing,wins by landing
25,7,00:22:22,17,8,Rasmus GEMKE,wrist smash,opponent wins by landing,wins by landing
26,13,00:23:14,17,9,LEE Cheuk Yiu,smash,goes out of bounds,opponent goes out of bounds
27,6,00:23:41,17,10,LEE Cheuk Yiu,rush,hits the net,opponent hits the net
28,9,00:24:09,17,11,LEE Cheuk Yiu,smash,opponent wins by landing,wins by landing
29,5,00:24:37,17,12,LEE Cheuk Yiu,wrist smash,opponent wins by landing,wins by landing
30,5,00:25:00,18,12,Rasmus GEMKE,net shot,goes out of bounds,opponent goes out of bounds
31,3,00:25:17,18,13,LEE Cheuk Yiu,wrist smash,hits the net,opponent hits the net
32,17,00:25:45,19,13,Rasmus GEMKE,net shot,hits the net,opponent hits the net
