p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Benoit,,,,,,,,,,Joaquin Benoit,,,,,,,,,Joaquin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Madson,,,,,,,,,,Ryan Madson,,,,,,,,,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Kendrick,,,,,,,,,,Howie Kendrick,,,,,,,,,Howie,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Kintzler,,,,,,,,,,Brandon Kintzler,,,,,,,,,Brandon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Doolittle,,,,,,,,,,Sean Doolittle,,,,,,,,,Sean,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Reynolds,,0,,1B,0,,0,0,4,Mark Reynolds,,1,1.000,,.255,,,0,Mark,,,,,9,,,0,.804,,600,,0,,,1,,0,,2,,,0,1,1,0,1,Nationals,0,.480,0,.324
,Scherzer,,,,,,,,,,Max Scherzer,,,,,,,,,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Gonzalez,,,,,,,,,,Gio Gonzalez,,,,,,,,,Gio,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Zimmerman,,,,,,,,,,Ryan Zimmerman,,,,,,,,,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Hellickson,,,,,,,,,,Jeremy Hellickson,,,,,,,,,Jeremy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Solano,,,,,,,,,,Jhonatan Solano,,,,,,,,,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Murphy,,0,,2B,2,,0,0,4,Daniel Murphy,,2,1.000,,.190,,,5,Daniel,,,,,1,,,0,.497,,500,,0,,,3,,0,,0,,,0,0,0,0,0,Nationals,0,.270,0,.227
,Miller,,,,,,,,,,Justin Miller,,,,,,,,,Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Herrera,,,,,,,,,,Kelvin Herrera,,,,,,,,,Kelvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Kelley,,,,,,,,,,Shawn Kelley,,,,,,,,,Shawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
0,Collins,1,0,2,P,0,5,0,0,0,Tim Collins,0,,.000,0,.000,0,9,0,Tim,0,1,,0,0,1,,0,.000,2,501,,0,41,,0,2.77,0,3,0,0,20,0,0,0,0,0,Nationals,0,.000,0,.000
,Rendon,,0,,3B,3,,0,0,5,Anthony Rendon,,1,1.000,,.289,,,3,Anthony,,,,,0,,,0,.884,,300,,0,,,3,,0,,1,,,0,0,0,0,0,Nationals,0,.530,0,.354
10,Roark,10,0,2,P,0,31,0,0,3,Tanner Roark,3,1,1.000,0,.161,9,66,1,Tanner,0,4,,2,0,7,,0,.349,0,900,true,0,23,,1,4.60,0,21,1,9,98,0,0,1,0,1,Nationals,0,.161,0,.188
,Harper,,0,,RF,0,,0,0,3,Bryce Harper,,,1.000,,.218,,,2,Bryce,,,,,4,,,1,.850,,400,,0,,,0,,1,,1,,,0,1,2,0,0,Nationals,0,.484,0,.366
,Goodwin,,0,,RF,0,,0,0,1,Brian Goodwin,,,.000,,.185,,,0,Brian,,,,,0,,,0,.688,,901,,0,,,0,,0,,1,,,1,1,0,0,1,Nationals,0,.370,0,.318
,Kieboom,,,,,,,,,,Spencer Kieboom,,,,,,,,,Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Taylor,,0,,CF,0,,1,0,4,Michael A. Taylor,,1,1.000,,.242,,,3,Michael A.,,,,,3,,,0,.686,,700,,0,,,0,,0,,2,,,0,0,1,0,0,Nationals,0,.385,0,.301
,Difo,,0,,2B,0,,0,0,1,Wilmer Difo,,1,1.000,,.249,,,1,Wilmer,,,,,1,,,0,.652,,401,,0,,,2,,0,,0,,,0,0,0,0,0,Nationals,0,.349,0,.303
,Eaton,,,,,,,,,,Adam Eaton,,,,,,,,,Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
0,Grace,1,0,1,P,0,5,0,0,0,Matt Grace,0,,.000,0,.000,2,10,0,Matt,0,0,,1,0,1,,0,.000,1,502,,0,30,,0,3.86,0,3,0,2,19,0,0,0,0,0,Nationals,0,.000,0,.000
,Severino,,0,,C,2,,0,0,3,Pedro Severino,,,1.000,,.170,,,2,Pedro,,,,,5,,,1,.499,,800,,0,,,0,,0,,1,,,1,1,0,0,1,Nationals,0,.240,0,.259
,Ross,,,,,,,,,,Joe Ross,,,,,,,,,Joe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Glover,,,,,,,,,,Koda Glover,,,,,,,,,Koda,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Fedde,,,,,,,,,,Erick Fedde,,,,,,,,,Erick,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationals,,,,
,Turner,,0,,SS,2,,0,0,5,Trea Turner,,,1.000,,.272,,,2,Trea,,,,,3,,,0,.758,,100,,0,,,4,,0,,2,,,0,0,1,0,0,Nationals,0,.405,0,.353
