p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Martinez,,0,,DH,1,,0,0,5,Victor Martinez,,3,.000,,.241,,,2,Victor,,,,,0,,,0,.679,,400,,0,,,0,,0,,0,,,0,0,1,0,0,Tigers,0,.371,0,.308
,Liriano,,,,,,,,,,Francisco Liriano,,,,,,,,,Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
0,Coleman,1,0,1,P,0,6,0,0,0,Louis Coleman,0,,.000,0,.000,0,15,0,Louis,0,1,,0,0,1,2/3,0,.000,0,,,0,47,,0,0.00,0,5,0,0,29,0,0,0,0,0,Tigers,0,.000,0,.000
,Kozma,,0,,SS,0,,0,0,4,Pete Kozma,,1,1.000,,.571,,,0,Pete,,,,,4,,,0,1.714,,800,,0,,,5,,1,,2,,,0,1,1,0,2,Tigers,0,1.143,0,.571
0,Carpenter,0,0,1,P,0,4,0,0,0,Ryan Carpenter,0,,.000,0,.000,0,12,0,Ryan,0,1,,0,0,0,2/3,0,.000,0,,,0,43,,0,7.36,0,2,0,0,19,0,0,0,0,0,Tigers,0,.000,0,.000
,Hardy,,,,,,,,,,Blaine Hardy,,,,,,,,,Blaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Hicks,,0,,1B,1,,0,0,4,John Hicks,,,1.000,,.290,,,0,John,,,,,8,,,0,.860,,600,,0,,,1,,0,,3,,,1,1,0,0,2,Tigers,0,.536,0,.324
,Mahtook,,0,,LF,1,,0,0,4,Mikie Mahtook,,2,1.000,,.140,,,0,Mikie,,,,,1,,,1,.413,,100,,0,,,1,,0,,1,,,0,0,0,0,0,Tigers,1,.209,0,.204
,McCann,,0,,C,2,,0,0,4,James McCann,,,1.000,,.278,,,2,James,,,,,9,,,0,.740,,500,,0,,,0,,1,,1,,,0,1,1,0,0,Tigers,0,.409,0,.331
,Machado,,0,,2B,1,,0,0,4,Dixon Machado,,,1.000,,.214,,,1,Dixon,,,,,2,,,0,.562,,900,,0,,,6,,0,,1,,,0,0,2,0,1,Tigers,0,.305,0,.257
,Boyd,,,,,,,,,,Matthew Boyd,,,,,,,,,Matthew,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
1,Farmer,0,0,0,P,0,1,0,0,0,Buck Farmer,0,,.000,0,.000,0,3,0,Buck,0,0,,0,0,0,1/3,0,.000,5,,,0,42,,0,3.72,0,1,0,0,6,0,0,0,0,0,Tigers,0,.000,0,.000
,Fiers,,,,,,,,,,Mike Fiers,,,,,,,,,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Greene,,,,,,,,,,Shane Greene,,,,,,,,,Shane,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Iglesias,,,,,,,,,,Jose Iglesias,,,,,,,,,Jose,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Castellanos,,0,,RF,0,,0,1,0,Nicholas Castellanos,,,.000,,.326,,,0,Nicholas,,,,,0,,,0,.886,,300,,0,,,0,,0,,0,,,0,0,0,0,0,Tigers,0,.500,0,.386
,Goodrum,,,,,,,,,,Niko Goodrum,,,,,,,,,Niko,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
,Jones,,0,,CF,0,,0,1,3,JaCoby Jones,,,1.000,,.257,,,2,JaCoby,,,,,2,,,0,.725,,700,,0,,,0,,0,,1,,,0,2,2,0,0,Tigers,0,.416,0,.309
,Norris,,,,,,,,,,Daniel Norris,,,,,,,,,Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
1,Saupold,1,0,0,P,0,3,0,0,0,Warwick Saupold,1,,.000,0,.000,0,6,0,Warwick,1,0,,0,0,0,2/3,0,.000,0,,,0,42,,0,2.84,0,2,0,0,9,0,0,0,0,0,Tigers,0,.000,0,.000
,Candelario,,0,,3B,2,,0,0,4,Jeimer Candelario,,,1.000,,.272,,,3,Jeimer,,,,,0,,,1,.856,,200,,0,,,1,,0,,0,,,0,0,2,0,0,Tigers,0,.497,0,.359
3,Fulmer,6,0,3,P,0,21,0,0,0,Michael Fulmer,1,,1.000,0,.000,6,60,0,Michael,0,5,,2,1,4,1/3,0,.000,0,,true,0,23,,0,4.37,0,13,0,6,98,0,0,0,0,0,Tigers,0,.000,0,.000
,Greiner,,,,,,,,,,Grayson Greiner,,,,,,,,,Grayson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
2,Stumpf,4,0,0,P,0,5,0,0,0,Daniel Stumpf,1,,.000,3,.000,3,11,0,Daniel,0,1,,0,0,0,1/3,0,.000,5,,,0,26,,0,5.93,0,1,0,3,19,0,0,0,0,0,Tigers,0,.000,0,.000
,Reyes,,0,,PH-RF,1,,0,0,4,Victor Reyes,,1,.000,,.111,,,2,Victor,,,,,0,,,0,.222,,301,,0,,,0,,0,,0,,,0,0,2,0,0,Tigers,0,.111,0,.111
,Jimenez,,,,,,,,,,Joe Jimenez,,,,,,,,,Joe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,,,,
0,Reininger,1,0,0,P,0,3,0,0,0,Zac Reininger,0,,.000,0,.000,0,8,0,Zac,0,0,,0,0,1,,0,.000,0,,,0,44,,0,0.00,0,3,0,0,11,0,0,0,0,0,Tigers,0,.000,0,.000
,Cano,,0,,2B,0,,0,0,5,Robinson Cano,,5,1.000,,.289,,,4,Robinson,,,,,0,,,0,.827,,300,,0,,,3,,0,,2,,,1,2,0,0,3,Mariners,0,.444,0,.383
3,Hernandez,8,0,2,P,0,27,0,0,0,Felix Hernandez,5,,.000,0,.000,5,61,0,Felix,0,7,,1,0,5,,0,.000,0,,,0,36,true,0,5.66,0,15,0,5,95,0,0,0,0,0,Mariners,0,.000,0,.000
,Cruz,,0,,DH,0,,0,0,5,Nelson Cruz,,1,.000,,.248,,,0,Nelson,,,,,0,,,0,.802,,400,,0,,,0,,0,,3,,,0,1,1,0,1,Mariners,1,.487,0,.315
,LeBlanc,,,,,,,,,,Wade LeBlanc,,,,,,,,,Wade,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariners,,,,
,Romine,,0,,SS,0,,0,1,1,Andrew Romine,,,1.000,,.167,,,1,Andrew,,,,,1,,,2,.494,,900,,0,,,3,,0,,0,,,0,1,1,0,0,Mariners,0,.208,0,.286
,Leake,,,,,,,,,,Mike Leake,,,,,,,,,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariners,,,,
1,Nicasio,0,0,0,P,0,3,0,0,0,Juan Nicasio,1,,1.000,2,.000,0,8,0,Juan,0,1,,0,0,1,,0,.000,12,,,0,47,,1,5.68,0,3,0,0,12,0,0,0,0,0,Mariners,0,.000,0,.000
,Segura,,,,,,,,,,Jean Segura,,,,,,,,,Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariners,,,,
,Rzepczynski,,,,,,,,,,Marc Rzepczynski,,,,,,,,,Marc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariners,,,,
,Gordon,,0,,CF,1,,0,1,3,Dee Gordon,,1,1.000,,.331,,,3,Dee,,,,,5,,,1,.775,,100,,0,,,0,,0,,1,,,0,1,0,0,0,Mariners,0,.417,0,.358
0,Vincent,1,0,0,P,0,4,0,0,0,Nick Vincent,1,,.000,0,.000,0,10,0,Nick,0,2,,0,0,1,,0,.000,7,,,0,46,,0,4.30,0,3,0,0,14,0,0,0,0,0,Mariners,0,.000,0,.000
,Freitas,,0,,C,1,,0,0,2,David Freitas,,1,1.000,,.216,,,0,David,,,,,11,,,2,.665,,800,,0,,,0,,0,,0,,,0,0,0,0,0,Mariners,0,.324,0,.341
