rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,2,00:36:11,1,0,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
2,14,00:36:35,1,1,An Se Young,net shot,opponent wins by landing,wins by landing
3,5,00:36:55,2,1,Akane YAMAGUCHI,drop,goes out of bounds,opponent goes out of bounds
4,18,00:37:27,3,1,Akane YAMAGUCHI,net shot,hits the net,opponent hits the net
5,5,00:37:49,4,1,Akane YAMAGUCHI,wrist smash,opponent wins by landing,wins by landing
6,14,00:38:17,5,1,Akane YAMAGUCHI,lob,goes out of bounds,opponent goes out of bounds
7,5,00:38:51,5,2,An Se Young,lob,goes out of bounds,opponent goes out of bounds
8,9,00:39:13,5,3,An Se Young,net shot,opponent wins by landing,wins by landing
9,5,00:39:33,6,3,Akane YAMAGUCHI,drop,goes out of bounds,opponent goes out of bounds
10,5,00:39:51,6,4,An Se Young,rush,opponent wins by landing,wins by landing
11,17,00:40:36,7,4,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
12,4,00:40:59,8,4,Akane YAMAGUCHI,return net,fails to clear the net,opponent fails to clear the net
13,4,00:41:43,9,4,Akane YAMAGUCHI,drop,hits the net,opponent hits the net
14,12,00:43:07,10,4,Akane YAMAGUCHI,drive,hits the net,opponent hits the net
15,8,00:43:36,11,4,Akane YAMAGUCHI,lob,goes out of bounds,opponent goes out of bounds
16,6,00:44:45,12,4,Akane YAMAGUCHI,defensive return drive,hits the net,opponent hits the net
17,22,00:45:23,13,4,Akane YAMAGUCHI,lob,goes out of bounds,opponent goes out of bounds
18,4,00:45:43,14,4,Akane YAMAGUCHI,return net,hits the net,opponent hits the net
19,7,00:46:04,14,5,An Se Young,net shot,goes out of bounds,opponent goes out of bounds
20,34,00:47:14,14,6,An Se Young,net shot,hits the net,opponent hits the net
21,9,00:47:50,15,6,Akane YAMAGUCHI,drop,hits the net,opponent hits the net
22,2,00:48:12,16,6,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
23,13,00:48:39,17,6,Akane YAMAGUCHI,net shot,opponent wins by landing,wins by landing
24,6,00:49:03,18,6,Akane YAMAGUCHI,defensive return drive,hits the net,opponent hits the net
25,8,00:49:27,19,6,Akane YAMAGUCHI,net shot,hits the net,opponent hits the net
26,9,00:49:50,19,7,An Se Young,return net,goes out of bounds,opponent goes out of bounds
27,2,00:50:06,19,8,An Se Young,net shot,hits the net,opponent hits the net
28,9,00:50:29,19,9,An Se Young,wrist smash,opponent wins by landing,wins by landing
29,4,00:50:48,20,9,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
30,11,00:51:14,20,10,An Se Young,net shot,goes out of bounds,opponent goes out of bounds
31,20,00:51:54,20,11,An Se Young,drop,hits the net,opponent hits the net
32,10,00:52:26,20,12,An Se Young,smash,hits the net,opponent hits the net
33,8,00:52:57,21,12,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
