AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
5,0,4,7,2,29,21,7,33,Gordon,9,7,78,40,2,1,Gordon Hayward,23,6,Hayward,F,0,Utah,3
2,0,2,0,0,0,5,4,80,Derrick,2,1,50,26,0,0,Derrick Favors,9,2,Favors,F,0,Utah,1
3,3,18,0,0,0,11,8,73,Rudy,2,0,0,41,5,3,Rudy Gobert,16,23,Gobert,C,1,Utah,0
0,0,3,8,4,50,17,10,59,Rodney,5,4,80,33,1,2,Rodney Hood,28,4,Hood,G,2,Utah,1
8,0,4,6,2,33,14,4,29,George,8,5,63,40,1,3,George Hill,15,5,Hill,G,1,Utah,1
1,0,0,2,0,0,5,1,20,Dante,0,0,0,13,1,0,Dante Exum,2,1,Exum,N/A,0,Utah,0
1,0,0,7,2,29,7,2,29,Joe,0,0,0,28,1,4,Joe Ingles,6,1,Ingles,N/A,2,Utah,2
3,0,1,1,0,0,4,2,50,Boris,0,0,0,26,0,1,Boris Diaw,4,1,Diaw,N/A,0,Utah,2
1,0,2,2,0,0,6,3,50,Alec,1,1,100,15,1,1,Alec Burks,7,3,Burks,N/A,2,Utah,3
0,0,1,0,0,0,0,0,0,Trey,0,0,0,2,0,0,Trey Lyles,0,1,Lyles,N/A,0,Utah,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Joe,N/A,N/A,N/A,N/A,N/A,N/A,Joe Johnson,N/A,N/A,Johnson,N/A,N/A,Utah,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Raul,N/A,N/A,N/A,N/A,N/A,N/A,Raul Neto,N/A,N/A,Neto,N/A,N/A,Utah,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jeff,N/A,N/A,N/A,N/A,N/A,N/A,Jeff Withey,N/A,N/A,Withey,N/A,N/A,Utah,N/A
3,0,3,2,1,50,12,6,50,Arron,4,4,100,40,1,2,Arron Afflalo,17,4,Afflalo,F,0,Sacramento,0
3,1,9,0,0,0,12,6,50,Willie,6,3,50,39,0,2,Willie Cauley-Stein,15,9,Cauley-Stein,F,2,Sacramento,0
1,1,6,0,0,0,12,5,42,Kosta,2,2,100,37,4,6,Kosta Koufos,12,10,Koufos,C,0,Sacramento,1
5,0,4,3,1,33,13,7,54,Ty,5,4,80,37,0,5,Ty Lawson,19,4,Lawson,G,0,Sacramento,3
5,0,3,2,1,50,14,8,57,Darren,2,1,50,41,0,1,Darren Collison,18,3,Collison,G,1,Sacramento,1
2,1,3,2,1,50,4,3,75,Anthony,0,0,0,27,0,1,Anthony Tolliver,7,3,Tolliver,N/A,1,Sacramento,0
4,0,2,4,2,50,9,4,44,Garrett,1,1,100,24,0,2,Garrett Temple,11,2,Temple,N/A,3,Sacramento,2
1,0,2,4,2,50,7,4,57,Buddy,0,0,0,19,0,0,Buddy Hield,10,2,Hield,N/A,1,Sacramento,5
0,0,0,0,0,0,0,0,0,Skal,0,0,0,2,0,2,Skal Labissiere,0,0,Labissiere,N/A,0,Sacramento,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tyreke,N/A,N/A,N/A,N/A,N/A,N/A,Tyreke Evans,N/A,N/A,Evans,N/A,N/A,Sacramento,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Langston,N/A,N/A,N/A,N/A,N/A,N/A,Langston Galloway,N/A,N/A,Galloway,N/A,N/A,Sacramento,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ben,N/A,N/A,N/A,N/A,N/A,N/A,Ben McLemore,N/A,N/A,McLemore,N/A,N/A,Sacramento,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Georgios,N/A,N/A,N/A,N/A,N/A,N/A,Georgios Papagiannis,N/A,N/A,Papagiannis,N/A,N/A,Sacramento,N/A
