AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
8,2,8,5,1,20,22,12,55,LeBron,5,4,80,39,2,1,LeBron James,29,10,James,F,1,Cleveland,3
2,1,4,5,1,20,7,1,14,Jae,3,3,100,24,2,3,Jae Crowder,6,6,Crowder,F,0,Cleveland,0
3,0,5,7,2,29,16,6,38,Kevin,10,6,60,26,2,0,Kevin Love,20,7,Love,C,0,Cleveland,0
0,0,4,10,5,50,12,5,42,JR,0,0,0,34,1,4,JR Smith,15,5,Smith,G,1,Cleveland,1
3,0,3,2,1,50,5,3,60,Jose,2,2,100,22,0,2,Jose Calderon,9,3,Calderon,G,1,Cleveland,1
4,0,0,1,1,100,6,4,67,Dwyane,0,0,0,26,1,3,Dwyane Wade,9,1,Wade,N/A,1,Cleveland,2
1,0,3,1,0,0,7,3,43,Jeff,1,1,100,24,1,5,Jeff Green,7,4,Green,N/A,0,Cleveland,2
0,0,5,0,0,0,2,1,50,Cedi,0,0,0,14,0,2,Cedi Osman,2,5,Osman,N/A,0,Cleveland,2
1,1,0,2,0,0,3,1,33,Channing,0,0,0,9,0,1,Channing Frye,2,0,Frye,N/A,0,Cleveland,0
1,0,3,3,0,0,5,1,20,Kyle,1,1,100,22,0,2,Kyle Korver,3,3,Korver,N/A,0,Cleveland,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ante,N/A,N/A,N/A,N/A,N/A,N/A,Ante Zizic,N/A,N/A,Zizic,N/A,N/A,Cleveland,N/A
1,0,2,8,2,25,11,3,27,Bojan,2,2,100,35,0,3,Bojan Bogdanovic,10,2,Bogdanovic,F,0,Indiana,1
2,0,2,4,1,25,13,6,46,Thaddeus,0,0,0,39,5,2,Thaddeus Young,13,7,Young,F,4,Indiana,2
3,3,5,3,1,33,11,5,46,Myles,5,4,80,32,2,1,Myles Turner,15,7,Turner,C,0,Indiana,0
5,0,6,13,6,46,24,11,46,Victor,10,5,50,36,2,4,Victor Oladipo,33,8,Oladipo,G,1,Indiana,3
3,0,4,3,2,67,5,2,40,Darren,0,0,0,22,1,4,Darren Collison,6,5,Collison,G,0,Indiana,1
4,0,7,3,1,33,6,3,50,Lance,0,0,0,22,0,2,Lance Stephenson,7,7,Stephenson,N/A,1,Indiana,0
2,0,4,4,2,50,8,4,50,Cory,2,2,100,22,0,0,Cory Joseph,12,4,Joseph,N/A,0,Indiana,1
1,0,7,0,0,0,6,4,67,Domantas,3,1,33,20,2,2,Domantas Sabonis,9,9,Sabonis,N/A,0,Indiana,0
0,0,0,0,0,0,0,0,0,TJ,0,0,0,3,0,0,TJ Leaf,0,0,Leaf,N/A,1,Indiana,0
0,0,0,1,0,0,2,0,0,Damien,2,1,50,8,0,1,Damien Wilkins,1,0,Wilkins,N/A,0,Indiana,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ike,N/A,N/A,N/A,N/A,N/A,N/A,Ike Anigbogu,N/A,N/A,Anigbogu,N/A,N/A,Indiana,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Al,N/A,N/A,N/A,N/A,N/A,N/A,Al Jefferson,N/A,N/A,Jefferson,N/A,N/A,Indiana,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Joe,N/A,N/A,N/A,N/A,N/A,N/A,Joe Young,N/A,N/A,Young,N/A,N/A,Indiana,N/A
