inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Joey Lucchesi,1,2,2,Charlie Blackmon,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Joey Lucchesi,2,0,0,Noel Cuevas,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Joey Lucchesi,2,0,2,Nolan Arenado,['Nolan Arenado'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Joey Lucchesi,3,2,2,Trevor Story,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Tyler Anderson,1,1,1,Manuel Margot,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Tyler Anderson,2,2,2,Eric Hosmer,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Tyler Anderson,3,1,1,Jose Pirela,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Joey Lucchesi,1,1,3,Ian Desmond,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Joey Lucchesi,2,0,0,Chris Iannetta,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Joey Lucchesi,3,2,1,Gerardo Parra,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Tyler Anderson,1,0,2,Christian Villanueva,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Tyler Anderson,2,1,3,Franchy Cordero,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Tyler Anderson,3,1,3,Franmil Reyes,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Joey Lucchesi,1,1,0,Daniel Castro,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Joey Lucchesi,1,4,2,Tyler Anderson,['Tyler Anderson'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Joey Lucchesi,1,1,1,Charlie Blackmon,['Charlie Blackmon'],['Tyler Anderson'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Joey Lucchesi,2,2,1,Noel Cuevas,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
3,top,1,['Tyler Anderson'],Joey Lucchesi,2,3,2,Nolan Arenado,['Nolan Arenado'],['N/A'],['Charlie Blackmon'],Single,N/A,0,1,1,N/A,N/A
