rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,3,00:34:21,1,0,Chico Aura DWI WARDOYO,drive,hits the net,opponent hits the net
2,8,00:34:40,1,1,LU Guang Zu,cross-court net shot,opponent wins by landing,wins by landing
3,12,00:35:09,1,2,LU Guang Zu,push,hits the net,opponent hits the net
4,2,00:35:29,2,2,Chico Aura DWI WARDOYO,lob,landing judgment error,opponent landing judgment error
5,5,00:35:56,2,3,LU Guang Zu,smash,goes out of bounds,opponent goes out of bounds
7,8,00:36:59,2,5,LU Guang Zu,smash,goes out of bounds,opponent goes out of bounds
8,4,00:37:19,2,6,LU Guang Zu,return net,fails to clear the net,opponent fails to clear the net
9,14,00:37:48,3,6,Chico Aura DWI WARDOYO,smash,opponent wins by landing,wins by landing
10,3,00:38:17,4,6,Chico Aura DWI WARDOYO,lob,opponent wins by landing,wins by landing
11,4,00:38:38,5,6,Chico Aura DWI WARDOYO,clear,goes out of bounds,opponent goes out of bounds
12,22,00:39:13,5,7,LU Guang Zu,wrist smash,opponent wins by landing,wins by landing
13,14,00:40:00,6,7,Chico Aura DWI WARDOYO,drive,opponent wins by landing,wins by landing
14,17,00:40:44,7,7,Chico Aura DWI WARDOYO,drive,opponent wins by landing,wins by landing
15,6,00:41:12,8,7,Chico Aura DWI WARDOYO,return net,hits the net,opponent hits the net
16,4,00:41:31,9,7,Chico Aura DWI WARDOYO,wrist smash,hits the net,opponent hits the net
17,6,00:41:52,9,8,LU Guang Zu,smash,opponent wins by landing,wins by landing
18,23,00:42:50,10,8,Chico Aura DWI WARDOYO,push,goes out of bounds,opponent goes out of bounds
19,14,00:43:26,10,9,LU Guang Zu,smash,opponent wins by landing,wins by landing
20,11,00:44:23,11,9,Chico Aura DWI WARDOYO,smash,goes out of bounds,opponent goes out of bounds
21,4,00:46:39,11,10,LU Guang Zu,smash,opponent wins by landing,wins by landing
22,6,00:47:14,11,11,LU Guang Zu,push,hits the net,opponent hits the net
23,7,00:47:38,11,12,LU Guang Zu,smash,opponent wins by landing,wins by landing
24,5,00:48:09,11,13,LU Guang Zu,clear,landing judgment error,opponent landing judgment error
26,12,00:49:33,13,13,Chico Aura DWI WARDOYO,return net,hits the net,opponent hits the net
27,28,00:50:14,14,13,Chico Aura DWI WARDOYO,return net,fails to clear the net,opponent fails to clear the net
28,11,00:50:53,15,13,Chico Aura DWI WARDOYO,smash,opponent wins by landing,wins by landing
29,3,00:51:22,15,14,LU Guang Zu,drive,opponent wins by landing,wins by landing
31,8,00:53:22,15,16,LU Guang Zu,back-court drive,goes out of bounds,opponent goes out of bounds
33,27,00:54:23,16,17,LU Guang Zu,return net,hits the net,opponent hits the net
36,4,00:56:05,17,19,LU Guang Zu,drive,hits the net,opponent hits the net
37,16,00:56:42,18,19,Chico Aura DWI WARDOYO,drop,opponent wins by landing,wins by landing
38,17,00:57:26,19,19,Chico Aura DWI WARDOYO,smash,opponent wins by landing,wins by landing
39,6,00:58:02,19,20,LU Guang Zu,smash,opponent wins by landing,wins by landing
40,14,00:58:53,20,20,Chico Aura DWI WARDOYO,lob,opponent wins by landing,wins by landing
41,10,00:59:27,21,20,Chico Aura DWI WARDOYO,lob,goes out of bounds,opponent goes out of bounds
42,17,01:00:07,21,21,LU Guang Zu,return net,hits the net,opponent hits the net
43,3,01:01:10,22,21,Chico Aura DWI WARDOYO,net shot,hits the net,opponent hits the net
44,13,01:01:47,23,21,Chico Aura DWI WARDOYO,drop,opponent wins by landing,wins by landing
