rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,5,01:04:19,1,0,Chico Aura DWI WARDOYO,drop,opponent wins by landing,wins by landing
2,9,01:04:40,1,1,LU Guang Zu,smash,goes out of bounds,opponent goes out of bounds
3,3,01:05:00,2,1,Chico Aura DWI WARDOYO,drive,hits the net,opponent hits the net
4,8,01:05:22,3,1,Chico Aura DWI WARDOYO,defensive return lob,goes out of bounds,opponent goes out of bounds
5,4,01:05:42,3,2,LU Guang Zu,smash,opponent wins by landing,wins by landing
7,7,01:06:59,4,3,LU Guang Zu,lob,hits the net,opponent hits the net
8,2,01:07:23,4,4,LU Guang Zu,smash,goes out of bounds,opponent goes out of bounds
9,28,01:08:07,5,4,Chico Aura DWI WARDOYO,smash,opponent wins by landing,wins by landing
10,8,01:08:44,6,4,Chico Aura DWI WARDOYO,lob,goes out of bounds,opponent goes out of bounds
11,21,01:09:22,7,4,Chico Aura DWI WARDOYO,smash,opponent wins by landing,wins by landing
12,8,01:10:05,7,5,LU Guang Zu,lob,landing judgment error,opponent landing judgment error
13,7,01:10:25,8,5,Chico Aura DWI WARDOYO,smash,hits the net,opponent hits the net
14,5,01:10:51,8,6,LU Guang Zu,smash,hits the net,opponent hits the net
15,7,01:11:06,9,6,Chico Aura DWI WARDOYO,return net,fails to clear the net,opponent fails to clear the net
16,18,01:11:46,10,6,Chico Aura DWI WARDOYO,smash,goes out of bounds,opponent goes out of bounds
17,21,01:12:26,10,7,LU Guang Zu,net shot,hits the net,opponent hits the net
19,21,01:14:07,11,8,Chico Aura DWI WARDOYO,return net,hits the net,opponent hits the net
20,26,01:15:48,11,9,LU Guang Zu,smash,opponent wins by landing,wins by landing
21,2,01:16:29,12,9,Chico Aura DWI WARDOYO,drive,opponent wins by landing,wins by landing
22,9,01:16:57,12,10,LU Guang Zu,lob,goes out of bounds,opponent goes out of bounds
23,15,01:17:28,13,10,Chico Aura DWI WARDOYO,cross-court net shot,fails to clear the net,opponent fails to clear the net
24,5,01:17:55,13,11,LU Guang Zu,return net,hits the net,opponent hits the net
25,19,01:18:33,14,11,Chico Aura DWI WARDOYO,return net,hits the net,opponent hits the net
26,8,01:19:22,14,12,LU Guang Zu,drive,opponent wins by landing,wins by landing
27,6,01:19:48,14,13,LU Guang Zu,return net,fails to clear the net,opponent fails to clear the net
28,24,01:20:59,15,13,Chico Aura DWI WARDOYO,drop,opponent wins by landing,wins by landing
29,7,01:21:31,15,14,LU Guang Zu,drive,hits the net,opponent hits the net
30,17,01:22:08,16,14,Chico Aura DWI WARDOYO,lob,goes out of bounds,opponent goes out of bounds
31,21,01:22:48,16,15,LU Guang Zu,drive,fails to clear the net,opponent fails to clear the net
32,6,01:23:28,16,16,LU Guang Zu,smash,hits the net,opponent hits the net
33,9,01:24:12,16,17,LU Guang Zu,rush,opponent wins by landing,wins by landing
34,14,01:24:55,17,17,Chico Aura DWI WARDOYO,smash,opponent wins by landing,wins by landing
35,8,01:25:27,18,17,Chico Aura DWI WARDOYO,smash,hits the net,opponent hits the net
36,21,01:26:17,18,18,LU Guang Zu,unknown,fails to clear the net,opponent fails to clear the net
37,1,01:26:48,19,18,Chico Aura DWI WARDOYO,long service,goes out of bounds,opponent goes out of bounds
38,2,01:27:33,19,19,LU Guang Zu,push,opponent wins by landing,wins by landing
39,4,01:28:00,20,19,Chico Aura DWI WARDOYO,rush,opponent wins by landing,wins by landing
40,13,01:29:02,21,19,Chico Aura DWI WARDOYO,drive,opponent wins by landing,wins by landing
