p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Ibanez,,0,,LF,1,,0,0,4,Raul Ibanez,,,1.000,,.274,,,1,Raul,,,,,1,,,0,.793,,200,,0,,,0,,0,,1,,,0,0,2,0,0,Phillies,0,.433,0,.360
,Moyer,,,,,,,,,,Jamie Moyer,,,,,,,,,Jamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillies,,,,
,Sweeney,,0,,1B,2,,0,0,4,Mike Sweeney,,1,1.000,,.259,,,4,Mike,,,,,7,,,0,.779,,400,,0,,,0,,0,,0,,,0,0,1,0,0,Phillies,0,.454,0,.325
,Polanco,,0,,3B,2,,0,0,4,Placido Polanco,,1,1.000,,.320,,,2,Placido,,,,,1,,,0,.786,,300,,0,,,1,,0,,1,,,0,0,0,0,0,Phillies,0,.435,0,.351
,Halladay,,,,,,,,,,Roy Halladay,,,,,,,,,Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillies,,,,
,Werth,,0,,CF,1,,0,0,2,Jayson Werth,,,1.000,,.296,,,0,Jayson,,,,,1,,,2,.908,,500,,0,,,0,,1,,1,,,0,0,0,0,0,Phillies,0,.519,0,.389
,Schneider,,,,,,,,,,Brian Schneider,,,,,,,,,Brian,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillies,,,,
1,Durbin,1,0,2,P,0,6,0,0,0,Chad Durbin,3,,1.000,0,.000,0,12,0,Chad,0,1,,0,0,1,,0,.000,9,902,,0,50,,1,3.28,0,3,0,0,25,0,0,0,0,0,Phillies,0,.000,0,.000
,Romero,,,,,,,,,,J.C. Romero,,,,,,,,,J.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillies,,,,
,Baez,,,,,,,,,,Danys Baez,,,,,,,,,Danys,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillies,,,,
