p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Richard,,,,,,,,,,Clayton Richard,,,,,,,,,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,Padres,,,,
10,Chacin,2,0,4,P,0,21,0,0,1,Jhoulys Chacin,11,1,1.000,0,.255,1,52,0,Jhoulys,0,3,,1,0,5,,0,.553,0,900,true,0,52,,2,4.03,0,15,0,1,92,0,0,0,0,0,Padres,0,.298,0,.255
,Wood,,,,,,,,,,Travis Wood,,,,,,,,,Travis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Padres,,,,
,Stammen,,,,,,,,,,Craig Stammen,,,,,,,,,Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,Padres,,,,
,Yates,,,,,,,,,,Kirby Yates,,,,,,,,,Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,Padres,,,,
,Solarte,,0,,SS,0,,0,0,3,Yangervis Solarte,,1,1.000,,.260,,,0,Yangervis,,,,,2,,,0,.752,,400,,0,,,2,,0,,1,,,0,0,1,0,0,Padres,0,.420,0,.332
,Sanchez,,0,,C,0,,0,0,3,Hector Sanchez,,3,1.000,,.243,,,1,Hector,,,,,6,,,0,.773,,600,,0,,,1,,0,,0,,,0,0,0,0,0,Padres,0,.505,0,.268
,Pirela,,0,,LF,1,,0,0,3,Jose Pirela,,1,1.000,,.294,,,0,Jose,,,,,4,,,0,.842,,300,,0,,,0,,0,,0,,,0,0,1,0,0,Padres,0,.494,0,.348
,Blash,,0,,PH,1,,0,0,1,Jabari Blash,,,.000,,.214,,,0,Jabari,,,,,0,,,0,.723,,905,,0,,,0,,0,,0,,,0,0,0,0,0,Padres,0,.378,0,.345
,Szczur,,0,,RF,2,,0,0,3,Matt Szczur,,1,1.000,,.221,,,1,Matt,,,,,3,,,0,.710,,800,,0,,,0,,0,,0,,,0,0,0,0,0,Padres,0,.357,0,.353
,Coleman,,,,,,,,,,Dusty Coleman,,,,,,,,,Dusty,,,,,,,,,,,,,,,,,,,,,,,,,,,,Padres,,,,
,Cosart,,,,,,,,,,Jarred Cosart,,,,,,,,,Jarred,,,,,,,,,,,,,,,,,,,,,,,,,,,,Padres,,,,
